timestamp_cec,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Nuclear,Solar,Wind Onshore
2025-01-02 03:00:00+01:00,129.000,945.000,207.000,2963.000,0.000,67.000
2025-01-02 04:00:00+01:00,98.000,952.000,212.000,2963.000,0.000,66.000
2025-01-02 05:00:00+01:00,105.000,958.000,278.000,2961.000,0.000,66.000
2025-01-02 06:00:00+01:00,207.000,966.000,372.000,2959.000,0.000,66.000
2025-01-02 07:00:00+01:00,384.000,973.000,760.000,2960.000,0.000,67.000
2025-01-02 08:00:00+01:00,827.000,981.000,1889.000,2959.000,11.000,66.000
2025-01-02 09:00:00+01:00,1188.000,989.000,2102.000,2958.000,95.000,66.000
2025-01-02 10:00:00+01:00,831.000,998.000,1311.000,2966.000,247.000,66.000
2025-01-02 11:00:00+01:00,556.000,1006.000,1044.000,2959.000,350.000,69.000
2025-01-02 12:00:00+01:00,325.000,1015.000,533.000,2950.000,309.000,67.000
2025-01-02 13:00:00+01:00,315.000,1024.000,580.000,2949.000,236.000,64.000
2025-01-02 14:00:00+01:00,392.000,1033.000,1003.000,2950.000,116.000,65.000
2025-01-02 15:00:00+01:00,596.000,1042.000,1677.000,2952.000,39.000,67.000
2025-01-02 16:00:00+01:00,1976.000,1052.000,2092.000,2951.000,3.000,68.000
2025-01-02 17:00:00+01:00,2512.000,1061.000,2601.000,2952.000,0.000,64.000
2025-01-02 18:00:00+01:00,2563.000,1070.000,2699.000,2954.000,0.000,49.000
2025-01-02 19:00:00+01:00,1566.000,1080.000,2397.000,2955.000,0.000,37.000
2025-01-02 20:00:00+01:00,542.000,1089.000,1559.000,2959.000,0.000,16.000
2025-01-02 21:00:00+01:00,288.000,1098.000,1176.000,2963.000,0.000,9.000
2025-01-02 22:00:00+01:00,218.000,1106.000,734.000,2964.000,0.000,9.000
2025-01-02 23:00:00+01:00,197.000,1115.000,534.000,2964.000,0.000,14.000
2025-01-03 00:00:00+01:00,156.000,1123.000,418.000,2966.000,0.000,19.000
2025-01-03 01:00:00+01:00,77.000,1131.000,282.000,2965.000,0.000,17.000
2025-01-03 02:00:00+01:00,71.000,1138.000,236.000,2966.000,0.000,14.000
2025-01-03 03:00:00+01:00,58.000,1145.000,226.000,2965.000,0.000,9.000
2025-01-03 04:00:00+01:00,91.000,1152.000,252.000,2963.000,0.000,8.000
2025-01-03 05:00:00+01:00,142.000,1157.000,327.000,2963.000,0.000,10.000
2025-01-03 06:00:00+01:00,221.000,1163.000,896.000,2962.000,0.000,10.000
2025-01-03 07:00:00+01:00,863.000,1168.000,2155.000,2960.000,0.000,10.000
2025-01-03 08:00:00+01:00,1130.000,1172.000,2507.000,2959.000,10.000,10.000
2025-01-03 09:00:00+01:00,1070.000,1175.000,2216.000,2961.000,95.000,10.000
2025-01-03 10:00:00+01:00,620.000,1178.000,1958.000,2963.000,228.000,8.000
2025-01-03 11:00:00+01:00,441.000,1179.000,1686.000,2965.000,367.000,10.000
2025-01-03 12:00:00+01:00,193.000,1180.000,1477.000,2966.000,479.000,7.000
2025-01-03 13:00:00+01:00,300.000,1180.000,1530.000,2966.000,467.000,9.000
2025-01-03 14:00:00+01:00,259.000,1180.000,1524.000,2966.000,343.000,9.000
2025-01-03 15:00:00+01:00,584.000,1178.000,1873.000,2964.000,156.000,7.000
2025-01-03 16:00:00+01:00,461.000,1176.000,2249.000,2964.000,21.000,4.000
2025-01-03 17:00:00+01:00,766.000,1174.000,2393.000,2964.000,0.000,3.000
2025-01-03 18:00:00+01:00,1479.000,1171.000,2267.000,2966.000,0.000,3.000
2025-01-03 19:00:00+01:00,1855.000,1167.000,2635.000,2966.000,0.000,3.000
2025-01-03 20:00:00+01:00,953.000,1164.000,1968.000,2967.000,0.000,2.000
2025-01-03 21:00:00+01:00,252.000,1160.000,1226.000,2968.000,0.000,3.000
2025-01-03 22:00:00+01:00,232.000,1156.000,1339.000,2968.000,0.000,3.000
2025-01-03 23:00:00+01:00,247.000,1152.000,868.000,2968.000,0.000,3.000
2025-01-04 00:00:00+01:00,182.000,1148.000,569.000,2971.000,0.000,3.000
2025-01-04 01:00:00+01:00,160.000,1144.000,545.000,2971.000,0.000,3.000
2025-01-04 02:00:00+01:00,156.000,1140.000,662.000,2968.000,0.000,3.000
2025-01-04 03:00:00+01:00,145.000,1137.000,551.000,2971.000,0.000,3.000
2025-01-04 04:00:00+01:00,146.000,1135.000,517.000,2971.000,0.000,3.000
2025-01-04 05:00:00+01:00,163.000,1132.000,532.000,2971.000,0.000,4.000
2025-01-04 06:00:00+01:00,173.000,1131.000,556.000,2971.000,0.000,5.000
2025-01-04 07:00:00+01:00,415.000,1129.000,1150.000,2971.000,0.000,4.000
2025-01-04 08:00:00+01:00,980.000,1129.000,1414.000,2968.000,15.000,6.000
2025-01-04 09:00:00+01:00,950.000,1130.000,1444.000,2971.000,103.000,8.000
2025-01-04 10:00:00+01:00,476.000,1131.000,1270.000,2968.000,229.000,13.000
2025-01-04 11:00:00+01:00,734.000,1134.000,1115.000,2966.000,329.000,17.000
2025-01-04 12:00:00+01:00,849.000,1138.000,1286.000,2967.000,360.000,21.000
2025-01-04 13:00:00+01:00,648.000,1142.000,1280.000,2969.000,333.000,25.000
2025-01-04 14:00:00+01:00,1132.000,1148.000,1761.000,2976.000,229.000,36.000
2025-01-04 15:00:00+01:00,1485.000,1155.000,2039.000,2971.000,110.000,28.000
2025-01-04 16:00:00+01:00,2165.000,1163.000,2396.000,2971.000,15.000,38.000
2025-01-04 17:00:00+01:00,2716.000,1172.000,2863.000,2969.000,0.000,39.000
2025-01-04 18:00:00+01:00,2478.000,1181.000,2783.000,2969.000,0.000,47.000
2025-01-04 19:00:00+01:00,2234.000,1192.000,2453.000,2970.000,0.000,53.000
2025-01-04 20:00:00+01:00,865.000,1203.000,1863.000,2969.000,0.000,56.000
2025-01-04 21:00:00+01:00,492.000,1214.000,1226.000,2970.000,0.000,60.000
2025-01-04 22:00:00+01:00,522.000,1226.000,1277.000,2971.000,0.000,62.000
2025-01-04 23:00:00+01:00,445.000,1239.000,1035.000,2970.000,0.000,62.000
2025-01-05 00:00:00+01:00,314.000,1251.000,490.000,2968.000,0.000,61.000
2025-01-05 01:00:00+01:00,272.000,1264.000,401.000,2969.000,0.000,66.000
2025-01-05 02:00:00+01:00,152.000,1278.000,359.000,2968.000,0.000,67.000
2025-01-05 03:00:00+01:00,150.000,1291.000,382.000,2968.000,0.000,68.000
2025-01-05 04:00:00+01:00,142.000,1304.000,368.000,2967.000,0.000,69.000
2025-01-05 05:00:00+01:00,163.000,1317.000,341.000,2964.000,0.000,67.000
2025-01-05 06:00:00+01:00,230.000,1330.000,416.000,2963.000,0.000,66.000
2025-01-05 07:00:00+01:00,193.000,1343.000,577.000,2962.000,0.000,67.000
2025-01-05 08:00:00+01:00,195.000,1355.000,523.000,2961.000,8.000,66.000
2025-01-05 09:00:00+01:00,149.000,1367.000,641.000,2960.000,78.000,67.000
2025-01-05 10:00:00+01:00,140.000,1379.000,653.000,2960.000,190.000,66.000
2025-01-05 11:00:00+01:00,278.000,1390.000,724.000,2958.000,300.000,65.000
2025-01-05 12:00:00+01:00,184.000,1400.000,534.000,2959.000,404.000,62.000
2025-01-05 13:00:00+01:00,193.000,1410.000,580.000,2958.000,376.000,58.000
2025-01-05 14:00:00+01:00,214.000,1419.000,832.000,2956.000,282.000,57.000
2025-01-05 15:00:00+01:00,335.000,1427.000,815.000,2955.000,163.000,58.000
2025-01-05 16:00:00+01:00,610.000,1435.000,1264.000,2953.000,31.000,69.000
2025-01-05 17:00:00+01:00,984.000,1442.000,1453.000,2953.000,0.000,71.000
2025-01-05 18:00:00+01:00,1034.000,1449.000,1271.000,2953.000,0.000,75.000
2025-01-05 19:00:00+01:00,812.000,1456.000,1071.000,2955.000,0.000,74.000
2025-01-05 20:00:00+01:00,263.000,1462.000,582.000,2957.000,0.000,72.000
2025-01-05 21:00:00+01:00,194.000,1468.000,480.000,2958.000,0.000,66.000
2025-01-05 22:00:00+01:00,108.000,1474.000,467.000,2960.000,0.000,63.000
2025-01-05 23:00:00+01:00,146.000,1480.000,407.000,2961.000,0.000,72.000
2025-01-06 00:00:00+01:00,88.000,1486.000,354.000,2963.000,0.000,68.000
2025-01-06 01:00:00+01:00,53.000,1492.000,247.000,2964.000,0.000,66.000
2025-01-06 02:00:00+01:00,52.000,1498.000,239.000,2965.000,0.000,64.000
2025-01-06 03:00:00+01:00,68.000,1504.000,258.000,2963.000,0.000,73.000
2025-01-06 04:00:00+01:00,67.000,1511.000,241.000,2963.000,0.000,72.000
2025-01-06 05:00:00+01:00,73.000,1517.000,338.000,2961.000,0.000,69.000
2025-01-06 06:00:00+01:00,177.000,1524.000,404.000,2959.000,0.000,66.000
2025-01-06 07:00:00+01:00,444.000,1532.000,877.000,2960.000,0.000,68.000
2025-01-06 08:00:00+01:00,580.000,1540.000,947.000,2959.000,18.000,71.000
2025-01-06 09:00:00+01:00,551.000,1549.000,805.000,2958.000,136.000,76.000
2025-01-06 10:00:00+01:00,475.000,1558.000,599.000,2958.000,270.000,74.000
2025-01-06 11:00:00+01:00,312.000,1568.000,612.000,2954.000,253.000,72.000
2025-01-06 12:00:00+01:00,249.000,1578.000,685.000,2954.000,317.000,69.000
2025-01-06 13:00:00+01:00,207.000,1589.000,509.000,2955.000,353.000,64.000
2025-01-06 14:00:00+01:00,213.000,1602.000,482.000,2954.000,249.000,66.000
2025-01-06 15:00:00+01:00,403.000,1614.000,825.000,2952.000,118.000,61.000
2025-01-06 16:00:00+01:00,633.000,1627.000,879.000,2948.000,16.000,59.000
2025-01-06 17:00:00+01:00,938.000,1641.000,1190.000,2945.000,0.000,50.000
2025-01-06 18:00:00+01:00,833.000,1655.000,1675.000,2945.000,0.000,58.000
2025-01-06 19:00:00+01:00,417.000,1669.000,1035.000,2947.000,0.000,56.000
2025-01-06 20:00:00+01:00,364.000,1683.000,738.000,2951.000,0.000,55.000
2025-01-06 21:00:00+01:00,325.000,1697.000,546.000,2954.000,0.000,49.000
2025-01-06 22:00:00+01:00,214.000,1711.000,404.000,2956.000,0.000,46.000
2025-01-06 23:00:00+01:00,178.000,1725.000,338.000,2956.000,0.000,42.000
2025-01-07 00:00:00+01:00,135.000,1739.000,296.000,2958.000,0.000,49.000
2025-01-07 01:00:00+01:00,66.000,1752.000,307.000,2959.000,0.000,50.000
2025-01-07 02:00:00+01:00,35.000,1765.000,174.000,2960.000,0.000,51.000
2025-01-07 03:00:00+01:00,35.000,1777.000,202.000,2960.000,0.000,49.000
2025-01-07 04:00:00+01:00,36.000,1788.000,305.000,2959.000,0.000,49.000
2025-01-07 05:00:00+01:00,142.000,1799.000,371.000,2958.000,0.000,49.000
2025-01-07 06:00:00+01:00,245.000,1809.000,544.000,2957.000,0.000,49.000
2025-01-07 07:00:00+01:00,520.000,1818.000,1327.000,2954.000,0.000,48.000
2025-01-07 08:00:00+01:00,833.000,1825.000,1732.000,2954.000,31.000,48.000
2025-01-07 09:00:00+01:00,867.000,1832.000,1501.000,2954.000,230.000,48.000
2025-01-07 10:00:00+01:00,490.000,1837.000,1562.000,2955.000,462.000,46.000
2025-01-07 11:00:00+01:00,441.000,1841.000,1272.000,2955.000,582.000,46.000
2025-01-07 12:00:00+01:00,258.000,1843.000,1259.000,2763.000,605.000,44.000
2025-01-07 13:00:00+01:00,187.000,1844.000,1262.000,2959.000,500.000,47.000
2025-01-07 14:00:00+01:00,554.000,1844.000,1546.000,2962.000,338.000,50.000
2025-01-07 15:00:00+01:00,1182.000,1842.000,1716.000,2961.000,174.000,49.000
2025-01-07 16:00:00+01:00,1307.000,1838.000,2098.000,2960.000,36.000,47.000
2025-01-07 17:00:00+01:00,1378.000,1834.000,2218.000,2960.000,0.000,46.000
2025-01-07 18:00:00+01:00,1370.000,1829.000,2359.000,2960.000,0.000,47.000
2025-01-07 19:00:00+01:00,1269.000,1823.000,2469.000,2961.000,0.000,49.000
2025-01-07 20:00:00+01:00,910.000,1816.000,1674.000,2963.000,0.000,48.000
2025-01-07 21:00:00+01:00,707.000,1809.000,1440.000,2962.000,0.000,48.000
2025-01-07 22:00:00+01:00,489.000,1801.000,1422.000,2965.000,0.000,52.000
2025-01-07 23:00:00+01:00,298.000,1792.000,706.000,2966.000,0.000,56.000
2025-01-08 00:00:00+01:00,184.000,1784.000,341.000,2965.000,0.000,59.000
2025-01-08 01:00:00+01:00,60.000,1775.000,228.000,2966.000,0.000,61.000
2025-01-08 02:00:00+01:00,43.000,1767.000,263.000,2965.000,0.000,55.000
2025-01-08 03:00:00+01:00,51.000,1758.000,214.000,2964.000,0.000,53.000
2025-01-08 04:00:00+01:00,45.000,1750.000,263.000,2961.000,0.000,57.000
2025-01-08 05:00:00+01:00,83.000,1742.000,414.000,2959.000,0.000,59.000
2025-01-08 06:00:00+01:00,400.000,1734.000,1460.000,2957.000,0.000,59.000
2025-01-08 07:00:00+01:00,1150.000,1727.000,2393.000,2956.000,0.000,61.000
2025-01-08 08:00:00+01:00,1111.000,1721.000,2142.000,2956.000,5.000,63.000
2025-01-08 09:00:00+01:00,1135.000,1716.000,2062.000,2957.000,48.000,63.000
2025-01-08 10:00:00+01:00,1006.000,1712.000,2051.000,2953.000,107.000,68.000
2025-01-08 11:00:00+01:00,969.000,1709.000,1911.000,2952.000,165.000,70.000
2025-01-08 12:00:00+01:00,745.000,1707.000,1447.000,2951.000,251.000,73.000
2025-01-08 13:00:00+01:00,760.000,1706.000,1107.000,2947.000,351.000,71.000
2025-01-08 14:00:00+01:00,841.000,1706.000,1287.000,2946.000,222.000,70.000
2025-01-08 15:00:00+01:00,1341.000,1708.000,1671.000,2946.000,147.000,68.000
2025-01-08 16:00:00+01:00,1968.000,1711.000,2206.000,2944.000,30.000,68.000
2025-01-08 17:00:00+01:00,2588.000,1715.000,2409.000,2943.000,0.000,71.000
2025-01-08 18:00:00+01:00,1504.000,1719.000,2111.000,2944.000,0.000,69.000
2025-01-08 19:00:00+01:00,1371.000,1725.000,2156.000,2945.000,0.000,72.000
2025-01-08 20:00:00+01:00,600.000,1731.000,1354.000,2946.000,0.000,67.000
2025-01-08 21:00:00+01:00,314.000,1738.000,1367.000,2947.000,0.000,71.000
2025-01-08 22:00:00+01:00,222.000,1745.000,979.000,2949.000,0.000,71.000
2025-01-08 23:00:00+01:00,181.000,1753.000,566.000,2947.000,0.000,69.000
2025-01-09 00:00:00+01:00,89.000,1761.000,440.000,2947.000,0.000,66.000
2025-01-09 01:00:00+01:00,35.000,1769.000,356.000,2947.000,0.000,65.000
2025-01-09 02:00:00+01:00,27.000,1777.000,303.000,2949.000,0.000,63.000
2025-01-09 03:00:00+01:00,31.000,1786.000,264.000,2949.000,0.000,64.000
2025-01-09 04:00:00+01:00,157.000,1794.000,487.000,2950.000,0.000,65.000
2025-01-09 05:00:00+01:00,202.000,1803.000,538.000,2951.000,0.000,67.000
2025-01-09 06:00:00+01:00,744.000,1811.000,1444.000,2949.000,0.000,65.000
2025-01-09 07:00:00+01:00,2465.000,1819.000,2488.000,2948.000,0.000,69.000
2025-01-09 08:00:00+01:00,3199.000,1827.000,2776.000,2943.000,27.000,71.000
2025-01-09 09:00:00+01:00,3168.000,1834.000,2799.000,2943.000,167.000,67.000
2025-01-09 10:00:00+01:00,2703.000,1841.000,2706.000,2952.000,407.000,63.000
2025-01-09 11:00:00+01:00,2714.000,1846.000,2606.000,2953.000,503.000,66.000
2025-01-09 12:00:00+01:00,2110.000,1852.000,2263.000,2943.000,422.000,69.000
2025-01-09 13:00:00+01:00,2106.000,1856.000,1907.000,2935.000,394.000,68.000
2025-01-09 14:00:00+01:00,1761.000,1860.000,1765.000,2939.000,320.000,66.000
2025-01-09 15:00:00+01:00,1551.000,1862.000,1834.000,2940.000,161.000,68.000
2025-01-09 16:00:00+01:00,1686.000,1864.000,2117.000,2942.000,30.000,66.000
2025-01-09 17:00:00+01:00,1982.000,1866.000,2240.000,2946.000,0.000,58.000
2025-01-09 18:00:00+01:00,1535.000,1866.000,1736.000,2955.000,0.000,52.000
2025-01-09 19:00:00+01:00,1258.000,1866.000,2009.000,2961.000,0.000,55.000
2025-01-09 20:00:00+01:00,928.000,1866.000,1380.000,2963.000,0.000,41.000
2025-01-09 21:00:00+01:00,396.000,1864.000,984.000,2967.000,0.000,23.000
2025-01-09 22:00:00+01:00,325.000,1863.000,834.000,2976.000,0.000,17.000
2025-01-09 23:00:00+01:00,258.000,1860.000,578.000,2976.000,0.000,16.000
2025-01-10 00:00:00+01:00,81.000,1857.000,409.000,2975.000,0.000,14.000
2025-01-10 01:00:00+01:00,39.000,1853.000,284.000,2967.000,0.000,13.000
2025-01-10 02:00:00+01:00,25.000,1849.000,262.000,2967.000,0.000,13.000
2025-01-10 03:00:00+01:00,24.000,1845.000,253.000,2967.000,0.000,15.000
2025-01-10 04:00:00+01:00,48.000,1840.000,355.000,2965.000,0.000,15.000
2025-01-10 05:00:00+01:00,99.000,1834.000,434.000,2965.000,0.000,16.000
2025-01-10 06:00:00+01:00,562.000,1828.000,1045.000,2963.000,0.000,19.000
2025-01-10 07:00:00+01:00,1238.000,1822.000,2060.000,2961.000,0.000,21.000
2025-01-10 08:00:00+01:00,2723.000,1815.000,2713.000,2960.000,20.000,12.000
2025-01-10 09:00:00+01:00,2697.000,1808.000,2678.000,2962.000,134.000,4.000
2025-01-10 10:00:00+01:00,1228.000,1801.000,2185.000,2964.000,291.000,3.000
2025-01-10 11:00:00+01:00,630.000,1793.000,1679.000,2960.000,398.000,3.000
2025-01-10 12:00:00+01:00,614.000,1785.000,1122.000,2963.000,400.000,2.000
2025-01-10 13:00:00+01:00,556.000,1777.000,1369.000,2967.000,317.000,2.000
2025-01-10 14:00:00+01:00,491.000,1769.000,1337.000,2967.000,182.000,3.000
2025-01-10 15:00:00+01:00,542.000,1760.000,1965.000,2966.000,86.000,2.000
2025-01-10 16:00:00+01:00,1655.000,1751.000,2077.000,2966.000,13.000,2.000
2025-01-10 17:00:00+01:00,2776.000,1742.000,2764.000,2968.000,0.000,3.000
2025-01-10 18:00:00+01:00,3255.000,1733.000,2701.000,2970.000,0.000,3.000
2025-01-10 19:00:00+01:00,2279.000,1724.000,2731.000,2975.000,0.000,3.000
2025-01-10 20:00:00+01:00,1278.000,1714.000,2337.000,2976.000,0.000,4.000
2025-01-10 21:00:00+01:00,744.000,1705.000,1749.000,2977.000,0.000,4.000
2025-01-10 22:00:00+01:00,661.000,1695.000,1362.000,2979.000,0.000,5.000
2025-01-10 23:00:00+01:00,536.000,1685.000,1024.000,2977.000,0.000,6.000
2025-01-11 00:00:00+01:00,252.000,1675.000,814.000,2970.000,0.000,4.000
2025-01-11 01:00:00+01:00,128.000,1665.000,510.000,2971.000,0.000,5.000
2025-01-11 02:00:00+01:00,142.000,1655.000,307.000,2972.000,0.000,5.000
2025-01-11 03:00:00+01:00,120.000,1645.000,341.000,2972.000,0.000,4.000
2025-01-11 04:00:00+01:00,93.000,1635.000,561.000,2972.000,0.000,3.000
2025-01-11 05:00:00+01:00,151.000,1624.000,378.000,2970.000,0.000,4.000
2025-01-11 06:00:00+01:00,247.000,1614.000,772.000,2970.000,0.000,9.000
2025-01-11 07:00:00+01:00,394.000,1604.000,1018.000,2970.000,0.000,10.000
2025-01-11 08:00:00+01:00,604.000,1594.000,1359.000,2970.000,15.000,14.000
2025-01-11 09:00:00+01:00,254.000,1584.000,933.000,2970.000,142.000,22.000
2025-01-11 10:00:00+01:00,342.000,1574.000,1188.000,2971.000,358.000,22.000
2025-01-11 11:00:00+01:00,107.000,1564.000,949.000,2967.000,610.000,19.000
2025-01-11 12:00:00+01:00,78.000,1554.000,455.000,2968.000,763.000,15.000
2025-01-11 13:00:00+01:00,88.000,1544.000,301.000,2966.000,744.000,10.000
2025-01-11 14:00:00+01:00,97.000,1535.000,310.000,2965.000,562.000,12.000
2025-01-11 15:00:00+01:00,102.000,1525.000,530.000,2966.000,295.000,15.000
2025-01-11 16:00:00+01:00,247.000,1516.000,1002.000,2968.000,57.000,15.000
2025-01-11 17:00:00+01:00,690.000,1507.000,1650.000,2970.000,1.000,15.000
2025-01-11 18:00:00+01:00,1452.000,1498.000,2116.000,2967.000,1.000,16.000
2025-01-11 19:00:00+01:00,1501.000,1489.000,2197.000,2966.000,1.000,19.000
2025-01-11 20:00:00+01:00,859.000,1480.000,1861.000,2968.000,0.000,14.000
2025-01-11 21:00:00+01:00,490.000,1472.000,1434.000,2968.000,0.000,13.000
2025-01-11 22:00:00+01:00,365.000,1464.000,1116.000,2970.000,0.000,17.000
2025-01-11 23:00:00+01:00,169.000,1457.000,546.000,2969.000,0.000,20.000
2025-01-12 00:00:00+01:00,82.000,1450.000,520.000,2971.000,0.000,21.000
2025-01-12 01:00:00+01:00,69.000,1443.000,312.000,2971.000,0.000,14.000
2025-01-12 02:00:00+01:00,61.000,1436.000,228.000,2972.000,0.000,13.000
2025-01-12 03:00:00+01:00,49.000,1430.000,148.000,2972.000,0.000,10.000
2025-01-12 04:00:00+01:00,64.000,1425.000,165.000,2972.000,0.000,9.000
2025-01-12 05:00:00+01:00,61.000,1420.000,303.000,2970.000,0.000,11.000
2025-01-12 06:00:00+01:00,76.000,1415.000,408.000,2970.000,0.000,12.000
2025-01-12 07:00:00+01:00,93.000,1411.000,607.000,2970.000,0.000,17.000
2025-01-12 08:00:00+01:00,236.000,1407.000,676.000,2971.000,25.000,20.000
2025-01-12 09:00:00+01:00,570.000,1404.000,770.000,2973.000,189.000,17.000
2025-01-12 10:00:00+01:00,100.000,1402.000,492.000,2971.000,462.000,14.000
2025-01-12 11:00:00+01:00,67.000,1400.000,345.000,2970.000,722.000,19.000
2025-01-12 12:00:00+01:00,44.000,1398.000,205.000,2969.000,854.000,21.000
2025-01-12 13:00:00+01:00,44.000,1398.000,293.000,2969.000,762.000,20.000
2025-01-12 14:00:00+01:00,86.000,1397.000,418.000,2968.000,542.000,20.000
2025-01-12 15:00:00+01:00,492.000,1398.000,894.000,2968.000,279.000,21.000
2025-01-12 16:00:00+01:00,1214.000,1399.000,1503.000,2966.000,59.000,20.000
2025-01-12 17:00:00+01:00,2137.000,1400.000,2324.000,2966.000,1.000,23.000
2025-01-12 18:00:00+01:00,3143.000,1402.000,2584.000,2966.000,1.000,19.000
2025-01-12 19:00:00+01:00,3088.000,1405.000,2746.000,2966.000,0.000,19.000
2025-01-12 20:00:00+01:00,1888.000,1407.000,2320.000,2967.000,0.000,15.000
2025-01-12 21:00:00+01:00,1547.000,1410.000,2023.000,2966.000,0.000,20.000
2025-01-12 22:00:00+01:00,579.000,1413.000,1137.000,2968.000,0.000,28.000
2025-01-12 23:00:00+01:00,333.000,1417.000,802.000,2968.000,0.000,32.000
2025-01-13 00:00:00+01:00,301.000,1421.000,670.000,2970.000,0.000,39.000
2025-01-13 01:00:00+01:00,208.000,1425.000,457.000,2970.000,0.000,40.000
2025-01-13 02:00:00+01:00,181.000,1429.000,307.000,2969.000,0.000,48.000
2025-01-13 03:00:00+01:00,188.000,1433.000,321.000,2969.000,0.000,47.000
2025-01-13 04:00:00+01:00,223.000,1437.000,401.000,2968.000,0.000,46.000
2025-01-13 05:00:00+01:00,437.000,1441.000,696.000,2966.000,0.000,49.000
2025-01-13 06:00:00+01:00,1328.000,1446.000,1806.000,2967.000,0.000,47.000
2025-01-13 07:00:00+01:00,3029.000,1450.000,2164.000,2965.000,0.000,43.000
2025-01-13 08:00:00+01:00,3633.000,1454.000,2672.000,2965.000,33.000,51.000
2025-01-13 09:00:00+01:00,3060.000,1458.000,2472.000,2965.000,243.000,52.000
2025-01-13 10:00:00+01:00,1840.000,1462.000,1952.000,2970.000,514.000,53.000
2025-01-13 11:00:00+01:00,972.000,1465.000,1484.000,2965.000,754.000,52.000
2025-01-13 12:00:00+01:00,551.000,1469.000,1159.000,2965.000,889.000,52.000
2025-01-13 13:00:00+01:00,538.000,1472.000,1282.000,2964.000,826.000,44.000
2025-01-13 14:00:00+01:00,764.000,1474.000,1459.000,2964.000,602.000,39.000
2025-01-13 15:00:00+01:00,1152.000,1477.000,1835.000,2963.000,314.000,45.000
2025-01-13 16:00:00+01:00,1425.000,1479.000,2174.000,2964.000,67.000,50.000
2025-01-13 17:00:00+01:00,2378.000,1481.000,2386.000,2966.000,1.000,54.000
2025-01-13 18:00:00+01:00,3314.000,1483.000,2489.000,2966.000,1.000,53.000
2025-01-13 19:00:00+01:00,3001.000,1485.000,2456.000,2964.000,0.000,53.000
2025-01-13 20:00:00+01:00,2295.000,1487.000,2401.000,2965.000,0.000,54.000
2025-01-13 21:00:00+01:00,1868.000,1488.000,2089.000,2967.000,0.000,54.000
2025-01-13 22:00:00+01:00,982.000,1489.000,1670.000,2967.000,0.000,52.000
2025-01-13 23:00:00+01:00,719.000,1490.000,1194.000,2969.000,0.000,52.000
2025-01-14 00:00:00+01:00,702.000,1491.000,1051.000,2969.000,0.000,53.000
2025-01-14 01:00:00+01:00,533.000,1492.000,703.000,2971.000,0.000,47.000
2025-01-14 02:00:00+01:00,517.000,1493.000,623.000,2969.000,0.000,40.000
2025-01-14 03:00:00+01:00,511.000,1493.000,582.000,2969.000,0.000,45.000
2025-01-14 04:00:00+01:00,530.000,1494.000,607.000,2970.000,0.000,49.000
2025-01-14 05:00:00+01:00,701.000,1495.000,1136.000,2966.000,0.000,50.000
