,Biomass,Energy storage,Fossil Gas,Fossil Oil,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Run-of-river and poundage,Nuclear,Other,Solar,Waste,Wind Offshore,Wind Offshore,Wind Onshore
,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Consumption,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Consumption,Actual Aggregated
timestamp_cec,,,,,,,,,,,,,,
2025-06-17 19:00:00+02:00,64.000,38.000,2216.000,0.000,359.000,,0.000,2379.000,629.000,1230.000,236.000,254.000,,141.000
2025-06-17 20:00:00+02:00,65.000,58.000,2479.000,0.000,414.000,,0.000,2381.000,673.000,570.000,240.000,326.000,,112.000
2025-06-17 21:00:00+02:00,65.000,56.000,2500.000,0.000,404.000,,0.000,2382.000,733.000,171.000,240.000,419.000,,124.000
2025-06-17 22:00:00+02:00,66.000,16.000,2397.000,0.000,388.000,,0.000,2384.000,729.000,0.000,240.000,408.000,,137.000
2025-06-17 23:00:00+02:00,67.000,1.000,2379.000,0.000,75.000,2.000,0.000,2386.000,694.000,0.000,240.000,396.000,,145.000
2025-06-18 00:00:00+02:00,68.000,9.000,1975.000,0.000,,6.000,0.000,2384.000,640.000,0.000,243.000,410.000,,130.000
2025-06-18 01:00:00+02:00,69.000,4.000,1599.000,0.000,,7.000,0.000,2384.000,624.000,0.000,243.000,336.000,,79.000
2025-06-18 02:00:00+02:00,68.000,24.000,1465.000,0.000,37.000,5.000,0.000,2384.000,579.000,0.000,244.000,238.000,,76.000
2025-06-18 03:00:00+02:00,68.000,1.000,1439.000,0.000,5.000,5.000,0.000,2384.000,555.000,0.000,238.000,263.000,,68.000
2025-06-18 04:00:00+02:00,68.000,5.000,1440.000,0.000,,7.000,0.000,2385.000,535.000,0.000,233.000,203.000,,79.000
2025-06-18 05:00:00+02:00,68.000,8.000,1446.000,0.000,,6.000,0.000,2386.000,537.000,12.000,230.000,109.000,,97.000
2025-06-18 06:00:00+02:00,69.000,8.000,1447.000,0.000,29.000,2.000,0.000,2386.000,639.000,313.000,223.000,11.000,5.000,91.000
2025-06-18 07:00:00+02:00,67.000,21.000,1429.000,0.000,,3.000,0.000,2388.000,686.000,1090.000,221.000,44.000,2.000,65.000
2025-06-18 08:00:00+02:00,67.000,20.000,1401.000,0.000,106.000,,0.000,2387.000,692.000,2101.000,223.000,213.000,,26.000
2025-06-18 09:00:00+02:00,67.000,37.000,1010.000,0.000,27.000,2.000,0.000,2386.000,631.000,3454.000,218.000,194.000,,16.000
2025-06-18 10:00:00+02:00,64.000,19.000,551.000,0.000,,199.000,0.000,2382.000,516.000,4781.000,203.000,158.000,,22.000
2025-06-18 11:00:00+02:00,63.000,22.000,534.000,0.000,,308.000,0.000,2380.000,474.000,5825.000,209.000,113.000,,33.000
2025-06-18 12:00:00+02:00,64.000,17.000,529.000,0.000,,401.000,0.000,2378.000,516.000,6612.000,212.000,19.000,1.000,41.000
2025-06-18 13:00:00+02:00,62.000,16.000,527.000,0.000,,399.000,0.000,2376.000,530.000,6772.000,211.000,1.000,1.000,54.000
2025-06-18 14:00:00+02:00,63.000,28.000,531.000,0.000,,397.000,0.000,2374.000,454.000,6410.000,214.000,11.000,,83.000
2025-06-18 15:00:00+02:00,64.000,9.000,527.000,0.000,,395.000,0.000,2373.000,429.000,5832.000,213.000,1.000,7.000,151.000
2025-06-18 16:00:00+02:00,69.000,7.000,585.000,0.000,,319.000,0.000,2372.000,423.000,5086.000,218.000,,24.000,226.000
2025-06-18 17:00:00+02:00,72.000,7.000,842.000,0.000,,7.000,0.000,2372.000,495.000,4067.000,226.000,,28.000,271.000
2025-06-18 18:00:00+02:00,69.000,29.000,1388.000,0.000,,7.000,0.000,2371.000,604.000,2793.000,230.000,,28.000,302.000
2025-06-18 19:00:00+02:00,71.000,64.000,1955.000,0.000,348.000,,0.000,2376.000,667.000,1625.000,228.000,,29.000,342.000
2025-06-18 20:00:00+02:00,70.000,75.000,2286.000,0.000,589.000,,0.000,2381.000,715.000,683.000,232.000,,27.000,364.000
2025-06-18 21:00:00+02:00,69.000,29.000,2328.000,0.000,576.000,,0.000,2385.000,746.000,126.000,233.000,,22.000,330.000
2025-06-18 22:00:00+02:00,67.000,34.000,2350.000,0.000,573.000,,0.000,2386.000,722.000,0.000,234.000,,25.000,297.000
2025-06-18 23:00:00+02:00,68.000,14.000,2349.000,0.000,117.000,,0.000,2384.000,683.000,0.000,230.000,,25.000,311.000
2025-06-19 00:00:00+02:00,68.000,10.000,2239.000,0.000,,9.000,0.000,2381.000,605.000,0.000,231.000,,28.000,274.000
2025-06-19 01:00:00+02:00,68.000,21.000,2184.000,0.000,,10.000,0.000,2380.000,586.000,0.000,233.000,,28.000,220.000
2025-06-19 02:00:00+02:00,69.000,27.000,1869.000,0.000,,10.000,0.000,2379.000,556.000,0.000,234.000,,29.000,200.000
2025-06-19 03:00:00+02:00,68.000,1.000,1829.000,0.000,,10.000,0.000,2379.000,556.000,0.000,236.000,,30.000,218.000
2025-06-19 04:00:00+02:00,71.000,44.000,1834.000,0.000,,10.000,0.000,2380.000,536.000,0.000,235.000,,27.000,236.000
2025-06-19 05:00:00+02:00,70.000,6.000,1844.000,0.000,,10.000,0.000,2381.000,532.000,17.000,237.000,,20.000,246.000
2025-06-19 06:00:00+02:00,70.000,39.000,1828.000,0.000,,8.000,0.000,2384.000,662.000,356.000,235.000,,12.000,224.000
2025-06-19 07:00:00+02:00,68.000,20.000,1806.000,0.000,49.000,1.000,0.000,2384.000,716.000,1180.000,236.000,13.000,,161.000
2025-06-19 08:00:00+02:00,67.000,42.000,1103.000,0.000,26.000,,0.000,2383.000,695.000,2313.000,234.000,27.000,,70.000
2025-06-19 09:00:00+02:00,68.000,12.000,618.000,0.000,69.000,1.000,0.000,2384.000,672.000,3704.000,230.000,25.000,,131.000
2025-06-19 10:00:00+02:00,65.000,9.000,738.000,0.000,47.000,3.000,0.000,2384.000,523.000,5110.000,227.000,2.000,3.000,180.000
2025-06-19 11:00:00+02:00,65.000,5.000,843.000,0.000,,306.000,0.000,2378.000,459.000,6139.000,220.000,,12.000,177.000
2025-06-19 12:00:00+02:00,64.000,1.000,747.000,0.000,,595.000,0.000,2376.000,487.000,6853.000,212.000,,18.000,176.000
2025-06-19 13:00:00+02:00,63.000,0.000,793.000,0.000,,603.000,0.000,2374.000,527.000,7034.000,211.000,4.000,8.000,181.000
2025-06-19 14:00:00+02:00,63.000,8.000,848.000,0.000,,599.000,0.000,2373.000,451.000,6706.000,211.000,20.000,,213.000
2025-06-19 15:00:00+02:00,64.000,14.000,871.000,0.000,,591.000,0.000,2374.000,422.000,6075.000,214.000,88.000,,242.000
2025-06-19 16:00:00+02:00,67.000,48.000,882.000,0.000,,395.000,0.000,2374.000,433.000,5197.000,232.000,159.000,,273.000
2025-06-19 17:00:00+02:00,69.000,53.000,804.000,0.000,,77.000,0.000,2372.000,511.000,4021.000,241.000,116.000,,328.000
2025-06-19 18:00:00+02:00,71.000,40.000,1421.000,0.000,,0.000,0.000,2371.000,596.000,2729.000,242.000,168.000,,360.000
2025-06-19 19:00:00+02:00,71.000,20.000,2288.000,0.000,76.000,0.000,0.000,2368.000,653.000,1592.000,238.000,188.000,,358.000
2025-06-19 20:00:00+02:00,72.000,29.000,2540.000,0.000,569.000,,0.000,2370.000,720.000,653.000,238.000,224.000,,322.000
2025-06-19 21:00:00+02:00,70.000,75.000,2782.000,0.000,607.000,,0.000,2372.000,756.000,120.000,246.000,264.000,,340.000
2025-06-19 22:00:00+02:00,72.000,9.000,2810.000,0.000,575.000,,0.000,2373.000,726.000,0.000,243.000,330.000,,465.000
2025-06-19 23:00:00+02:00,70.000,6.000,2482.000,0.000,350.000,,0.000,2374.000,692.000,0.000,241.000,310.000,,582.000
2025-06-20 00:00:00+02:00,70.000,25.000,2375.000,0.000,56.000,2.000,0.000,2377.000,595.000,0.000,241.000,282.000,,613.000
2025-06-20 01:00:00+02:00,71.000,6.000,2385.000,0.000,,8.000,0.000,2379.000,548.000,0.000,241.000,238.000,,531.000
2025-06-20 02:00:00+02:00,71.000,0.000,2394.000,0.000,,16.000,0.000,2380.000,519.000,0.000,246.000,282.000,,453.000
2025-06-20 03:00:00+02:00,72.000,10.000,2328.000,0.000,,128.000,0.000,2380.000,529.000,0.000,247.000,272.000,,490.000
2025-06-20 04:00:00+02:00,73.000,2.000,2423.000,0.000,,10.000,0.000,2381.000,524.000,0.000,245.000,221.000,,542.000
2025-06-20 05:00:00+02:00,73.000,8.000,2422.000,0.000,,10.000,0.000,2381.000,568.000,18.000,245.000,203.000,,530.000
2025-06-20 06:00:00+02:00,70.000,22.000,2420.000,0.000,,7.000,0.000,2384.000,665.000,355.000,251.000,157.000,,444.000
2025-06-20 07:00:00+02:00,71.000,3.000,2392.000,0.000,,4.000,0.000,2383.000,711.000,1196.000,245.000,92.000,,257.000
2025-06-20 08:00:00+02:00,70.000,13.000,1610.000,0.000,,4.000,0.000,2378.000,686.000,2341.000,232.000,66.000,,97.000
2025-06-20 09:00:00+02:00,71.000,7.000,790.000,0.000,,4.000,0.000,2375.000,656.000,3760.000,226.000,30.000,,123.000
2025-06-20 10:00:00+02:00,66.000,4.000,671.000,0.000,,6.000,0.000,2378.000,511.000,5177.000,206.000,0.000,4.000,313.000
2025-06-20 11:00:00+02:00,62.000,2.000,656.000,0.000,,231.000,0.000,2379.000,451.000,6186.000,204.000,4.000,,262.000
2025-06-20 12:00:00+02:00,66.000,1.000,662.000,0.000,,605.000,0.000,2376.000,468.000,6876.000,205.000,21.000,,223.000
2025-06-20 13:00:00+02:00,66.000,1.000,646.000,0.000,,601.000,0.000,2372.000,471.000,7103.000,207.000,75.000,,232.000
2025-06-20 14:00:00+02:00,67.000,1.000,670.000,0.000,,597.000,0.000,2370.000,454.000,6814.000,204.000,203.000,,268.000
2025-06-20 15:00:00+02:00,65.000,1.000,668.000,0.000,,593.000,0.000,2368.000,438.000,6069.000,203.000,337.000,,334.000
2025-06-20 16:00:00+02:00,65.000,26.000,685.000,0.000,,270.000,0.000,2367.000,453.000,5200.000,201.000,326.000,,394.000
2025-06-20 17:00:00+02:00,69.000,28.000,1011.000,0.000,,9.000,0.000,2367.000,507.000,3815.000,197.000,340.000,,471.000
2025-06-20 18:00:00+02:00,67.000,30.000,1884.000,0.000,35.000,7.000,0.000,2367.000,600.000,2484.000,198.000,323.000,,460.000
2025-06-20 19:00:00+02:00,68.000,36.000,2649.000,0.000,540.000,,0.000,2367.000,667.000,1570.000,199.000,291.000,,374.000
2025-06-20 20:00:00+02:00,68.000,12.000,2692.000,0.000,543.000,,0.000,2370.000,730.000,691.000,200.000,346.000,,354.000
2025-06-20 21:00:00+02:00,68.000,10.000,2709.000,0.000,557.000,,0.000,2369.000,760.000,133.000,202.000,264.000,,448.000
2025-06-20 22:00:00+02:00,68.000,20.000,2723.000,0.000,563.000,,0.000,2372.000,744.000,0.000,208.000,293.000,,594.000
2025-06-20 23:00:00+02:00,68.000,21.000,2760.000,0.000,19.000,5.000,0.000,2374.000,695.000,0.000,204.000,291.000,,689.000
2025-06-21 00:00:00+02:00,68.000,11.000,2254.000,0.000,,10.000,0.000,2374.000,655.000,0.000,200.000,359.000,,689.000
2025-06-21 01:00:00+02:00,68.000,9.000,1977.000,0.000,,10.000,0.000,2375.000,580.000,0.000,206.000,380.000,,650.000
2025-06-21 02:00:00+02:00,67.000,7.000,1902.000,0.000,,10.000,3.000,2377.000,594.000,0.000,210.000,404.000,,660.000
2025-06-21 03:00:00+02:00,69.000,2.000,1707.000,0.000,,10.000,4.000,2377.000,642.000,0.000,215.000,331.000,,633.000
2025-06-21 04:00:00+02:00,70.000,9.000,1539.000,0.000,,10.000,4.000,2379.000,632.000,0.000,214.000,364.000,,567.000
2025-06-21 05:00:00+02:00,72.000,23.000,1228.000,0.000,64.000,2.000,4.000,2381.000,639.000,17.000,217.000,258.000,,444.000
2025-06-21 06:00:00+02:00,70.000,8.000,1129.000,0.000,41.000,3.000,4.000,2381.000,724.000,346.000,215.000,265.000,,383.000
2025-06-21 07:00:00+02:00,69.000,7.000,827.000,0.000,,7.000,4.000,2381.000,733.000,1180.000,215.000,199.000,,319.000
2025-06-21 08:00:00+02:00,70.000,8.000,789.000,0.000,,7.000,4.000,2379.000,727.000,2316.000,215.000,96.000,,148.000
2025-06-21 09:00:00+02:00,70.000,5.000,747.000,0.000,,9.000,4.000,2377.000,642.000,3695.000,213.000,77.000,,42.000
2025-06-21 10:00:00+02:00,66.000,8.000,734.000,0.000,,171.000,4.000,2371.000,574.000,5073.000,203.000,25.000,,21.000
2025-06-21 11:00:00+02:00,67.000,19.000,706.000,0.000,,512.000,4.000,2373.000,567.000,6100.000,200.000,2.000,5.000,52.000
2025-06-21 12:00:00+02:00,66.000,8.000,672.000,0.000,,604.000,4.000,2370.000,553.000,6869.000,193.000,,11.000,91.000
2025-06-21 13:00:00+02:00,67.000,0.000,668.000,0.000,,600.000,4.000,2367.000,543.000,7166.000,185.000,,25.000,91.000
2025-06-21 14:00:00+02:00,66.000,4.000,673.000,0.000,,595.000,0.000,2362.000,492.000,7045.000,187.000,,21.000,79.000
2025-06-21 15:00:00+02:00,66.000,6.000,668.000,0.000,,501.000,0.000,2359.000,434.000,6446.000,182.000,,26.000,62.000
2025-06-21 16:00:00+02:00,68.000,26.000,670.000,0.000,,93.000,0.000,2356.000,455.000,5514.000,194.000,,24.000,49.000
2025-06-21 17:00:00+02:00,69.000,40.000,752.000,0.000,,10.000,0.000,2356.000,520.000,4240.000,204.000,,20.000,36.000
2025-06-21 18:00:00+02:00,69.000,42.000,1172.000,0.000,38.000,4.000,0.000,2355.000,672.000,2819.000,206.000,1.000,11.000,25.000
2025-06-21 19:00:00+02:00,69.000,22.000,1997.000,0.000,372.000,,0.000,2353.000,741.000,1626.000,206.000,35.000,,23.000
2025-06-21 20:00:00+02:00,69.000,28.000,2285.000,0.000,607.000,,0.000,2353.000,744.000,625.000,209.000,235.000,,29.000
2025-06-21 21:00:00+02:00,71.000,21.000,2375.000,0.000,609.000,,0.000,2352.000,746.000,106.000,209.000,336.000,,78.000
2025-06-21 22:00:00+02:00,70.000,34.000,2347.000,0.000,445.000,,0.000,2354.000,768.000,0.000,208.000,293.000,,213.000
2025-06-21 23:00:00+02:00,70.000,2.000,1999.000,0.000,169.000,,0.000,2358.000,669.000,0.000,211.000,218.000,,472.000
2025-06-22 00:00:00+02:00,70.000,2.000,1190.000,0.000,43.000,4.000,0.000,2359.000,528.000,0.000,214.000,193.000,,679.000
2025-06-22 01:00:00+02:00,71.000,0.000,1093.000,0.000,,10.000,0.000,2359.000,465.000,0.000,220.000,412.000,,960.000
2025-06-22 02:00:00+02:00,70.000,0.000,820.000,0.000,,132.000,3.000,2359.000,455.000,0.000,221.000,854.000,,1053.000
2025-06-22 03:00:00+02:00,69.000,0.000,720.000,0.000,,176.000,4.000,2359.000,511.000,0.000,215.000,1318.000,,1080.000
2025-06-22 04:00:00+02:00,69.000,9.000,696.000,0.000,,192.000,4.000,2359.000,496.000,0.000,221.000,1635.000,,1030.000
2025-06-22 05:00:00+02:00,70.000,9.000,697.000,0.000,,18.000,4.000,2361.000,491.000,22.000,224.000,1791.000,,1035.000
2025-06-22 06:00:00+02:00,70.000,13.000,700.000,0.000,190.000,,4.000,2362.000,514.000,355.000,222.000,1860.000,,1036.000
2025-06-22 07:00:00+02:00,69.000,9.000,688.000,0.000,181.000,2.000,4.000,2362.000,544.000,1150.000,224.000,1480.000,,806.000
2025-06-22 08:00:00+02:00,67.000,11.000,665.000,0.000,,10.000,4.000,2360.000,547.000,2149.000,220.000,1354.000,,489.000
2025-06-22 09:00:00+02:00,64.000,16.000,666.000,0.000,,10.000,4.000,2358.000,532.000,2971.000,218.000,899.000,,390.000
2025-06-22 10:00:00+02:00,65.000,17.000,650.000,0.000,45.000,30.000,4.000,2359.000,504.000,3428.000,200.000,476.000,,335.000
2025-06-22 11:00:00+02:00,64.000,4.000,665.000,0.000,,453.000,4.000,2363.000,458.000,3931.000,194.000,559.000,,274.000
2025-06-22 12:00:00+02:00,64.000,16.000,630.000,0.000,,481.000,4.000,2368.000,453.000,3755.000,189.000,587.000,,237.000
2025-06-22 13:00:00+02:00,65.000,17.000,649.000,0.000,,281.000,4.000,2362.000,499.000,3423.000,185.000,789.000,,264.000
2025-06-22 14:00:00+02:00,64.000,1.000,676.000,0.000,,506.000,0.000,2355.000,471.000,4017.000,186.000,951.000,,446.000
2025-06-22 15:00:00+02:00,64.000,1.000,629.000,0.000,,597.000,0.000,2352.000,454.000,5035.000,185.000,1387.000,,504.000
2025-06-22 16:00:00+02:00,64.000,14.000,667.000,0.000,,495.000,0.000,2354.000,461.000,4755.000,190.000,1631.000,,567.000
2025-06-22 17:00:00+02:00,66.000,13.000,668.000,0.000,,265.000,0.000,2359.000,459.000,3742.000,206.000,2053.000,,667.000
2025-06-22 18:00:00+02:00,68.000,19.000,683.000,0.000,,34.000,0.000,2356.000,498.000,2596.000,205.000,2129.000,,872.000
2025-06-22 19:00:00+02:00,68.000,17.000,707.000,0.000,1.000,7.000,0.000,2357.000,599.000,1398.000,204.000,2143.000,,1136.000
2025-06-22 20:00:00+02:00,69.000,13.000,743.000,0.000,599.000,,0.000,2360.000,634.000,553.000,208.000,2137.000,,1008.000
2025-06-22 21:00:00+02:00,69.000,7.000,752.000,0.000,610.000,,0.000,2363.000,670.000,103.000,211.000,2131.000,,940.000
2025-06-22 22:00:00+02:00,70.000,17.000,757.000,0.000,549.000,,0.000,2365.000,694.000,0.000,212.000,2120.000,,727.000
2025-06-22 23:00:00+02:00,70.000,4.000,754.000,0.000,486.000,,0.000,2369.000,637.000,0.000,211.000,2122.000,,668.000
2025-06-23 00:00:00+02:00,69.000,27.000,721.000,0.000,2.000,2.000,0.000,2364.000,578.000,0.000,210.000,2132.000,,732.000
2025-06-23 01:00:00+02:00,69.000,34.000,719.000,0.000,,5.000,0.000,2364.000,553.000,0.000,211.000,2133.000,,774.000
2025-06-23 02:00:00+02:00,64.000,7.000,718.000,0.000,,559.000,0.000,2371.000,545.000,0.000,211.000,2132.000,,897.000
2025-06-23 03:00:00+02:00,66.000,10.000,702.000,0.000,,605.000,0.000,2367.000,529.000,0.000,207.000,2116.000,,978.000
2025-06-23 04:00:00+02:00,66.000,5.000,700.000,0.000,,225.000,0.000,2367.000,503.000,0.000,212.000,2123.000,,1040.000
2025-06-23 05:00:00+02:00,66.000,16.000,697.000,0.000,,6.000,0.000,2369.000,541.000,9.000,211.000,2118.000,,1132.000
2025-06-23 06:00:00+02:00,67.000,0.000,704.000,0.000,193.000,,0.000,2369.000,638.000,234.000,207.000,2116.000,,1160.000
2025-06-23 07:00:00+02:00,68.000,2.000,712.000,0.000,544.000,,0.000,2367.000,704.000,584.000,208.000,2107.000,,1240.000
2025-06-23 08:00:00+02:00,67.000,29.000,703.000,0.000,428.000,,0.000,2366.000,691.000,926.000,209.000,2072.000,,1351.000
2025-06-23 09:00:00+02:00,67.000,10.000,687.000,0.000,23.000,3.000,0.000,2366.000,667.000,1596.000,205.000,1945.000,,1455.000
2025-06-23 10:00:00+02:00,65.000,2.000,675.000,0.000,,6.000,0.000,2364.000,517.000,2608.000,199.000,1342.000,,1461.000
2025-06-23 11:00:00+02:00,64.000,4.000,674.000,0.000,,7.000,0.000,2367.000,450.000,3732.000,178.000,1261.000,,1491.000
2025-06-23 12:00:00+02:00,62.000,1.000,703.000,0.000,,339.000,0.000,2373.000,430.000,4710.000,178.000,870.000,,1524.000
2025-06-23 13:00:00+02:00,61.000,1.000,674.000,0.000,,556.000,0.000,2374.000,432.000,5161.000,176.000,1050.000,,1429.000
2025-06-23 14:00:00+02:00,61.000,7.000,672.000,0.000,,604.000,0.000,2375.000,431.000,5311.000,173.000,957.000,,1365.000
2025-06-23 15:00:00+02:00,61.000,2.000,541.000,0.000,,600.000,0.000,2377.000,426.000,5221.000,175.000,760.000,,1255.000
2025-06-23 16:00:00+02:00,59.000,14.000,525.000,0.000,,593.000,0.000,2379.000,441.000,4617.000,170.000,710.000,,1236.000
2025-06-23 17:00:00+02:00,60.000,25.000,526.000,0.000,,287.000,0.000,2365.000,476.000,3543.000,187.000,767.000,,1198.000
2025-06-23 18:00:00+02:00,61.000,6.000,608.000,0.000,,10.000,0.000,2365.000,542.000,2305.000,204.000,1389.000,,1122.000
2025-06-23 19:00:00+02:00,60.000,15.000,668.000,0.000,,8.000,0.000,2365.000,602.000,1413.000,205.000,1589.000,,957.000
2025-06-23 20:00:00+02:00,61.000,5.000,749.000,0.000,580.000,,0.000,2364.000,676.000,607.000,201.000,1779.000,,707.000
2025-06-23 21:00:00+02:00,59.000,5.000,763.000,0.000,573.000,,0.000,2365.000,715.000,117.000,206.000,1783.000,,608.000
2025-06-23 22:00:00+02:00,57.000,14.000,760.000,0.000,547.000,,0.000,2366.000,696.000,0.000,205.000,1599.000,,630.000
2025-06-23 23:00:00+02:00,56.000,8.000,763.000,0.000,286.000,,0.000,2367.000,641.000,0.000,202.000,1568.000,,724.000
2025-06-24 00:00:00+02:00,57.000,5.000,720.000,0.000,1.000,0.000,0.000,2371.000,538.000,0.000,203.000,1619.000,,775.000
2025-06-24 01:00:00+02:00,59.000,6.000,697.000,0.000,,6.000,0.000,2374.000,528.000,0.000,203.000,1543.000,,738.000
2025-06-24 02:00:00+02:00,55.000,5.000,696.000,0.000,,10.000,0.000,2376.000,489.000,0.000,196.000,1464.000,,821.000
2025-06-24 03:00:00+02:00,50.000,15.000,693.000,0.000,,127.000,0.000,2377.000,462.000,0.000,175.000,1174.000,,885.000
2025-06-24 04:00:00+02:00,48.000,40.000,717.000,0.000,,323.000,0.000,2377.000,447.000,0.000,184.000,874.000,,847.000
2025-06-24 05:00:00+02:00,47.000,1.000,722.000,0.000,,210.000,0.000,2377.000,477.000,14.000,187.000,977.000,,877.000
2025-06-24 06:00:00+02:00,47.000,1.000,721.000,0.000,29.000,35.000,0.000,2376.000,587.000,344.000,190.000,790.000,,813.000
2025-06-24 07:00:00+02:00,47.000,3.000,712.000,0.000,417.000,,0.000,2377.000,656.000,1140.000,195.000,979.000,,687.000
2025-06-24 08:00:00+02:00,44.000,28.000,738.000,0.000,64.000,3.000,0.000,2375.000,669.000,2108.000,190.000,860.000,,661.000
2025-06-24 09:00:00+02:00,43.000,31.000,693.000,0.000,,8.000,0.000,2369.000,613.000,3086.000,195.000,1218.000,,866.000
2025-06-24 10:00:00+02:00,42.000,24.000,673.000,23.000,,19.000,0.000,2368.000,494.000,3540.000,194.000,1697.000,,857.000
2025-06-24 11:00:00+02:00,43.000,39.000,672.000,6.000,,600.000,0.000,2367.000,445.000,3365.000,186.000,2089.000,,984.000
2025-06-24 12:00:00+02:00,44.000,51.000,657.000,0.000,,604.000,0.000,2366.000,427.000,2964.000,168.000,2153.000,,1043.000
2025-06-24 13:00:00+02:00,45.000,36.000,663.000,0.000,,600.000,0.000,2364.000,421.000,2641.000,168.000,2154.000,,1047.000
2025-06-24 14:00:00+02:00,45.000,13.000,652.000,0.000,,206.000,0.000,2363.000,418.000,2749.000,168.000,2149.000,,1048.000
2025-06-24 15:00:00+02:00,46.000,4.000,621.000,0.000,,396.000,0.000,2361.000,414.000,2777.000,159.000,2150.000,,1247.000
2025-06-24 16:00:00+02:00,46.000,3.000,616.000,0.000,,491.000,0.000,2358.000,429.000,3430.000,180.000,1958.000,,1261.000
2025-06-24 17:00:00+02:00,45.000,4.000,621.000,0.000,,76.000,0.000,2356.000,477.000,3322.000,180.000,1770.000,,1142.000
2025-06-24 18:00:00+02:00,46.000,26.000,652.000,0.000,,6.000,0.000,2354.000,533.000,2399.000,182.000,1923.000,,1152.000
2025-06-24 19:00:00+02:00,46.000,53.000,666.000,0.000,,5.000,0.000,2356.000,561.000,1182.000,177.000,1998.000,,1199.000
2025-06-24 20:00:00+02:00,45.000,44.000,692.000,0.000,583.000,,0.000,2351.000,633.000,505.000,175.000,2140.000,,1093.000
2025-06-24 21:00:00+02:00,46.000,5.000,702.000,0.000,613.000,,0.000,2349.000,656.000,120.000,171.000,2141.000,,989.000
2025-06-24 22:00:00+02:00,47.000,31.000,706.000,0.000,602.000,,0.000,2352.000,637.000,0.000,173.000,2115.000,,917.000
2025-06-24 23:00:00+02:00,48.000,20.000,715.000,0.000,174.000,,0.000,2355.000,582.000,0.000,177.000,2042.000,,861.000
2025-06-25 00:00:00+02:00,48.000,68.000,724.000,0.000,86.000,,0.000,2355.000,490.000,0.000,172.000,1821.000,,709.000
2025-06-25 01:00:00+02:00,48.000,9.000,715.000,0.000,,70.000,0.000,2358.000,486.000,0.000,173.000,1450.000,,633.000
2025-06-25 02:00:00+02:00,48.000,0.000,717.000,0.000,,390.000,0.000,2361.000,439.000,0.000,172.000,1568.000,,710.000
2025-06-25 03:00:00+02:00,47.000,0.000,699.000,0.000,,454.000,0.000,2363.000,399.000,0.000,173.000,1474.000,,602.000
2025-06-25 04:00:00+02:00,48.000,1.000,736.000,0.000,0.000,32.000,0.000,2365.000,416.000,0.000,177.000,940.000,,525.000
2025-06-25 05:00:00+02:00,48.000,27.000,753.000,0.000,124.000,,0.000,2366.000,428.000,13.000,182.000,502.000,,422.000
2025-06-25 06:00:00+02:00,47.000,5.000,758.000,0.000,199.000,,0.000,2367.000,536.000,325.000,176.000,469.000,,297.000
2025-06-25 07:00:00+02:00,46.000,22.000,767.000,0.000,536.000,,0.000,2365.000,600.000,1061.000,174.000,458.000,,189.000
2025-06-25 08:00:00+02:00,46.000,17.000,741.000,0.000,145.000,0.000,0.000,2362.000,611.000,2122.000,179.000,283.000,,110.000
2025-06-25 09:00:00+02:00,46.000,23.000,735.000,0.000,,149.000,0.000,2359.000,558.000,3324.000,176.000,291.000,,109.000
2025-06-25 10:00:00+02:00,47.000,16.000,726.000,0.000,,402.000,0.000,2357.000,466.000,4690.000,177.000,301.000,,155.000
2025-06-25 11:00:00+02:00,45.000,27.000,739.000,0.000,,404.000,0.000,2356.000,445.000,5728.000,176.000,186.000,,159.000
2025-06-25 12:00:00+02:00,48.000,91.000,761.000,0.000,,184.000,0.000,2347.000,434.000,5187.000,175.000,129.000,,170.000
2025-06-25 13:00:00+02:00,46.000,64.000,1123.000,0.000,53.000,3.000,0.000,2343.000,450.000,4118.000,175.000,30.000,,132.000
2025-06-25 14:00:00+02:00,45.000,30.000,1027.000,0.000,8.000,285.000,0.000,2344.000,431.000,4664.000,163.000,,25.000,112.000
2025-06-25 15:00:00+02:00,44.000,11.000,853.000,0.000,,401.000,0.000,2340.000,411.000,4786.000,156.000,,29.000,112.000
2025-06-25 16:00:00+02:00,47.000,21.000,1084.000,0.000,,399.000,0.000,2338.000,413.000,4076.000,161.000,,29.000,100.000
2025-06-25 17:00:00+02:00,49.000,15.000,1844.000,0.000,,337.000,0.000,2337.000,442.000,3519.000,162.000,,29.000,94.000
2025-06-25 18:00:00+02:00,50.000,24.000,2310.000,0.000,,395.000,0.000,2350.000,479.000,2566.000,162.000,,29.000,64.000
2025-06-25 19:00:00+02:00,48.000,37.000,2892.000,0.000,82.000,,0.000,2357.000,522.000,1542.000,162.000,,29.000,41.000
2025-06-25 20:00:00+02:00,48.000,63.000,3344.000,0.000,604.000,,0.000,2355.000,631.000,639.000,161.000,,23.000,46.000
2025-06-25 21:00:00+02:00,47.000,41.000,3497.000,0.000,610.000,,0.000,2366.000,633.000,118.000,157.000,0.000,9.000,81.000
2025-06-25 22:00:00+02:00,49.000,1.000,3603.000,23.000,589.000,,0.000,2367.000,615.000,0.000,171.000,22.000,,206.000
