timestamp_cec,Biomass,Fossil Brown coal/Lignite,Fossil Coal-derived gas,Fossil Gas,Fossil Hard coal,Fossil Oil,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Solar,Wind Onshore
2023-01-02 17:00:00+01:00,249.000,4205.000,43.000,1591.000,7239.000,294.000,746.000,275.000,57.000,0.000,6217.000
2023-01-02 18:00:00+01:00,249.000,4174.000,43.000,1433.000,6936.000,292.000,627.000,274.000,57.000,0.000,6492.000
2023-01-02 19:00:00+01:00,249.000,4118.000,44.000,1427.000,6745.000,292.000,576.000,273.000,57.000,0.000,6544.000
2023-01-02 20:00:00+01:00,241.000,4036.000,44.000,1429.000,6618.000,290.000,356.000,273.000,7.000,0.000,6465.000
2023-01-02 21:00:00+01:00,249.000,3776.000,44.000,1437.000,6647.000,287.000,53.000,243.000,0.000,0.000,6230.000
2023-01-02 22:00:00+01:00,243.000,2798.000,47.000,1380.000,6314.000,285.000,0.000,230.000,0.000,0.000,6040.000
2023-01-02 23:00:00+01:00,241.000,2730.000,50.000,1365.000,6347.000,286.000,0.000,222.000,0.000,0.000,5700.000
2023-01-03 00:00:00+01:00,244.000,3063.000,52.000,1234.000,6367.000,285.000,0.000,213.000,0.000,0.000,5690.000
2023-01-03 01:00:00+01:00,243.000,3352.000,52.000,1212.000,6420.000,287.000,0.000,212.000,0.000,0.000,5630.000
2023-01-03 02:00:00+01:00,242.000,3314.000,52.000,1218.000,6322.000,288.000,0.000,212.000,0.000,0.000,5492.000
2023-01-03 03:00:00+01:00,241.000,3029.000,52.000,1216.000,6262.000,283.000,0.000,212.000,0.000,0.000,5513.000
2023-01-03 04:00:00+01:00,242.000,3333.000,52.000,1215.000,6474.000,285.000,0.000,211.000,0.000,0.000,5673.000
2023-01-03 05:00:00+01:00,243.000,3445.000,53.000,1219.000,6600.000,288.000,0.000,211.000,0.000,0.000,5502.000
2023-01-03 06:00:00+01:00,243.000,3955.000,53.000,1236.000,6807.000,289.000,0.000,211.000,0.000,0.000,5436.000
2023-01-03 07:00:00+01:00,250.000,4718.000,53.000,1408.000,7567.000,288.000,0.000,212.000,0.000,9.000,5493.000
2023-01-03 08:00:00+01:00,250.000,4951.000,53.000,1334.000,7587.000,279.000,0.000,230.000,0.000,287.000,5326.000
2023-01-03 09:00:00+01:00,250.000,4954.000,54.000,1397.000,7255.000,272.000,0.000,235.000,0.000,1157.000,5436.000
2023-01-03 10:00:00+01:00,249.000,4713.000,53.000,1503.000,6966.000,277.000,105.000,237.000,0.000,2021.000,5416.000
2023-01-03 11:00:00+01:00,250.000,4597.000,49.000,1516.000,6954.000,280.000,68.000,238.000,0.000,2329.000,5422.000
2023-01-03 12:00:00+01:00,249.000,4609.000,48.000,1563.000,7022.000,287.000,8.000,246.000,0.000,2157.000,5241.000
2023-01-03 13:00:00+01:00,250.000,4802.000,48.000,1578.000,7174.000,282.000,0.000,246.000,0.000,1647.000,4892.000
2023-01-03 14:00:00+01:00,250.000,5470.000,48.000,1607.000,7347.000,285.000,0.000,260.000,0.000,792.000,4493.000
2023-01-03 15:00:00+01:00,249.000,6012.000,47.000,1700.000,7925.000,286.000,95.000,260.000,0.000,168.000,3983.000
2023-01-03 16:00:00+01:00,248.000,6116.000,48.000,1835.000,8312.000,284.000,682.000,263.000,50.000,8.000,3721.000
2023-01-03 17:00:00+01:00,249.000,6115.000,48.000,1826.000,8325.000,286.000,1036.000,276.000,57.000,0.000,3571.000
2023-01-03 18:00:00+01:00,250.000,6079.000,46.000,1751.000,8477.000,290.000,697.000,281.000,57.000,0.000,3497.000
2023-01-03 19:00:00+01:00,250.000,6089.000,44.000,1723.000,8443.000,290.000,341.000,274.000,57.000,0.000,3274.000
2023-01-03 20:00:00+01:00,250.000,6088.000,46.000,1659.000,7923.000,287.000,111.000,270.000,57.000,0.000,2919.000
2023-01-03 21:00:00+01:00,249.000,5734.000,47.000,1648.000,7422.000,289.000,6.000,252.000,7.000,0.000,2826.000
2023-01-03 22:00:00+01:00,244.000,4973.000,51.000,1518.000,7127.000,297.000,0.000,217.000,0.000,0.000,2539.000
2023-01-03 23:00:00+01:00,242.000,4271.000,54.000,1502.000,6977.000,294.000,1.000,214.000,0.000,0.000,2456.000
2023-01-04 00:00:00+01:00,243.000,4062.000,50.000,1456.000,7059.000,290.000,50.000,206.000,0.000,0.000,2275.000
2023-01-04 01:00:00+01:00,242.000,3770.000,50.000,1483.000,7008.000,291.000,10.000,201.000,0.000,0.000,2123.000
2023-01-04 02:00:00+01:00,188.000,3520.000,51.000,1569.000,6964.000,293.000,0.000,199.000,0.000,0.000,2155.000
2023-01-04 03:00:00+01:00,182.000,3445.000,51.000,1594.000,6997.000,291.000,0.000,199.000,0.000,0.000,2238.000
2023-01-04 04:00:00+01:00,206.000,3506.000,52.000,1589.000,7018.000,290.000,0.000,199.000,0.000,0.000,2763.000
2023-01-04 05:00:00+01:00,244.000,3607.000,51.000,1589.000,6991.000,291.000,0.000,199.000,0.000,0.000,3143.000
2023-01-04 06:00:00+01:00,242.000,4732.000,49.000,1618.000,7368.000,294.000,203.000,200.000,50.000,0.000,3655.000
2023-01-04 07:00:00+01:00,250.000,4931.000,50.000,1651.000,8162.000,292.000,827.000,200.000,57.000,12.000,4379.000
2023-01-04 08:00:00+01:00,250.000,4846.000,49.000,1607.000,8129.000,295.000,517.000,230.000,57.000,413.000,5127.000
2023-01-04 09:00:00+01:00,251.000,4357.000,49.000,1575.000,7830.000,297.000,179.000,243.000,57.000,1390.000,5435.000
2023-01-04 10:00:00+01:00,248.000,3693.000,46.000,1549.000,7540.000,299.000,164.000,241.000,57.000,1990.000,5676.000
2023-01-04 11:00:00+01:00,249.000,3943.000,46.000,1567.000,7041.000,293.000,152.000,235.000,7.000,1996.000,5836.000
2023-01-04 12:00:00+01:00,249.000,4471.000,46.000,1499.000,6992.000,285.000,152.000,239.000,0.000,1613.000,6283.000
2023-01-04 13:00:00+01:00,249.000,4595.000,45.000,1502.000,7127.000,285.000,132.000,237.000,0.000,875.000,6634.000
2023-01-04 14:00:00+01:00,249.000,4650.000,45.000,1522.000,7202.000,276.000,46.000,229.000,0.000,387.000,6868.000
2023-01-04 15:00:00+01:00,249.000,4715.000,46.000,1512.000,7173.000,273.000,132.000,236.000,0.000,143.000,7088.000
2023-01-04 16:00:00+01:00,259.000,4914.000,47.000,1524.000,7658.000,262.000,340.000,241.000,0.000,4.000,7335.000
2023-01-04 17:00:00+01:00,256.000,4726.000,46.000,1503.000,7376.000,263.000,559.000,246.000,0.000,0.000,7456.000
2023-01-04 18:00:00+01:00,248.000,4421.000,48.000,1509.000,7307.000,264.000,455.000,246.000,0.000,0.000,7576.000
2023-01-04 19:00:00+01:00,248.000,4441.000,49.000,1507.000,7369.000,269.000,75.000,246.000,0.000,0.000,7551.000
2023-01-04 20:00:00+01:00,249.000,4265.000,50.000,1517.000,7260.000,271.000,236.000,241.000,0.000,0.000,7452.000
2023-01-04 21:00:00+01:00,250.000,3490.000,51.000,1491.000,7170.000,266.000,131.000,225.000,0.000,0.000,7315.000
2023-01-04 22:00:00+01:00,244.000,3087.000,52.000,1483.000,6753.000,267.000,37.000,208.000,0.000,0.000,7177.000
2023-01-04 23:00:00+01:00,241.000,1792.000,52.000,1504.000,6288.000,270.000,7.000,197.000,0.000,0.000,7220.000
2023-01-05 00:00:00+01:00,192.000,1710.000,52.000,1468.000,6413.000,267.000,0.000,206.000,0.000,0.000,7262.000
2023-01-05 01:00:00+01:00,167.000,1679.000,52.000,1404.000,6343.000,266.000,0.000,206.000,0.000,0.000,7246.000
2023-01-05 02:00:00+01:00,175.000,1458.000,52.000,1373.000,6179.000,266.000,0.000,206.000,0.000,0.000,7319.000
2023-01-05 03:00:00+01:00,182.000,1606.000,52.000,1423.000,6317.000,263.000,0.000,206.000,0.000,0.000,7286.000
2023-01-05 04:00:00+01:00,177.000,1668.000,53.000,1402.000,6169.000,265.000,0.000,206.000,0.000,0.000,7356.000
2023-01-05 05:00:00+01:00,170.000,2214.000,54.000,1433.000,6262.000,266.000,3.000,205.000,0.000,0.000,7305.000
2023-01-05 06:00:00+01:00,181.000,3096.000,55.000,1538.000,6593.000,262.000,177.000,204.000,0.000,0.000,7469.000
2023-01-05 07:00:00+01:00,115.000,3470.000,52.000,1516.000,7338.000,265.000,424.000,205.000,0.000,8.000,7420.000
2023-01-05 08:00:00+01:00,165.000,4045.000,49.000,1536.000,7503.000,263.000,265.000,211.000,0.000,122.000,7346.000
2023-01-05 09:00:00+01:00,235.000,4238.000,45.000,1467.000,7367.000,263.000,15.000,218.000,0.000,479.000,7353.000
2023-01-05 10:00:00+01:00,250.000,4011.000,44.000,1447.000,6933.000,262.000,0.000,222.000,0.000,959.000,7393.000
2023-01-05 11:00:00+01:00,251.000,4079.000,44.000,1454.000,6956.000,260.000,0.000,222.000,0.000,1132.000,7360.000
2023-01-05 12:00:00+01:00,258.000,4241.000,42.000,1449.000,7072.000,257.000,0.000,229.000,0.000,921.000,7292.000
2023-01-05 13:00:00+01:00,258.000,4503.000,41.000,1393.000,7180.000,258.000,0.000,221.000,0.000,666.000,7087.000
2023-01-05 14:00:00+01:00,253.000,4665.000,42.000,1364.000,7163.000,264.000,71.000,239.000,0.000,335.000,6812.000
2023-01-05 15:00:00+01:00,250.000,4924.000,46.000,1408.000,7233.000,269.000,127.000,250.000,50.000,86.000,6544.000
2023-01-05 16:00:00+01:00,248.000,5055.000,46.000,1414.000,7498.000,271.000,673.000,250.000,57.000,3.000,6341.000
2023-01-05 17:00:00+01:00,248.000,5121.000,46.000,1449.000,7691.000,277.000,263.000,251.000,57.000,0.000,6147.000
2023-01-05 18:00:00+01:00,248.000,5089.000,47.000,1445.000,7710.000,271.000,336.000,259.000,57.000,0.000,5849.000
2023-01-05 19:00:00+01:00,248.000,5098.000,47.000,1444.000,7656.000,267.000,449.000,262.000,57.000,0.000,5573.000
2023-01-05 20:00:00+01:00,250.000,5139.000,47.000,1445.000,7642.000,270.000,331.000,259.000,7.000,0.000,5044.000
2023-01-05 21:00:00+01:00,251.000,4869.000,47.000,1449.000,7250.000,281.000,148.000,258.000,0.000,0.000,4557.000
2023-01-05 22:00:00+01:00,243.000,4638.000,48.000,1451.000,7053.000,293.000,62.000,258.000,0.000,0.000,3802.000
2023-01-05 23:00:00+01:00,241.000,4517.000,52.000,1462.000,6909.000,292.000,4.000,255.000,0.000,0.000,3153.000
2023-01-06 00:00:00+01:00,241.000,4613.000,55.000,1447.000,6958.000,288.000,41.000,201.000,0.000,0.000,2381.000
2023-01-06 01:00:00+01:00,241.000,4554.000,55.000,1378.000,6866.000,286.000,5.000,201.000,0.000,0.000,1899.000
2023-01-06 02:00:00+01:00,242.000,4138.000,57.000,1374.000,6775.000,283.000,23.000,203.000,0.000,0.000,1545.000
2023-01-06 03:00:00+01:00,241.000,3743.000,56.000,1377.000,6734.000,282.000,3.000,203.000,0.000,0.000,1277.000
2023-01-06 04:00:00+01:00,241.000,3721.000,57.000,1379.000,6741.000,280.000,0.000,208.000,0.000,0.000,1030.000
2023-01-06 05:00:00+01:00,242.000,4289.000,57.000,1382.000,6802.000,274.000,0.000,208.000,0.000,0.000,887.000
2023-01-06 06:00:00+01:00,243.000,4682.000,58.000,1382.000,6789.000,274.000,0.000,214.000,0.000,0.000,854.000
2023-01-06 07:00:00+01:00,242.000,4766.000,59.000,1379.000,6841.000,274.000,0.000,219.000,0.000,6.000,932.000
2023-01-06 08:00:00+01:00,241.000,4815.000,57.000,1382.000,6857.000,273.000,57.000,233.000,0.000,140.000,1059.000
2023-01-06 09:00:00+01:00,241.000,5067.000,58.000,1464.000,7023.000,274.000,89.000,236.000,0.000,476.000,1297.000
2023-01-06 10:00:00+01:00,242.000,5143.000,56.000,1524.000,7209.000,273.000,231.000,239.000,0.000,812.000,1540.000
2023-01-06 11:00:00+01:00,243.000,5273.000,52.000,1390.000,7020.000,276.000,180.000,239.000,0.000,974.000,1724.000
2023-01-06 12:00:00+01:00,243.000,5295.000,51.000,1371.000,6883.000,278.000,172.000,253.000,0.000,981.000,1975.000
2023-01-06 13:00:00+01:00,241.000,5362.000,51.000,1391.000,6994.000,280.000,223.000,255.000,0.000,697.000,2286.000
2023-01-06 14:00:00+01:00,242.000,5314.000,51.000,1434.000,6955.000,280.000,151.000,262.000,0.000,375.000,2681.000
2023-01-06 15:00:00+01:00,243.000,5140.000,51.000,1396.000,6945.000,281.000,311.000,271.000,50.000,111.000,3112.000
2023-01-06 16:00:00+01:00,242.000,4967.000,52.000,1517.000,7227.000,283.000,311.000,273.000,57.000,3.000,3710.000
2023-01-06 17:00:00+01:00,240.000,4792.000,51.000,1449.000,7010.000,285.000,130.000,277.000,57.000,0.000,4125.000
2023-01-06 18:00:00+01:00,242.000,4768.000,50.000,1379.000,6837.000,289.000,0.000,280.000,57.000,0.000,4315.000
2023-01-06 19:00:00+01:00,243.000,4676.000,50.000,1372.000,6791.000,291.000,0.000,280.000,57.000,0.000,4299.000
2023-01-06 20:00:00+01:00,242.000,4558.000,50.000,1396.000,6669.000,288.000,40.000,268.000,7.000,0.000,3790.000
2023-01-06 21:00:00+01:00,242.000,4444.000,50.000,1355.000,6590.000,285.000,23.000,251.000,0.000,0.000,3565.000
2023-01-06 22:00:00+01:00,241.000,3913.000,50.000,1356.000,6571.000,279.000,4.000,228.000,0.000,0.000,3552.000
2023-01-06 23:00:00+01:00,241.000,3701.000,50.000,1362.000,6577.000,275.000,8.000,221.000,0.000,0.000,3350.000
2023-01-07 00:00:00+01:00,243.000,3367.000,50.000,1344.000,6474.000,271.000,0.000,204.000,0.000,0.000,3083.000
2023-01-07 01:00:00+01:00,242.000,2981.000,50.000,1355.000,6282.000,268.000,0.000,202.000,0.000,0.000,2828.000
2023-01-07 02:00:00+01:00,241.000,2893.000,50.000,1361.000,6248.000,266.000,0.000,203.000,0.000,0.000,2534.000
2023-01-07 03:00:00+01:00,236.000,2848.000,54.000,1378.000,6325.000,265.000,0.000,203.000,0.000,0.000,2235.000
2023-01-07 04:00:00+01:00,242.000,2887.000,54.000,1383.000,6406.000,265.000,7.000,202.000,0.000,0.000,1898.000
2023-01-07 05:00:00+01:00,242.000,3107.000,55.000,1389.000,6477.000,269.000,6.000,202.000,0.000,0.000,1664.000
2023-01-07 06:00:00+01:00,242.000,4217.000,54.000,1386.000,6652.000,271.000,30.000,203.000,0.000,0.000,1473.000
2023-01-07 07:00:00+01:00,240.000,4433.000,52.000,1385.000,6834.000,269.000,7.000,204.000,0.000,4.000,1271.000
2023-01-07 08:00:00+01:00,240.000,4760.000,52.000,1464.000,7228.000,264.000,34.000,221.000,50.000,173.000,1116.000
2023-01-07 09:00:00+01:00,242.000,4856.000,51.000,1459.000,7126.000,263.000,132.000,242.000,57.000,719.000,985.000
2023-01-07 10:00:00+01:00,242.000,4767.000,52.000,1533.000,7148.000,263.000,137.000,243.000,57.000,1245.000,806.000
2023-01-07 11:00:00+01:00,243.000,4591.000,53.000,1383.000,6906.000,262.000,76.000,247.000,57.000,1623.000,704.000
2023-01-07 12:00:00+01:00,241.000,4592.000,54.000,1389.000,6885.000,258.000,8.000,248.000,57.000,1707.000,580.000
2023-01-07 13:00:00+01:00,242.000,4758.000,54.000,1417.000,7016.000,259.000,0.000,248.000,7.000,1395.000,550.000
2023-01-07 14:00:00+01:00,242.000,4822.000,54.000,1441.000,7157.000,262.000,1.000,248.000,0.000,750.000,665.000
2023-01-07 15:00:00+01:00,241.000,4849.000,54.000,1659.000,7726.000,262.000,72.000,257.000,50.000,203.000,923.000
2023-01-07 16:00:00+01:00,242.000,4795.000,54.000,1778.000,8220.000,265.000,772.000,271.000,57.000,6.000,1200.000
2023-01-07 17:00:00+01:00,241.000,4819.000,54.000,1784.000,8130.000,266.000,927.000,278.000,57.000,0.000,1557.000
2023-01-07 18:00:00+01:00,242.000,4748.000,53.000,1764.000,8002.000,266.000,911.000,279.000,57.000,0.000,2008.000
2023-01-07 19:00:00+01:00,241.000,4708.000,54.000,1648.000,7441.000,268.000,925.000,267.000,57.000,0.000,2381.000
2023-01-07 20:00:00+01:00,242.000,4692.000,54.000,1543.000,7357.000,270.000,868.000,235.000,7.000,0.000,2471.000
2023-01-07 21:00:00+01:00,241.000,4473.000,55.000,1408.000,6983.000,271.000,665.000,228.000,0.000,0.000,2715.000
2023-01-07 22:00:00+01:00,242.000,4119.000,54.000,1410.000,6840.000,270.000,236.000,215.000,0.000,0.000,2885.000
2023-01-07 23:00:00+01:00,242.000,3033.000,54.000,1409.000,6809.000,273.000,67.000,208.000,0.000,0.000,3072.000
2023-01-08 00:00:00+01:00,242.000,2263.000,53.000,1360.000,6702.000,269.000,0.000,197.000,0.000,0.000,3293.000
2023-01-08 01:00:00+01:00,242.000,2040.000,54.000,1351.000,6522.000,264.000,0.000,197.000,0.000,0.000,3502.000
2023-01-08 02:00:00+01:00,241.000,2040.000,54.000,1336.000,6520.000,263.000,0.000,197.000,0.000,0.000,3594.000
2023-01-08 03:00:00+01:00,242.000,2032.000,53.000,1331.000,6490.000,264.000,0.000,197.000,0.000,0.000,3719.000
2023-01-08 04:00:00+01:00,242.000,2038.000,54.000,1336.000,6491.000,265.000,0.000,196.000,0.000,0.000,3808.000
2023-01-08 05:00:00+01:00,241.000,2012.000,54.000,1336.000,6521.000,265.000,0.000,196.000,0.000,0.000,4005.000
2023-01-08 06:00:00+01:00,241.000,2018.000,53.000,1336.000,6527.000,265.000,0.000,196.000,0.000,0.000,4105.000
2023-01-08 07:00:00+01:00,241.000,1909.000,54.000,1327.000,6395.000,264.000,0.000,198.000,0.000,14.000,4250.000
2023-01-08 08:00:00+01:00,243.000,1971.000,53.000,1376.000,6462.000,261.000,0.000,207.000,0.000,258.000,4310.000
2023-01-08 09:00:00+01:00,241.000,2058.000,54.000,1389.000,6529.000,261.000,0.000,218.000,0.000,1005.000,4203.000
2023-01-08 10:00:00+01:00,242.000,2792.000,55.000,1379.000,6636.000,262.000,26.000,233.000,0.000,1582.000,3949.000
2023-01-08 11:00:00+01:00,241.000,3360.000,55.000,1382.000,6639.000,263.000,107.000,244.000,0.000,1841.000,3513.000
2023-01-08 12:00:00+01:00,206.000,3668.000,55.000,1380.000,6693.000,264.000,32.000,245.000,50.000,1611.000,3363.000
2023-01-08 13:00:00+01:00,178.000,3799.000,56.000,1378.000,6651.000,266.000,0.000,243.000,58.000,1138.000,3490.000
2023-01-08 14:00:00+01:00,177.000,3945.000,58.000,1374.000,6641.000,265.000,0.000,236.000,7.000,558.000,3754.000
2023-01-08 15:00:00+01:00,178.000,4011.000,58.000,1369.000,6640.000,265.000,39.000,236.000,0.000,139.000,4075.000
2023-01-08 16:00:00+01:00,199.000,4066.000,58.000,1362.000,6739.000,266.000,417.000,236.000,50.000,4.000,4346.000
2023-01-08 17:00:00+01:00,243.000,3739.000,58.000,1383.000,6761.000,265.000,752.000,236.000,57.000,0.000,4332.000
2023-01-08 18:00:00+01:00,241.000,3762.000,59.000,1383.000,6813.000,268.000,749.000,239.000,57.000,0.000,4324.000
2023-01-08 19:00:00+01:00,241.000,3746.000,59.000,1372.000,6712.000,268.000,1025.000,235.000,57.000,0.000,4341.000
2023-01-08 20:00:00+01:00,242.000,3612.000,58.000,1378.000,6561.000,269.000,1096.000,218.000,57.000,0.000,4012.000
2023-01-08 21:00:00+01:00,242.000,3861.000,58.000,1414.000,6655.000,268.000,560.000,214.000,57.000,0.000,3489.000
2023-01-08 22:00:00+01:00,242.000,3666.000,57.000,1394.000,6636.000,272.000,176.000,200.000,7.000,0.000,3083.000
2023-01-08 23:00:00+01:00,241.000,3005.000,58.000,1371.000,6559.000,279.000,13.000,200.000,0.000,0.000,3018.000
2023-01-09 00:00:00+01:00,241.000,3191.000,56.000,1366.000,6587.000,279.000,0.000,199.000,0.000,0.000,3022.000
2023-01-09 01:00:00+01:00,242.000,3043.000,55.000,1376.000,6595.000,279.000,0.000,196.000,0.000,0.000,2825.000
2023-01-09 02:00:00+01:00,241.000,3094.000,54.000,1373.000,6584.000,276.000,0.000,196.000,0.000,0.000,2796.000
2023-01-09 03:00:00+01:00,241.000,3275.000,53.000,1374.000,6589.000,274.000,0.000,196.000,0.000,0.000,2801.000
2023-01-09 04:00:00+01:00,240.000,3615.000,54.000,1422.000,6741.000,274.000,0.000,196.000,0.000,0.000,2657.000
2023-01-09 05:00:00+01:00,240.000,4152.000,54.000,1560.000,7187.000,275.000,0.000,195.000,0.000,0.000,2506.000
2023-01-09 06:00:00+01:00,242.000,4673.000,54.000,1839.000,7825.000,289.000,0.000,194.000,0.000,0.000,2503.000
2023-01-09 07:00:00+01:00,250.000,5272.000,54.000,1997.000,8575.000,294.000,0.000,193.000,0.000,15.000,2543.000
2023-01-09 08:00:00+01:00,249.000,5437.000,50.000,2033.000,9162.000,294.000,125.000,210.000,50.000,133.000,2614.000
2023-01-09 09:00:00+01:00,249.000,5373.000,50.000,1981.000,9435.000,292.000,243.000,217.000,57.000,427.000,2572.000
2023-01-09 10:00:00+01:00,249.000,5278.000,52.000,1964.000,9518.000,289.000,26.000,232.000,57.000,521.000,2630.000
2023-01-09 11:00:00+01:00,249.000,5243.000,51.000,1970.000,9784.000,291.000,87.000,234.000,7.000,586.000,2514.000
2023-01-09 12:00:00+01:00,249.000,5297.000,51.000,1999.000,9716.000,291.000,158.000,234.000,0.000,575.000,2179.000
2023-01-09 13:00:00+01:00,249.000,5374.000,49.000,2160.000,9797.000,294.000,478.000,234.000,0.000,605.000,1943.000
2023-01-09 14:00:00+01:00,248.000,5259.000,47.000,2191.000,9722.000,292.000,444.000,234.000,0.000,304.000,1948.000
2023-01-09 15:00:00+01:00,249.000,5258.000,49.000,2164.000,9790.000,283.000,501.000,234.000,0.000,100.000,1947.000
2023-01-09 16:00:00+01:00,248.000,5303.000,51.000,2015.000,9974.000,283.000,1003.000,240.000,50.000,3.000,1875.000
2023-01-09 17:00:00+01:00,249.000,5380.000,53.000,1930.000,9689.000,288.000,888.000,241.000,58.000,0.000,1818.000
2023-01-09 18:00:00+01:00,248.000,5353.000,55.000,1920.000,9646.000,290.000,710.000,241.000,57.000,0.000,1732.000
