,Biomass,Fossil Gas,Fossil Hard coal,Fossil Oil,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Hydro Water Reservoir,Nuclear,Solar,Waste,Wind Onshore,Wind Offshore,Wind Offshore
,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Consumption,Actual Aggregated,Actual Aggregated,Actual Consumption,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Consumption
timestamp_cec,,,,,,,,,,,,,,,
2023-11-04 11:00:00+01:00,360.000,1304.000,10.000,169.000,,2157.000,5152.000,1739.000,,32714.000,2078.000,82.000,15522.000,646.000,
2023-11-04 12:00:00+01:00,358.000,1324.000,10.000,169.000,,2596.000,5130.000,1749.000,,32845.000,2642.000,81.000,15390.000,625.000,
2023-11-04 13:00:00+01:00,359.000,1315.000,10.000,169.000,,2622.000,5291.000,1778.000,,32913.000,3289.000,82.000,15242.000,641.000,
2023-11-04 14:00:00+01:00,356.000,1317.000,10.000,169.000,,2355.000,5257.000,2078.000,,32997.000,3347.000,84.000,14989.000,631.000,
2023-11-04 15:00:00+01:00,356.000,1335.000,10.000,169.000,,1321.000,5360.000,1801.000,,33978.000,2978.000,83.000,14624.000,633.000,
2023-11-04 16:00:00+01:00,354.000,1321.000,10.000,169.000,206.000,,5356.000,1805.000,,34923.000,2271.000,86.000,14579.000,622.000,
2023-11-04 17:00:00+01:00,355.000,1335.000,10.000,169.000,306.000,,5372.000,2143.000,,35329.000,1102.000,87.000,14370.000,588.000,
2023-11-04 18:00:00+01:00,355.000,1311.000,10.000,169.000,1097.000,,5410.000,2563.000,,35471.000,348.000,85.000,14214.000,532.000,
2023-11-04 19:00:00+01:00,355.000,1331.000,10.000,169.000,2408.000,,5478.000,2373.000,,35767.000,0.000,84.000,14323.000,513.000,
2023-11-04 20:00:00+01:00,356.000,1321.000,10.000,169.000,1347.000,,5605.000,2357.000,,35260.000,0.000,82.000,14102.000,538.000,
2023-11-04 21:00:00+01:00,355.000,1317.000,10.000,169.000,,390.000,5585.000,2304.000,,33569.000,0.000,88.000,14144.000,533.000,
2023-11-04 22:00:00+01:00,355.000,1317.000,10.000,169.000,,1398.000,5263.000,2195.000,,32304.000,0.000,86.000,13910.000,507.000,
2023-11-04 23:00:00+01:00,355.000,1315.000,10.000,169.000,,1172.000,5312.000,2195.000,,31582.000,0.000,84.000,13569.000,520.000,
2023-11-05 00:00:00+01:00,352.000,1288.000,10.000,169.000,,1464.000,5328.000,2073.000,,31107.000,0.000,84.000,13256.000,594.000,
2023-11-05 01:00:00+01:00,357.000,1415.000,10.000,169.000,,2320.000,5354.000,1951.000,,29405.000,0.000,86.000,13115.000,613.000,
2023-11-05 02:00:00+01:00,356.000,1395.000,10.000,169.000,,2428.000,5296.000,1927.000,,27133.000,0.000,87.000,13332.000,618.000,
2023-11-05 03:00:00+01:00,355.000,1396.000,10.000,169.000,,2473.000,5252.000,2160.000,,26766.000,0.000,88.000,13239.000,620.000,
2023-11-05 04:00:00+01:00,358.000,1473.000,10.000,169.000,,2642.000,5254.000,2039.000,,26576.000,0.000,88.000,13043.000,619.000,
2023-11-05 05:00:00+01:00,358.000,1524.000,10.000,169.000,,2633.000,5357.000,1867.000,,26592.000,0.000,87.000,13115.000,622.000,
2023-11-05 06:00:00+01:00,354.000,1524.000,10.000,169.000,,2625.000,5315.000,1773.000,,27538.000,0.000,87.000,13599.000,609.000,
2023-11-05 07:00:00+01:00,355.000,1539.000,10.000,169.000,,2517.000,5241.000,1467.000,,28458.000,218.000,85.000,13915.000,600.000,
2023-11-05 08:00:00+01:00,353.000,1451.000,10.000,169.000,,2315.000,5255.000,1784.000,,29449.000,241.000,84.000,13957.000,613.000,
2023-11-05 09:00:00+01:00,353.000,1392.000,10.000,169.000,,2043.000,5219.000,1831.000,,30584.000,940.000,84.000,13862.000,616.000,
2023-11-05 10:00:00+01:00,353.000,1311.000,10.000,169.000,,1666.000,5215.000,2259.000,,30950.000,2753.000,84.000,13925.000,611.000,
2023-11-05 11:00:00+01:00,355.000,1316.000,10.000,169.000,,1762.000,5181.000,1890.000,,30548.000,4633.000,85.000,14079.000,609.000,
2023-11-05 12:00:00+01:00,356.000,1316.000,10.000,169.000,,1549.000,5231.000,1878.000,,30365.000,5901.000,85.000,14262.000,609.000,
2023-11-05 13:00:00+01:00,353.000,1292.000,10.000,169.000,,1173.000,5290.000,2101.000,,29965.000,6360.000,84.000,14800.000,609.000,
2023-11-05 14:00:00+01:00,348.000,1292.000,10.000,169.000,,2236.000,5207.000,1872.000,,29771.000,6030.000,87.000,14847.000,609.000,
2023-11-05 15:00:00+01:00,346.000,1295.000,10.000,169.000,,2614.000,5117.000,1726.000,,29578.000,5113.000,88.000,14413.000,609.000,
2023-11-05 16:00:00+01:00,353.000,1301.000,10.000,169.000,,2226.000,5179.000,1931.000,,30413.000,3716.000,86.000,13696.000,606.000,
2023-11-05 17:00:00+01:00,354.000,1307.000,10.000,169.000,,1088.000,5307.000,2020.000,,31794.000,1692.000,88.000,12758.000,611.000,
2023-11-05 18:00:00+01:00,351.000,1316.000,10.000,169.000,828.000,,5418.000,2669.000,,33878.000,395.000,88.000,11779.000,613.000,
2023-11-05 19:00:00+01:00,351.000,1317.000,10.000,169.000,2781.000,,5560.000,3068.000,,33907.000,0.000,85.000,11661.000,615.000,
2023-11-05 20:00:00+01:00,351.000,1304.000,10.000,169.000,2949.000,,5631.000,3170.000,,33907.000,0.000,84.000,11545.000,605.000,
2023-11-05 21:00:00+01:00,354.000,1321.000,10.000,169.000,912.000,,5585.000,2955.000,,33730.000,0.000,83.000,11456.000,584.000,
2023-11-05 22:00:00+01:00,354.000,1340.000,10.000,169.000,,1047.000,5550.000,2351.000,,32711.000,0.000,83.000,11668.000,571.000,
2023-11-05 23:00:00+01:00,345.000,1354.000,10.000,169.000,,1573.000,5418.000,2458.000,,31767.000,0.000,84.000,11212.000,512.000,
2023-11-06 00:00:00+01:00,350.000,1408.000,10.000,169.000,,1717.000,5386.000,2580.000,,30585.000,0.000,82.000,11183.000,510.000,
2023-11-06 01:00:00+01:00,349.000,1515.000,10.000,169.000,,2124.000,5311.000,2156.000,,29003.000,0.000,84.000,10951.000,436.000,
2023-11-06 02:00:00+01:00,358.000,1514.000,10.000,169.000,,2134.000,5319.000,1933.000,,26668.000,0.000,82.000,10633.000,565.000,
2023-11-06 03:00:00+01:00,357.000,1512.000,10.000,169.000,,1954.000,5292.000,2159.000,,26516.000,0.000,84.000,9970.000,592.000,
2023-11-06 04:00:00+01:00,357.000,1453.000,10.000,169.000,,2208.000,5272.000,2140.000,,25829.000,0.000,84.000,9716.000,613.000,
2023-11-06 05:00:00+01:00,357.000,1448.000,10.000,169.000,,2266.000,5234.000,1958.000,,26085.000,0.000,85.000,9433.000,619.000,
2023-11-06 06:00:00+01:00,359.000,1498.000,10.000,169.000,,1848.000,5268.000,1975.000,,28942.000,0.000,85.000,9151.000,613.000,
2023-11-06 07:00:00+01:00,359.000,1780.000,10.000,169.000,,1112.000,5405.000,2556.000,,31894.000,230.000,82.000,9051.000,609.000,
2023-11-06 08:00:00+01:00,358.000,1898.000,10.000,169.000,414.000,,5426.000,2578.000,,32710.000,257.000,80.000,9346.000,611.000,
2023-11-06 09:00:00+01:00,357.000,2195.000,10.000,169.000,1079.000,,5424.000,2503.000,,32421.000,782.000,79.000,9519.000,612.000,
2023-11-06 10:00:00+01:00,355.000,2342.000,10.000,169.000,765.000,,5356.000,2492.000,,33217.000,2201.000,79.000,9788.000,611.000,
2023-11-06 11:00:00+01:00,357.000,2688.000,10.000,169.000,,397.000,5370.000,2400.000,,33575.000,3955.000,77.000,10481.000,587.000,
2023-11-06 12:00:00+01:00,362.000,2636.000,10.000,169.000,,1080.000,5390.000,2419.000,,33474.000,5137.000,75.000,10878.000,569.000,
2023-11-06 13:00:00+01:00,349.000,2542.000,10.000,169.000,,1400.000,5375.000,2321.000,,32987.000,5861.000,78.000,10896.000,572.000,
2023-11-06 14:00:00+01:00,363.000,2600.000,10.000,169.000,,995.000,5371.000,2448.000,,34016.000,5824.000,75.000,10640.000,407.000,
2023-11-06 15:00:00+01:00,367.000,2804.000,10.000,169.000,53.000,,5209.000,2839.000,,34344.000,4950.000,72.000,9533.000,353.000,
2023-11-06 16:00:00+01:00,367.000,3484.000,10.000,169.000,749.000,,5349.000,2878.000,,34628.000,3650.000,75.000,8807.000,353.000,
2023-11-06 17:00:00+01:00,368.000,4054.000,10.000,169.000,1236.000,,5561.000,3001.000,,34846.000,1525.000,75.000,8004.000,418.000,
2023-11-06 18:00:00+01:00,367.000,4402.000,10.000,169.000,1000.000,,5721.000,3192.000,,34881.000,378.000,75.000,7703.000,425.000,
2023-11-06 19:00:00+01:00,367.000,3792.000,10.000,169.000,1375.000,,5767.000,3165.000,,35058.000,0.000,74.000,7814.000,426.000,
2023-11-06 20:00:00+01:00,368.000,4066.000,10.000,169.000,1915.000,,5795.000,3487.000,,35501.000,0.000,73.000,8089.000,465.000,
2023-11-06 21:00:00+01:00,368.000,4368.000,10.000,169.000,2080.000,,5818.000,3566.000,,35667.000,0.000,74.000,8213.000,407.000,
2023-11-06 22:00:00+01:00,368.000,4085.000,10.000,169.000,1605.000,,5727.000,3203.000,,35387.000,0.000,77.000,8005.000,381.000,
2023-11-06 23:00:00+01:00,368.000,4026.000,10.000,169.000,1032.000,,5724.000,2953.000,,35232.000,0.000,73.000,7701.000,472.000,
2023-11-07 00:00:00+01:00,363.000,3490.000,14.000,169.000,426.000,,5727.000,2568.000,,35056.000,0.000,73.000,7266.000,543.000,
2023-11-07 01:00:00+01:00,359.000,2260.000,14.000,169.000,,402.000,5663.000,2276.000,,34975.000,0.000,73.000,6861.000,510.000,
2023-11-07 02:00:00+01:00,359.000,1562.000,9.000,169.000,,909.000,5624.000,2116.000,,34966.000,0.000,74.000,6443.000,458.000,
2023-11-07 03:00:00+01:00,359.000,1663.000,9.000,169.000,,993.000,5501.000,2057.000,,34987.000,0.000,73.000,6281.000,436.000,
2023-11-07 04:00:00+01:00,359.000,1775.000,9.000,169.000,,1319.000,5396.000,2046.000,,34735.000,0.000,74.000,6301.000,406.000,
2023-11-07 05:00:00+01:00,360.000,1890.000,9.000,169.000,,1332.000,5402.000,2079.000,,35151.000,0.000,73.000,6167.000,349.000,
2023-11-07 06:00:00+01:00,361.000,2228.000,9.000,169.000,,970.000,5410.000,2264.000,,35354.000,0.000,71.000,6033.000,339.000,
2023-11-07 07:00:00+01:00,360.000,3335.000,9.000,169.000,1039.000,,5489.000,2887.000,,35576.000,231.000,73.000,5917.000,281.000,
2023-11-07 08:00:00+01:00,360.000,4632.000,9.000,169.000,1881.000,,5754.000,3271.000,,35772.000,257.000,72.000,6246.000,264.000,
2023-11-07 09:00:00+01:00,358.000,4914.000,9.000,356.000,1742.000,,5741.000,3063.000,,35942.000,1002.000,72.000,6565.000,236.000,
2023-11-07 10:00:00+01:00,352.000,4781.000,9.000,296.000,1437.000,,5588.000,2712.000,,35946.000,3087.000,70.000,6599.000,213.000,
2023-11-07 11:00:00+01:00,358.000,4228.000,18.000,169.000,664.000,,5508.000,2411.000,,35940.000,5348.000,71.000,6615.000,191.000,
2023-11-07 12:00:00+01:00,358.000,3881.000,18.000,169.000,104.000,,5518.000,2316.000,,35718.000,6979.000,70.000,6884.000,194.000,
2023-11-07 13:00:00+01:00,355.000,3940.000,18.000,169.000,143.000,,5546.000,2365.000,,35422.000,7748.000,71.000,7434.000,193.000,
2023-11-07 14:00:00+01:00,356.000,4017.000,18.000,169.000,18.000,,5532.000,2492.000,,35432.000,7430.000,71.000,8044.000,202.000,
2023-11-07 15:00:00+01:00,354.000,4043.000,18.000,169.000,388.000,,5422.000,2607.000,,35647.000,6094.000,72.000,7888.000,196.000,
2023-11-07 16:00:00+01:00,353.000,4634.000,18.000,169.000,444.000,,5405.000,2599.000,,35878.000,4061.000,71.000,7043.000,205.000,
2023-11-07 17:00:00+01:00,353.000,5014.000,18.000,169.000,766.000,,5525.000,2695.000,,36257.000,1647.000,72.000,6576.000,212.000,
2023-11-07 18:00:00+01:00,353.000,5450.000,19.000,169.000,1297.000,,5615.000,2860.000,,36769.000,395.000,76.000,6601.000,264.000,
2023-11-07 19:00:00+01:00,355.000,5364.000,18.000,169.000,2179.000,,5720.000,3013.000,,36943.000,0.000,74.000,7425.000,279.000,
2023-11-07 20:00:00+01:00,355.000,5357.000,18.000,168.000,2953.000,,5795.000,2967.000,,36965.000,0.000,74.000,7932.000,258.000,
2023-11-07 21:00:00+01:00,354.000,4657.000,19.000,169.000,2852.000,,5850.000,3033.000,,36830.000,0.000,75.000,7769.000,270.000,
2023-11-07 22:00:00+01:00,353.000,3239.000,18.000,169.000,1703.000,,5748.000,2564.000,,36863.000,0.000,76.000,7870.000,308.000,
2023-11-07 23:00:00+01:00,354.000,2548.000,18.000,169.000,1227.000,,5619.000,2111.000,,36823.000,0.000,76.000,7578.000,273.000,
2023-11-08 00:00:00+01:00,357.000,2415.000,14.000,169.000,587.000,,5505.000,2122.000,,36673.000,0.000,73.000,7236.000,302.000,
2023-11-08 01:00:00+01:00,360.000,2247.000,9.000,169.000,229.000,,5311.000,2315.000,,35879.000,0.000,68.000,7011.000,415.000,
2023-11-08 02:00:00+01:00,360.000,2257.000,10.000,169.000,,260.000,5258.000,2089.000,,35037.000,0.000,70.000,6710.000,479.000,
2023-11-08 03:00:00+01:00,359.000,2353.000,10.000,169.000,,383.000,5299.000,2023.000,,35077.000,0.000,70.000,6254.000,521.000,
2023-11-08 04:00:00+01:00,360.000,2398.000,10.000,169.000,,1146.000,5283.000,1875.000,,35199.000,0.000,70.000,5889.000,539.000,
2023-11-08 05:00:00+01:00,360.000,2401.000,9.000,169.000,,1816.000,5248.000,1885.000,,35352.000,0.000,70.000,5926.000,550.000,
2023-11-08 06:00:00+01:00,358.000,2425.000,10.000,169.000,,1549.000,5214.000,2054.000,,35591.000,0.000,71.000,6263.000,551.000,
2023-11-08 07:00:00+01:00,358.000,2211.000,9.000,169.000,447.000,,5246.000,2560.000,,35856.000,235.000,69.000,6780.000,553.000,
2023-11-08 08:00:00+01:00,358.000,2224.000,9.000,169.000,2521.000,,5541.000,3495.000,,36078.000,257.000,70.000,7498.000,558.000,
2023-11-08 09:00:00+01:00,358.000,2386.000,9.000,169.000,2476.000,,5555.000,3630.000,,36131.000,1034.000,66.000,8119.000,558.000,
2023-11-08 10:00:00+01:00,350.000,2269.000,9.000,169.000,1764.000,,5510.000,3350.000,,36082.000,3369.000,66.000,8716.000,557.000,
2023-11-08 11:00:00+01:00,358.000,2093.000,9.000,169.000,533.000,,5433.000,2819.000,,36377.000,5894.000,66.000,9892.000,552.000,
2023-11-08 12:00:00+01:00,358.000,2020.000,9.000,168.000,,826.000,5289.000,1762.000,,36942.000,7093.000,65.000,10857.000,555.000,
2023-11-08 13:00:00+01:00,326.000,2000.000,9.000,149.000,,650.000,5310.000,1908.000,,36928.000,6975.000,58.000,10228.000,556.000,
2023-11-08 14:00:00+01:00,358.000,2244.000,10.000,169.000,309.000,,5466.000,2570.000,,35883.000,7740.000,64.000,12392.000,557.000,
2023-11-08 15:00:00+01:00,345.000,2243.000,9.000,163.000,381.000,,5251.000,2523.000,,35873.000,6490.000,69.000,12128.000,556.000,
2023-11-08 16:00:00+01:00,354.000,2094.000,7.000,169.000,636.000,,5442.000,2881.000,,35985.000,4439.000,68.000,12462.000,547.000,
2023-11-08 17:00:00+01:00,355.000,2225.000,7.000,169.000,986.000,,5631.000,3329.000,,36025.000,1732.000,69.000,12655.000,527.000,
2023-11-08 18:00:00+01:00,354.000,2200.000,8.000,169.000,2074.000,,5825.000,3230.000,,35933.000,363.000,69.000,13140.000,531.000,
2023-11-08 19:00:00+01:00,351.000,2326.000,7.000,169.000,2535.000,,5932.000,3394.000,,36021.000,0.000,70.000,13537.000,433.000,
2023-11-08 20:00:00+01:00,353.000,2289.000,7.000,169.000,2941.000,,5956.000,3485.000,,36064.000,0.000,70.000,13498.000,293.000,
2023-11-08 21:00:00+01:00,354.000,2197.000,7.000,169.000,2359.000,,5994.000,2732.000,,35952.000,0.000,70.000,13329.000,258.000,
2023-11-08 22:00:00+01:00,352.000,2218.000,7.000,169.000,617.000,,5908.000,2357.000,,35837.000,0.000,72.000,13064.000,355.000,
2023-11-08 23:00:00+01:00,354.000,2047.000,7.000,169.000,,190.000,5661.000,2062.000,,35662.000,0.000,71.000,12597.000,415.000,
2023-11-09 00:00:00+01:00,354.000,1970.000,7.000,169.000,,396.000,5602.000,1947.000,,35671.000,0.000,71.000,12273.000,379.000,
2023-11-09 01:00:00+01:00,356.000,2141.000,7.000,169.000,,537.000,5418.000,2280.000,,35417.000,0.000,71.000,11319.000,357.000,
2023-11-09 02:00:00+01:00,344.000,2245.000,7.000,169.000,,538.000,5307.000,1864.000,,34775.000,0.000,75.000,9960.000,380.000,
2023-11-09 03:00:00+01:00,347.000,2242.000,7.000,169.000,,705.000,5237.000,1927.000,,34750.000,0.000,71.000,8578.000,423.000,
2023-11-09 04:00:00+01:00,353.000,2130.000,7.000,169.000,,998.000,5207.000,1755.000,,35147.000,0.000,70.000,7649.000,417.000,
2023-11-09 05:00:00+01:00,354.000,2134.000,7.000,169.000,,1228.000,5213.000,1736.000,,35965.000,0.000,72.000,7221.000,468.000,
2023-11-09 06:00:00+01:00,353.000,2199.000,7.000,169.000,,620.000,5312.000,1833.000,,35943.000,0.000,71.000,7032.000,504.000,
2023-11-09 07:00:00+01:00,351.000,2864.000,6.000,169.000,754.000,,5511.000,2566.000,,36005.000,230.000,68.000,7238.000,536.000,
2023-11-09 08:00:00+01:00,353.000,4169.000,6.000,169.000,2239.000,,5714.000,2983.000,,36178.000,235.000,68.000,7719.000,545.000,
2023-11-09 09:00:00+01:00,356.000,4455.000,6.000,169.000,2554.000,,5738.000,2952.000,,36602.000,440.000,67.000,7932.000,548.000,
2023-11-09 10:00:00+01:00,352.000,4378.000,5.000,169.000,2648.000,,5700.000,3009.000,,36565.000,1238.000,63.000,8053.000,554.000,
2023-11-09 11:00:00+01:00,348.000,4264.000,5.000,169.000,1303.000,,5456.000,2564.000,,36426.000,2449.000,66.000,8969.000,552.000,
2023-11-09 12:00:00+01:00,352.000,4292.000,5.000,169.000,230.000,,5398.000,1956.000,,36229.000,3639.000,67.000,10490.000,551.000,
2023-11-09 13:00:00+01:00,353.000,3753.000,6.000,169.000,427.000,,5428.000,1873.000,,36323.000,4218.000,72.000,12190.000,548.000,
2023-11-09 14:00:00+01:00,353.000,3747.000,7.000,169.000,116.000,,5367.000,1820.000,,36501.000,4297.000,70.000,12896.000,554.000,
2023-11-09 15:00:00+01:00,349.000,3900.000,7.000,169.000,192.000,,5321.000,2445.000,,36589.000,3828.000,68.000,12440.000,558.000,
2023-11-09 16:00:00+01:00,349.000,4251.000,8.000,169.000,849.000,,5403.000,2812.000,,36863.000,2842.000,69.000,12161.000,557.000,
2023-11-09 17:00:00+01:00,348.000,4334.000,9.000,169.000,1245.000,,5558.000,2687.000,,37608.000,1174.000,74.000,11760.000,557.000,
2023-11-09 18:00:00+01:00,350.000,4569.000,9.000,169.000,1819.000,,5952.000,3069.000,,37697.000,375.000,74.000,11503.000,557.000,
2023-11-09 19:00:00+01:00,351.000,4806.000,8.000,169.000,3187.000,,6085.000,3078.000,,37745.000,0.000,74.000,11747.000,556.000,
2023-11-09 20:00:00+01:00,353.000,4824.000,8.000,169.000,3331.000,,6025.000,3096.000,,37840.000,0.000,73.000,11633.000,556.000,
2023-11-09 21:00:00+01:00,356.000,4462.000,9.000,169.000,1739.000,,5946.000,2470.000,,37691.000,0.000,71.000,12020.000,557.000,
2023-11-09 22:00:00+01:00,354.000,3313.000,9.000,169.000,870.000,,5866.000,2190.000,,37180.000,0.000,74.000,11607.000,551.000,
2023-11-09 23:00:00+01:00,356.000,2361.000,8.000,169.000,158.000,,5699.000,1809.000,,37145.000,0.000,75.000,11438.000,553.000,
2023-11-10 00:00:00+01:00,357.000,2312.000,6.000,169.000,,285.000,5677.000,1815.000,,36898.000,0.000,73.000,11229.000,554.000,
2023-11-10 01:00:00+01:00,356.000,2277.000,6.000,169.000,,1047.000,5589.000,1850.000,,36726.000,0.000,74.000,11200.000,550.000,
2023-11-10 02:00:00+01:00,357.000,2140.000,7.000,169.000,,2141.000,5373.000,1770.000,,36728.000,0.000,74.000,10929.000,555.000,
2023-11-10 03:00:00+01:00,360.000,2228.000,7.000,169.000,,2193.000,5200.000,1767.000,,36754.000,0.000,74.000,10831.000,556.000,
2023-11-10 04:00:00+01:00,348.000,2234.000,7.000,169.000,,2739.000,5175.000,1718.000,,36422.000,0.000,73.000,10668.000,557.000,
2023-11-10 05:00:00+01:00,344.000,2231.000,7.000,169.000,,2814.000,5204.000,1703.000,,36651.000,0.000,73.000,11092.000,557.000,
2023-11-10 06:00:00+01:00,342.000,2285.000,7.000,169.000,,2410.000,5300.000,2072.000,,37180.000,0.000,73.000,11574.000,554.000,
2023-11-10 07:00:00+01:00,342.000,2396.000,6.000,169.000,,561.000,5450.000,2293.000,,37816.000,250.000,71.000,12006.000,557.000,
2023-11-10 08:00:00+01:00,343.000,2767.000,6.000,169.000,1525.000,,5830.000,3282.000,,37799.000,260.000,73.000,12389.000,556.000,
2023-11-10 09:00:00+01:00,341.000,3570.000,5.000,169.000,2067.000,,5970.000,3312.000,,37693.000,667.000,71.000,12317.000,534.000,
2023-11-10 10:00:00+01:00,341.000,3414.000,5.000,169.000,1304.000,,6001.000,3149.000,,37672.000,2172.000,70.000,12392.000,553.000,
2023-11-10 11:00:00+01:00,345.000,3420.000,4.000,169.000,538.000,,5926.000,2734.000,,37618.000,4180.000,71.000,12783.000,550.000,
2023-11-10 12:00:00+01:00,344.000,2868.000,4.000,169.000,105.000,,5832.000,2162.000,,37579.000,5183.000,70.000,13292.000,549.000,
2023-11-10 13:00:00+01:00,342.000,3188.000,4.000,169.000,188.000,,5711.000,2302.000,,37564.000,5589.000,69.000,13610.000,551.000,
2023-11-10 14:00:00+01:00,344.000,3303.000,5.000,169.000,,250.000,5642.000,2145.000,,37470.000,5160.000,69.000,14282.000,554.000,
2023-11-10 15:00:00+01:00,340.000,3274.000,7.000,169.000,,190.000,5560.000,2142.000,,37604.000,4502.000,69.000,14464.000,554.000,
2023-11-10 16:00:00+01:00,352.000,3259.000,6.000,169.000,,34.000,5660.000,2161.000,,37617.000,3046.000,65.000,14284.000,555.000,
2023-11-10 17:00:00+01:00,356.000,3353.000,7.000,169.000,669.000,,5874.000,2095.000,,37422.000,1364.000,69.000,14472.000,554.000,
2023-11-10 18:00:00+01:00,353.000,3890.000,7.000,169.000,1309.000,,6141.000,2328.000,,37373.000,370.000,72.000,14364.000,555.000,
2023-11-10 19:00:00+01:00,352.000,3934.000,7.000,169.000,2292.000,,6191.000,3027.000,,37459.000,0.000,69.000,14239.000,551.000,
2023-11-10 20:00:00+01:00,352.000,4046.000,6.000,169.000,2508.000,,6142.000,3051.000,,37267.000,0.000,72.000,13557.000,527.000,
2023-11-10 21:00:00+01:00,357.000,3884.000,6.000,169.000,1380.000,,6002.000,2633.000,,37068.000,0.000,74.000,12584.000,465.000,
2023-11-10 22:00:00+01:00,352.000,3214.000,6.000,169.000,663.000,,6051.000,2305.000,,37153.000,0.000,72.000,11740.000,414.000,
2023-11-10 23:00:00+01:00,355.000,3729.000,6.000,169.000,1270.000,,6102.000,2500.000,,37217.000,0.000,73.000,10152.000,308.000,
2023-11-11 00:00:00+01:00,358.000,3659.000,6.000,169.000,910.000,,5979.000,2142.000,,36733.000,0.000,71.000,8827.000,193.000,
2023-11-11 01:00:00+01:00,362.000,3477.000,5.000,169.000,381.000,,5922.000,2938.000,,36757.000,0.000,72.000,7709.000,177.000,
2023-11-11 02:00:00+01:00,363.000,3313.000,6.000,169.000,,366.000,5719.000,2515.000,,36672.000,0.000,73.000,6282.000,136.000,
2023-11-11 03:00:00+01:00,360.000,2786.000,6.000,169.000,,520.000,5588.000,2178.000,,36741.000,0.000,74.000,5238.000,128.000,
2023-11-11 04:00:00+01:00,359.000,2148.000,6.000,169.000,,812.000,5501.000,1781.000,,36597.000,0.000,73.000,4641.000,103.000,
2023-11-11 05:00:00+01:00,357.000,2227.000,6.000,169.000,,1475.000,5392.000,1545.000,,36874.000,0.000,73.000,4342.000,103.000,
2023-11-11 06:00:00+01:00,359.000,2256.000,6.000,169.000,,1056.000,5427.000,1524.000,,36891.000,0.000,70.000,4174.000,98.000,
2023-11-11 07:00:00+01:00,361.000,2182.000,6.000,169.000,,868.000,5414.000,1539.000,,36872.000,241.000,68.000,3935.000,128.000,
2023-11-11 08:00:00+01:00,361.000,2242.000,5.000,169.000,,763.000,5511.000,1980.000,,36893.000,254.000,70.000,4074.000,108.000,
2023-11-11 09:00:00+01:00,360.000,2547.000,5.000,169.000,122.000,,5643.000,1960.000,,37005.000,821.000,69.000,3739.000,79.000,
2023-11-11 10:00:00+01:00,361.000,3200.000,5.000,169.000,195.000,,5775.000,2231.000,,36886.000,2734.000,70.000,3255.000,80.000,
2023-11-11 11:00:00+01:00,363.000,3254.000,5.000,169.000,,54.000,5865.000,1994.000,,36837.000,4835.000,71.000,2774.000,66.000,
2023-11-11 12:00:00+01:00,361.000,3234.000,6.000,169.000,,444.000,5782.000,1975.000,,36913.000,5928.000,70.000,2533.000,55.000,
2023-11-11 13:00:00+01:00,361.000,3275.000,6.000,169.000,,426.000,5772.000,2056.000,,36828.000,6312.000,68.000,2531.000,56.000,
2023-11-11 14:00:00+01:00,361.000,3237.000,6.000,169.000,201.000,,5709.000,2340.000,,36888.000,5699.000,71.000,2553.000,80.000,
2023-11-11 15:00:00+01:00,359.000,3514.000,6.000,169.000,,202.000,5615.000,2149.000,,36954.000,4250.000,70.000,2497.000,104.000,
2023-11-11 16:00:00+01:00,357.000,4455.000,5.000,169.000,379.000,,5782.000,2500.000,,36907.000,2435.000,70.000,2306.000,115.000,
2023-11-11 17:00:00+01:00,355.000,5144.000,5.000,169.000,1742.000,,5887.000,2789.000,,36875.000,896.000,72.000,2018.000,137.000,
2023-11-11 18:00:00+01:00,357.000,5328.000,4.000,169.000,2355.000,,6008.000,3153.000,,36780.000,296.000,72.000,2359.000,285.000,
2023-11-11 19:00:00+01:00,356.000,5367.000,4.000,169.000,2768.000,,6147.000,3787.000,,36841.000,0.000,72.000,2804.000,325.000,
2023-11-11 20:00:00+01:00,356.000,5359.000,3.000,169.000,3314.000,,6238.000,3422.000,,36915.000,0.000,71.000,3203.000,393.000,
2023-11-11 21:00:00+01:00,357.000,5249.000,3.000,169.000,2497.000,,6126.000,3369.000,,36936.000,0.000,70.000,3504.000,429.000,
2023-11-11 22:00:00+01:00,359.000,5043.000,2.000,169.000,1237.000,,6189.000,3007.000,,36846.000,0.000,69.000,4034.000,399.000,
2023-11-11 23:00:00+01:00,357.000,5010.000,2.000,169.000,1197.000,,6125.000,3042.000,,36973.000,0.000,71.000,4307.000,422.000,
2023-11-12 00:00:00+01:00,355.000,5126.000,2.000,169.000,1079.000,,6067.000,2895.000,,37033.000,0.000,72.000,4432.000,430.000,
2023-11-12 01:00:00+01:00,354.000,3948.000,1.000,169.000,795.000,,5890.000,2784.000,,36901.000,0.000,72.000,4716.000,441.000,
2023-11-12 02:00:00+01:00,355.000,2981.000,1.000,169.000,671.000,,5798.000,2761.000,,36893.000,0.000,73.000,5659.000,449.000,
2023-11-12 03:00:00+01:00,356.000,2902.000,1.000,169.000,66.000,,5671.000,2311.000,,36684.000,0.000,74.000,6377.000,479.000,
