name,country,zone,fuel,tech,commissioned,capacity_mw,eta,lon,lat
Gerlos,AT,AT,,,1949.0,200.0,,,
Gralla,AT,AT,,,1964.0,15.0,,,
Graz-Puntigam,AT,AT,,,,18.0,,,
Greifenstein,AT,AT,,,1985.0,293.0,,,
Gries,AT,AT,,,2019.0,9.0,,,
Großraming,AT,AT,,,1950.0,72.0,,,
Gstatterboden,AT,AT,,,2009.0,2.0,,,
Gunggl,AT,AT,,,1992.0,4.0,,,
Gössendorf,AT,AT,,,2012.0,19.0,,,
Hieflau,AT,AT,,,1956.0,63.0,,,
Hieflau-Erzbach,AT,AT,,,1956.0,1.0,,,
Hirzbach,AT,AT,,,2012.0,1.0,,,
Häusling,AT,AT,,,1988.0,360.0,,,
Kalsdorf,AT,AT,,,2013.0,19.0,,,
Kaprun Hauptstufe,AT,AT,,,1953.0,260.0,,,
Kaprun-Klammsee,AT,AT,,,1947.0,1.0,,,
Kellerberg,AT,AT,,,1985.0,25.0,,,
Klaus,AT,AT,,,1975.0,20.0,,,
Kreuzbergmaut,AT,AT,,,1996.0,18.0,,,
Kreuzeck,AT,AT,,,1960.0,45.0,,,
Krippau,AT,AT,,,1965.0,30.0,,,
Landl,AT,AT,,,1967.0,25.0,,,
Laufnitzdorf,AT,AT,,,1931.0,18.0,,,
Lavamünd,AT,AT,,,1949.0,28.0,,,
Leoben,AT,AT,,,2005.0,10.0,,,
Losenstein,AT,AT,,,1962.0,39.0,,,
Malta-Hauptstufe (Rottau),AT,AT,,,1979.0,730.0,,,
Malta-Oberstufe (Kölnbreinsperre),AT,AT,,,1979.0,120.0,,,
Malta-Unterstufe (Möllbrücke),AT,AT,,,1979.0,41.0,,,
Mandling,AT,AT,,,1985.0,6.0,,,
Mayrhofen,AT,AT,,,1970.0,355.0,,,
Melk,AT,AT,,,1982.0,187.0,,,
Mellach Fernheizkraftwerk,AT,AT,hardcoal,Hardcoal,1986.0,246.0,0.37,,
Mellach Gaskombikraftwerk,AT,AT,hardcoal,Hardcoal,2011.0,832.0,0.43,,
Mellach Laufkraftwerk,AT,AT,,,1985.0,16.0,,,
Mühldorf,AT,AT,,,1925.0,1.0,,,
Niklai,AT,AT,,,1960.0,2.0,,,
Nußdorf bei Wien,AT,AT,,,2005.0,5.0,,,
Obervogau,AT,AT,,,1978.0,13.0,,,
Ottensheim-Wilhering,AT,AT,,,1974.0,179.0,,,
Pack,AT,AT,,,1931.0,1.0,,,
Paternion,AT,AT,,,1988.0,24.0,,,
Peggau-Deutschfeistritz,AT,AT,,,1965.0,13.0,,,
Pernegg,AT,AT,,,1927.0,26.0,,,
Pichlern,AT,AT,,,2005.0,2.0,,,
Pöls,AT,AT,,,1904.0,2.0,,,
Rabenstein,AT,AT,,,1987.0,14.0,,,
Ramsaubach,AT,AT,,,1985.0,1.0,,,
Reißeck 2,AT,AT,,,2016.0,430.0,,,
Reißeck Jahresspeicher,AT,AT,,,1962.0,68.0,,,
Reißeck Tagesspeicher,AT,AT,,,1953.0,23.0,,,
Retznei,AT,AT,,,1992.0,1.0,,,
Rosegg-St.Jakob,AT,AT,,,1974.0,80.0,,,
Rosenau,AT,AT,,,1953.0,34.0,,,
Roßhag,AT,AT,,,1972.0,231.0,,,
Salza,AT,AT,,,1949.0,9.0,,,
Schwabeck,AT,AT,,,1943.0,79.0,,,
Schwarzach,AT,AT,,,1960.0,120.0,,,
Schönau,AT,AT,,,1972.0,30.0,,,
Spielfeld,AT,AT,,,1982.0,13.0,,,
St.Georgen,AT,AT,,,1985.0,6.0,,,
St.Johann,AT,AT,,,1991.0,17.0,,,
St.Martin,AT,AT,,,1965.0,10.0,,,
St.Pantaleon,AT,AT,,,1965.0,51.0,,,
St.Veit,AT,AT,,,1989.0,17.0,,,
Steinfeld,AT,AT,,,1963.0,1.0,,,
Sölk,AT,AT,,,1978.0,61.0,,,
Talbach,AT,AT,,,1926.0,1.0,,,
Teigitschmühle,AT,AT,,,1926.0,1.0,,,
Ternberg,AT,AT,,,1949.0,42.0,,,
Thurnsdorf,AT,AT,,,1965.0,3.0,,,
Triebenbach,AT,AT,,,1995.0,10.0,,,
Tuxbach,AT,AT,,,1930.0,1.0,,,
Unterer Tuxbach  Kleinkraftwerk Stillupp,AT,AT,,,,2.0,,,
Urreiting,AT,AT,,,1986.0,17.0,,,
Villach,AT,AT,,,1984.0,25.0,,,
Vordernberg,AT,AT,,,1987.0,1.0,,,
Wallnerau-Salzach,AT,AT,,,1990.0,13.0,,,
Wallnerau-Unterwasser,AT,AT,,,1989.0,5.0,,,
Wallsee-Mitterkirchen,AT,AT,,,1968.0,210.0,,,
Weinzödl,AT,AT,,,1982.0,18.0,,,
Weißenegg,AT,AT,,,1985.0,1.0,,,
Werfen/Pfarrwerfen,AT,AT,,,2009.0,16.0,,,
Weyer,AT,AT,,,1969.0,37.0,,,
Ybbs-Persenbeug,AT,AT,,,1959.0,237.0,,,
Mellach Gas-Kombikraftwerk,AT,AT,gas,CCGT,2011.0,832.0,0.58,15.492162,46.908219
TheiÃ,AT,AT,gas,OCGT,2000.0,800.0,0.37,15.710147,48.394861
Simmering 1,AT,AT,gas,CCGT,2009.0,710.0,0.58,16.43375,48.18331
Timelkam,AT,AT,gas,CCGT,2008.0,405.0,0.58,13.59161,48.01256
Donaustadt,AT,AT,gas,OCGT,2001.0,395.0,0.37,16.46315,48.19878
Simmering 3,AT,AT,gas,CCGT,2009.0,350.0,0.58,16.43375,48.18331
Mellach Fernheizkraftwerk,AT,AT,,,1986.0,246.0,,15.492162,46.908219
Linz-Mitte Fernheizkraftwerk,AT,AT,gas,CCGT,1970.0,217.0,0.52,14.322935,48.299219
Linz-SÃ¼d Fernheizkraftwerk,AT,AT,gas,CCGT,1993.0,192.0,0.52,14.346898,48.267893
Korneuburg,AT,AT,gas,CCGT,1958.0,150.0,0.52,16.33981,48.33263
Salzburg-Mitte Heizkraftwerk,AT,AT,gas,CCGT,2001.0,83.7,0.55,13.03819,47.80929
Laakirchen,AT,AT,gas,CCGT,1993.0,61.0,0.52,,
Simmering 2,AT,AT,gas,CCGT,2009.0,60.0,0.58,16.43375,48.18331
Wels Fernheizkraftwerk,AT,AT,gas,CCGT,2000.0,47.0,0.55,14.00755,48.15184
Salzburg-Nord Heizkraftwerk,AT,AT,gas,GT+ST,1994.0,13.5,0.45,13.03398,47.82744
Amager Power Station (Unit 1),DK ,DK_2,gas,CCGT,2009.0,70.0,0.58,12.62621,55.68583
Amager Power Station (Unit 3),DK ,DK_2,,,1989.0,263.0,,12.62621,55.68583
Asnæs Power Station (Unit 2),DK ,DK_1,,,1961.0,147.0,,11.08156,55.66252
Avedøre Power Station (Unit 1),DK ,DK_2,,,1990.0,254.0,,12.48127,55.60358
Avedøre Power Station (Unit 2),DK ,DK_2,,,2002.0,394.0,,12.48127,55.60358
Esbjerg Power Station (Unit 3),DK ,DK_1,,,1992.0,407.0,,8.45523,55.45632
Fyn Power Station (Unit 7),DK ,DK_1,hardcoal,Hardcoal,1991.0,410.0,0.37,10.41203,55.42938
Fyn Power Station (Unit 8),DK ,DK_1,gas,CCGT,2009.0,35.0,0.58,10.41203,55.42938
H.C. Ørsted Power Station (Unit 7),DK ,DK_2,gas,CCGT,1985.0,75.0,0.52,12.55563,55.65757
H.C. Ørsted Power Station (Unit 8),DK ,DK_2,gas,CCGT,2004.0,25.0,0.55,12.55563,55.65757
Herning Power Station,DK ,DK_1,gas,CCGT,1982.0,89.0,0.52,9.0064,56.12128
Kyndby Power Station (Unit 21),DK ,DK_2,oil,Oil,1974.0,260.0,0.35,11.87987,55.81028
Kyndby Power Station (Unit 22),DK ,DK_2,oil,Oil,1976.0,260.0,0.35,11.87987,55.81028
Kyndby Power Station (Unit 41),DK ,DK_2,oil,Oil,1974.0,20.0,0.35,11.87987,55.81028
Kyndby Power Station (Unit 51+52),DK ,DK_2,oil,Oil,1973.0,125.0,0.35,11.87987,55.81028
Masnedø Power Station (Unit 31),DK ,DK_2,,,1975.0,70.0,,11.88538,54.99552
Nordjylland Power Station (Gas Turbine Unit),DK ,DK_1,hardcoal,Hardcoal,1976.0,25.0,0.37,10.04252,57.0726
Nordjylland Power Station (Unit 3),DK ,DK_1,hardcoal,Hardcoal,1998.0,415.0,0.4,10.04252,57.0726
Østkraft,DK ,DK_2,,,2014.0,90.0,,14.69715,55.09371
Skærbæk Power Station (Unit 3),DK ,DK_1,gas,CCGT,1997.0,392.0,0.55,9.61331,55.51132
Studstrup Power Station (Unit 3),DK ,DK_1,hardcoal,Hardcoal,1984.0,375.0,0.37,10.34725,56.24895
Studstrup Power Station (Unit 5),DK ,DK_1,hardcoal,Hardcoal,1986.0,15.0,0.37,10.34725,56.24895
BNA0024,AT,AT,,,1989.0,60.0,,12.761757,46.8142048
BNA0496,AT,AT,,,1956.0,89.0,,10.721519,47.212246
BNA0505,AT,AT,,,1927.0,79.0,,11.788647,47.393249
BNA0567a,AT,AT,,,1981.0,144.5,,11.005735,47.207784
BNA0567b,AT,AT,,,1981.0,144.5,,11.005735,47.207784
BNA0583,CH,CH,,,1914.0,104.4,,8.049404,47.555936
BNA0777,AT,AT,,,1969.0,247.0,,10.05986,46.96845
BNA0778,AT,AT,,,2008.0,525.0,,10.05986,46.96845
BNA0779,AT,AT,,,1943.0,29.0,,10.05986,46.96845
BNA0780,AT,AT,,,1930.0,158.0,,10.05986,46.96845
BNA0816,AT,AT,,,1964.0,392.0,,10.665211,47.067783
BNA0906,AT,AT,,,1981.0,500.0,,10.967829,47.269606
BNA0917,AT,AT,,,1961.0,96.0,,13.4415027,48.4356192
BNA0954,AT,AT,,,1957.0,238.0,,9.874652,47.074251
BNA0974,AT,AT,,,1943.0,198.0,,9.881156,47.084667
BNA0975,AT,AT,,,2011.0,295.0,,9.874559,47.084821
BNA0978,LU,DE_LU,,,1962.0,100.0,,6.178345597,49.9522709
BNA0979,LU,DE_LU,,,1962.0,100.0,,6.179156254,49.95201888
BNA0980,LU,DE_LU,,,1963.0,100.0,,6.178963317,49.95207199
BNA0981,LU,DE_LU,,,1963.0,100.0,,6.178759033,49.95213789
BNA0982,LU,DE_LU,,,1963.0,100.0,,6.178480975,49.95223166
BNA0983,LU,DE_LU,,,1964.0,100.0,,6.179282718,49.95195168
BNA0984,LU,DE_LU,,,1964.0,100.0,,6.177741627,49.95265484
BNA0985,LU,DE_LU,,,1963.0,100.0,,6.178605006,49.95217851
BNA0986,LU,DE_LU,,,1964.0,100.0,,6.178249128,49.9522975
BNA0987,LU,DE_LU,,,1975.0,196.0,,6.178855501,49.95209356
BNA1672,AT,AT,,,1984.0,86.0,,9.669638,47.198858
BNA1675,LU,DE_LU,,,2015.0,195.0,,6.193905,49.945331
BNA1869,AT,AT,,,2017.0,12.0,,9.873709,47.073096
BNA1910,AT,AT,,,2018.0,360.0,,10.06011,46.936523
