"name","country","zone","fuel","tech","commissioned","capacity_mw","eta","scale","scaled_capacity_mw"
"Ilaget","NO","NO","nan","","2008.0","1.7","","","1.7"
"Ildgrubfossen","NO","NO","nan","","1950.0","6.5","","","6.5"
"Imsland","NO","NO","nan","","2010.0","5.0","","","5.0"
"Indre Fossen","NO","NO","nan","","1999.0","0.036","","","0.036"
"Indre Norddal","NO","NO","nan","","2008.0","0.089","","","0.089"
"Indrebø","NO","NO","nan","","2010.0","0.884","","","0.884"
"Indreitselva","NO","NO","nan","","2008.0","0.425","","","0.425"
"Ingstad","NO","NO","nan","","2007.0","0.132","","","0.132"
"Innset","NO","NO","nan","","1960.0","90.0","","","90.0"
"Innvik","NO","NO","nan","","2007.0","15.5","","","15.5"
"Istad","NO","NO","nan","","1919.0","4.8","","","4.8"
"Isvatn","NO","NO","nan","","2004.0","0.1","","","0.1"
"Iungsdalshytta","NO","NO","nan","","2017.0","0.06","","","0.06"
"Iveland","NO","NO","nan","","1949.0","87.0","","","87.0"
"Jardøla","NO","NO","nan","","2008.0","5.0","","","5.0"
"Joka","NO","NO","nan","","2005.0","1.5","","","1.5"
"Jora","NO","NO","nan","","2008.0","1.349","","","1.349"
"Jorda","NO","NO","nan","","2012.0","2.55","","","2.55"
"Jordal","NO","NO","nan","","2006.0","4.95","","","4.95"
"Jordal","NO","NO","nan","","2004.0","0.99","","","0.99"
"Jordal","NO","NO","nan","","2018.0","6.06","","","6.06"
"Jordalen","NO","NO","nan","","2005.0","0.45","","","0.45"
"Jordalen 2","NO","NO","nan","","2017.0","7.5","","","7.5"
"Jostedal","NO","NO","nan","","1989.0","288.0","","","288.0"
"Jukla","NO","NO","nan","","1974.0","35.0","","","35.0"
"Julfoss","NO","NO","nan","","2009.0","2.4","","","2.4"
"Julskaret","NO","NO","nan","","1968.0","7.0","","","7.0"
"Juvet","NO","NO","nan","","2002.0","0.45","","","0.45"
"Juvfossen","NO","NO","nan","","2002.0","7.0","","","7.0"
"Juvsbekken","NO","NO","nan","","1998.0","0.01","","","0.01"
"Jølstraholmen","NO","NO","nan","","2003.0","0.144","","","0.144"
"Jølåna","NO","NO","nan","","2011.0","1.68","","","1.68"
"Jørundland","NO","NO","nan","","1970.0","55.2","","","55.2"
"Jøssang","NO","NO","nan","","2010.0","34.0","","","34.0"
"Jøssingfjord","NO","NO","nan","","2009.0","4.5","","","4.5"
"Jåstadkraft","NO","NO","nan","","2010.0","0.99","","","0.99"
"Kaggefoss","NO","NO","nan","","1951.0","85.5","","","85.5"
"Kaldestad","NO","NO","nan","","1936.0","6.3","","","6.3"
"Kaldestad","NO","NO","nan","","1964.0","24.0","","","24.0"
"Kaldheim Bruk","NO","NO","nan","","1995.0","0.015","","","0.015"
"Kaldsåni","NO","NO","nan","","2015.0","2.8","","","2.8"
"Kaldåga","NO","NO","nan","","1958.0","15.0","","","15.0"
"Kaldåga","NO","NO","nan","","2019.0","2.1","","","2.1"
"Kaldåna","NO","NO","nan","","2014.0","2.99","","","2.99"
"Kaldåni","NO","NO","nan","","2003.0","0.054","","","0.054"
"Kalsabø","NO","NO","nan","","2000.0","0.09","","","0.09"
"Kalvedalen","NO","NO","nan","","1967.0","19.0","","","19.0"
"Kalvåa","NO","NO","nan","","2000.0","0.28","","","0.28"
"Kambe Kraft","NO","NO","nan","","2002.0","0.05","","","0.05"
"Kammerfoss","NO","NO","nan","","1958.0","1.9","","","1.9"
"Kanalen","NO","NO","nan","","2005.0","0.01","","","0.01"
"Kandal","NO","NO","nan","","2009.0","4.8","","","4.8"
"Kangsliåga","NO","NO","nan","","2010.0","3.097","","","3.097"
"Kanndalen","NO","NO","nan","","2012.0","5.49","","","5.49"
"Karstad","NO","NO","nan","","2009.0","0.39","","","0.39"
"Kastdalen","NO","NO","nan","","1969.0","1.6","","","1.6"
"Kaupanger","NO","NO","nan","","1996.0","0.055","","","0.055"
"Kaupanger 3","NO","NO","nan","","2010.0","5.1","","","5.1"
"Kildalen","NO","NO","nan","","1960.0","8.2","","","8.2"
"Kilsti","NO","NO","nan","","2004.0","0.015","","","0.015"
"Kinnali","NO","NO","nan","","1995.0","0.07","","","0.07"
"Kinnali II","NO","NO","nan","","1996.0","0.099","","","0.099"
"Kinnforsen","NO","NO","nan","","2014.0","2.95","","","2.95"
"Kinso","NO","NO","nan","","1917.0","4.1","","","4.1"
"Kistafossen","NO","NO","nan","","2008.0","1.6","","","1.6"
"Kiste","NO","NO","nan","","1917.0","5.87","","","5.87"
"Kistefoss I","NO","NO","nan","","1942.0","1.3999","","","1.3999"
"Kistefoss II","NO","NO","nan","","1955.0","4.2","","","4.2"
"Kittilsviken","NO","NO","nan","","2007.0","1.9","","","1.9"
"Kjela","NO","NO","nan","","1979.0","62.0","","","62.0"
"Kjeldebekken","NO","NO","nan","","1998.0","0.285","","","0.285"
"Kjeldåga","NO","NO","nan","","2004.0","0.47","","","0.47"
"Kjensvatn","NO","NO","nan","","2014.0","14.0","","","14.0"
"Kjetland","NO","NO","nan","","2004.0","1.5","","","1.5"
"Kjosfoss","NO","NO","nan","","1944.0","4.2","","","4.2"
"Kjærnes","NO","NO","nan","","2009.0","0.99","","","0.99"
"Kjøljua","NO","NO","nan","","1990.0","0.8","","","0.8"
"Kjølvik","NO","NO","nan","","2010.0","0.34","","","0.34"
"Kjørstad","NO","NO","nan","","2016.0","2.5","","","2.5"
"Kjøsnesfjorden","NO","NO","nan","","2010.0","84.0","","","84.0"
"Kjøsstånå","NO","NO","nan","","1997.0","0.088","","","0.088"
"Kleiva","NO","NO","nan","","2009.0","3.9","","","3.9"
"Kleivafoss","NO","NO","nan","","1946.0","0.2","","","0.2"
"Kleivane","NO","NO","nan","","2004.0","0.986","","","0.986"
"Kleivane","NO","NO","nan","","2008.0","0.099","","","0.099"
"Klosterfoss","NO","NO","nan","","1969.0","10.5","","","10.5"
"Klubbatjern","NO","NO","nan","","1999.0","0.2","","","0.2"
"Kløvkraft","NO","NO","nan","","2013.0","1.389","","","1.389"
"Kløvtveit","NO","NO","nan","","2006.0","8.9","","","8.9"
"Knutfoss","NO","NO","nan","","2010.0","4.85","","","4.85"
"Koabekken","NO","NO","nan","","1999.0","0.016","","","0.016"
"Kobbelv","NO","NO","nan","","1987.0","300.0","","","300.0"
"Kobbholm","NO","NO","nan","","2010.0","3.2","","","3.2"
"Kolfossen","NO","NO","nan","","1955.0","2.7","","","2.7"
"Kolsvik","NO","NO","nan","","1979.0","128.0","","","128.0"
"Kongsfjord I","NO","NO","nan","","1946.0","4.4","","","4.4"
"Kongsfoss","NO","NO","nan","","2004.0","2.9","","","2.9"
"Kongsmarka","NO","NO","nan","","1920.0","2.5","","","2.5"
"Kongsvinger","NO","NO","nan","","1975.0","42.7","","","42.7"
"Kopa","NO","NO","nan","","1937.0","2.6","","","2.6"
"Koparvike","NO","NO","nan","","2003.0","0.5","","","0.5"
"Krogseth","NO","NO","nan","","1997.0","0.015","","","0.015"
"Krogstadelva","NO","NO","nan","","2012.0","4.7","","","4.7"
"Kroka","NO","NO","nan","","2008.0","0.47","","","0.47"
"Krokevatn","NO","NO","nan","","2009.0","3.3","","","3.3"
"Krokvatn","NO","NO","nan","","1951.0","2.0","","","2.0"
"Krutlet","NO","NO","nan","","1999.0","0.045","","","0.045"
"Krutvatnet","NO","NO","nan","","2002.0","0.01","","","0.01"
"Kråkenes","NO","NO","nan","","2007.0","2.16","","","2.16"
"Kuli","NO","NO","nan","","1966.0","6.0","","","6.0"
"Kulu","NO","NO","nan","","2014.0","2.88","","","2.88"
"Kupe","NO","NO","nan","","2017.0","3.2","","","3.2"
"Kuråsfoss","NO","NO","nan","","1952.0","10.6","","","10.6"
"Kvalvaag","NO","NO","nan","","2010.0","0.5","","","0.5"
"Kvamselva","NO","NO","nan","","2016.0","2.67","","","2.67"
"Kvangreelva","NO","NO","nan","","2012.0","0.48","","","0.48"
"Kvanndal","NO","NO","nan","","1967.0","40.0","","","40.0"
"Kvannvatn","NO","NO","nan","","2008.0","4.04","","","4.04"
"Kvarv","NO","NO","nan","","1987.0","2.2","","","2.2"
"Kvassteinåga","NO","NO","nan","","2011.0","4.33","","","4.33"
"Kveaså","NO","NO","nan","","2011.0","5.4","","","5.4"
"Kvemma","NO","NO","nan","","2015.0","5.0","","","5.0"
"Kvemma minikraftverk","NO","NO","nan","","2004.0","0.232","","","0.232"
"Kvennhusbekken","NO","NO","nan","","2004.0","0.004","","","0.004"
"Kvennhusåi","NO","NO","nan","","1999.0","0.995","","","0.995"
"Kvennhølet","NO","NO","nan","","2003.0","0.014","","","0.014"
"Kvernerud","NO","NO","nan","","1917.0","0.28","","","0.28"
"Kvernfallet","NO","NO","nan","","1936.0","1.1","","","1.1"
"Kvernhusbekken","NO","NO","nan","","2007.0","0.07","","","0.07"
"Kvernhusdalsbekken","NO","NO","nan","","2005.0","0.099","","","0.099"
"Kvernhuselva","NO","NO","nan","","2000.0","0.32","","","0.32"
"Kvernhusfossen","NO","NO","nan","","1993.0","0.011","","","0.011"
"Kvernhusfossen","NO","NO","nan","","1997.0","0.1424","","","0.1424"
"Kverninga","NO","NO","nan","","2013.0","2.832","","","2.832"
"Kvernstad","NO","NO","nan","","2008.0","2.75","","","2.75"
"Kvernstufossen","NO","NO","nan","","1997.0","0.5","","","0.5"
"Kvernåi","NO","NO","nan","","2017.0","2.83","","","2.83"
"Kvilldal","NO","NO","nan","","1981.0","1240.0","","","1240.0"
"Kvina","NO","NO","nan","","2006.0","0.32","","","0.32"
"Kvinen","NO","NO","nan","","1981.0","80.0","","","80.0"
"Kvinesdal","NO","NO","nan","","2006.0","1.3","","","1.3"
"Kvitefella","NO","NO","nan","","2005.0","1.3","","","1.3"
"Kvitelva","NO","NO","nan","","2011.0","0.45","","","0.45"
"Kvitfossen","NO","NO","nan","","1956.0","1.8","","","1.8"
"Kvitingen","NO","NO","nan","","1926.0","0.3","","","0.3"
"Kvitno","NO","NO","nan","","2015.0","9.0","","","9.0"
"Kvittingen","NO","NO","nan","","1984.0","48.0","","","48.0"
"Kvitvella","NO","NO","nan","","2014.0","1.55","","","1.55"
"Kvitåi","NO","NO","nan","","2019.0","2.58","","","2.58"
"Kviven","NO","NO","nan","","2006.0","1.55","","","1.55"
"Kvænangsbotn","NO","NO","nan","","1965.0","55.0","","","55.0"
"Kvåle","NO","NO","nan","","2009.0","4.6","","","4.6"
"Kvåmm","NO","NO","nan","","2003.0","0.017","","","0.017"
"Kylland","NO","NO","nan","","2010.0","1.3","","","1.3"
"Kyrkjevollgrova","NO","NO","nan","","2010.0","0.3","","","0.3"
"Kysinga","NO","NO","nan","","2010.0","1.25","","","1.25"
"Kåven","NO","NO","nan","","1952.0","4.5","","","4.5"
"Laksen","NO","NO","nan","","2012.0","4.949","","","4.949"
"Lakshola","NO","NO","nan","","1999.0","30.0","","","30.0"
"Landakraft","NO","NO","nan","","2010.0","2.0","","","2.0"
"Langdalselva","NO","NO","nan","","2013.0","4.3","","","4.3"
"Langedal","NO","NO","nan","","2018.0","3.0","","","3.0"
"Langedalen","NO","NO","nan","","2011.0","5.0","","","5.0"
"Langedalselva","NO","NO","nan","","2018.0","0.99","","","0.99"
"Langevåg","NO","NO","nan","","1939.0","0.125","","","0.125"
"Langfjord","NO","NO","nan","","1949.0","9.0","","","9.0"
"Langfoss","NO","NO","nan","","1955.0","2.4","","","2.4"
"Langli","NO","NO","nan","","1944.0","1.2","","","1.2"
"Lang-Sima","NO","NO","nan","","1980.0","500.0","","","500.0"
"Langsteinelva","NO","NO","nan","","1997.0","0.09","","","0.09"
"Langvatn","NO","NO","nan","","1978.0","5.4","","","5.4"
"Langvatn","NO","NO","nan","","1964.0","90.0","","","90.0"
"Langåsfoss","NO","NO","nan","","1987.0","1.13","","","1.13"
"Lappvikelva","NO","NO","nan","","2010.0","2.7","","","2.7"
"Laskbekken","NO","NO","nan","","2018.0","0.99","","","0.99"
"Lassajavrri","NO","NO","nan","","1977.0","7.2","","","7.2"
"Laudal","NO","NO","nan","","1981.0","32.0","","","32.0"
"Laugaland","NO","NO","nan","","2006.0","0.075","","","0.075"
"Lauki og Melei","NO","NO","nan","","1917.0","0.1","","","0.1"
"Lauvlielva","NO","NO","nan","","2012.0","1.25","","","1.25"
"Lauvsnes","NO","NO","nan","","2008.0","1.4","","","1.4"
"Lavkajohka","NO","NO","nan","","1982.0","8.7","","","8.7"
"Leidesfossen","NO","NO","nan","","2000.0","0.3","","","0.3"
"Leinafoss","NO","NO","nan","","1932.0","4.8","","","4.8"
"Leirbekken","NO","NO","nan","","1915.0","0.945","","","0.945"
"Leirdøla","NO","NO","nan","","1978.0","125.0","","","125.0"
"Leirelva","NO","NO","nan","","2013.0","4.59","","","4.59"
"Leirfossene","NO","NO","nan","","2008.0","45.0","","","45.0"
"Leiro","NO","NO","nan","","2011.0","5.0","","","5.0"
"Leirosen","NO","NO","nan","","1975.0","0.45","","","0.45"
"Leiråa","NO","NO","nan","","2017.0","5.5","","","5.5"
"Leknesvatn","NO","NO","nan","","2016.0","3.8","","","3.8"
"Lekum","NO","NO","nan","","1992.0","1.5","","","1.5"
"Lesjaverk","NO","NO","nan","","1942.0","0.0","","","0.0"
"Liaelva","NO","NO","nan","","2016.0","1.5","","","1.5"
"Liafoss","NO","NO","nan","","1949.0","2.9","","","2.9"
"Liarelva","NO","NO","nan","","2013.0","1.9","","","1.9"
"Liavatn","NO","NO","nan","","1962.0","1.8","","","1.8"
"Lidal","NO","NO","nan","","2017.0","7.82","","","7.82"
"Lielva","NO","NO","nan","","2012.0","1.15","","","1.15"
"Lien","NO","NO","nan","","2004.0","0.0025","","","0.0025"
"Lille Måsevatn","NO","NO","nan","","2016.0","0.68","","","0.68"
"Lindland","NO","NO","nan","","2002.0","8.1","","","8.1"
"Lindåna","NO","NO","nan","","2011.0","1.45","","","1.45"
"Linvasselv","NO","NO","nan","","1962.0","25.0","","","25.0"
"Lio","NO","NO","nan","","1969.0","43.0","","","43.0"
"Lislevatn","NO","NO","nan","","2015.0","4.2","","","4.2"
"Litjfossen","NO","NO","nan","","1982.0","75.0","","","75.0"
"Litj-Hena","NO","NO","nan","","2014.0","4.858","","","4.858"
"Litledalen","NO","NO","nan","","1920.0","17.0","","","17.0"
"Litlelva","NO","NO","nan","","2009.0","1.36","","","1.36"
"Litleåna","NO","NO","nan","","2013.0","3.2","","","3.2"
"Ljotå","NO","NO","nan","","2019.0","1.65","","","1.65"
"Ljøsåa","NO","NO","nan","","2008.0","2.6","","","2.6"
"Logna","NO","NO","nan","","1961.0","20.2","","","20.2"
"Lognavann","NO","NO","nan","","1998.0","0.055","","","0.055"
"Lomen","NO","NO","nan","","1983.0","54.5","","","54.5"
"Lomi","NO","NO","nan","","1979.0","118.0","","","118.0"
"Lomsdalselva","NO","NO","nan","","1998.0","0.025","","","0.025"
"Longerak","NO","NO","nan","","1915.0","1.2999","","","1.2999"
"Lothe","NO","NO","nan","","2007.0","0.09","","","0.09"
"Lotsberg","NO","NO","nan","","2010.0","1.45","","","1.45"
"Lovik","NO","NO","nan","","1952.0","1.2","","","1.2"
"Lundsfoss","NO","NO","nan","","1915.0","0.7","","","0.7"
"Lundsæter","NO","NO","nan","","1934.0","0.75","","","0.75"
"Luostejok","NO","NO","nan","","2020.0","2.58","","","2.58"
"Luren","NO","NO","nan","","1998.0","0.0026","","","0.0026"
"Lutufallet","NO","NO","nan","","1964.0","14.1","","","14.1"
"Lya","NO","NO","nan","","2008.0","5.49","","","5.49"
"Lysbotn","NO","NO","nan","","1941.0","5.35","","","5.35"
"Lysebotn 2","NO","NO","nan","","1953.0","370.0","","","370.0"
"Lysvatn","NO","NO","nan","","1963.0","4.1","","","4.1"
"Løa","NO","NO","nan","","1999.0","0.35","","","0.35"
"Løgjen","NO","NO","nan","","2007.0","0.57","","","0.57"
"Løkaunet","NO","NO","nan","","1926.0","9.3","","","9.3"
"Løpet","NO","NO","nan","","1971.0","29.0","","","29.0"
"Madalen","NO","NO","nan","","2003.0","0.12","","","0.12"
"Madland","NO","NO","nan","","2010.0","1.875","","","1.875"
"Mago A","NO","NO","nan","","1984.0","0.77","","","0.77"
"Mago B","NO","NO","nan","","1960.0","0.86","","","0.86"
"Mago C","NO","NO","nan","","1978.0","0.78","","","0.78"
"Mago D","NO","NO","nan","","1980.0","1.6","","","1.6"
"Makkoren","NO","NO","nan","","2012.0","4.0","","","4.0"
"Malmo","NO","NO","nan","","1997.0","0.7","","","0.7"
"Mandelid","NO","NO","nan","","2000.0","0.125","","","0.125"
"Mannsberg","NO","NO","nan","","2016.0","3.52","","","3.52"
"Mardal","NO","NO","nan","","1975.0","6.0","","","6.0"
"Maribu","NO","NO","nan","","2008.0","0.09","","","0.09"
"Marifjøra","NO","NO","nan","","2001.0","0.09","","","0.09"
"Markjelkevatn","NO","NO","nan","","2007.0","1.2","","","1.2"
"Marvik","NO","NO","nan","","2008.0","0.786","","","0.786"
"Matre H","NO","NO","nan","","1957.0","180.0","","","180.0"
"Matre M","NO","NO","nan","","1962.0","150.0","","","150.0"
"Mattisfoss","NO","NO","nan","","1993.0","2.3","","","2.3"
"Maudal","NO","NO","nan","","1930.0","25.5","","","25.5"
"Mauranger","NO","NO","nan","","1974.0","250.0","","","250.0"
"Medåe","NO","NO","nan","","2007.0","0.784","","","0.784"
"Medås","NO","NO","nan","","2000.0","0.02","","","0.02"
"Mehammer Mikrokraftverk I","NO","NO","nan","","2000.0","0.012","","","0.012"
"Mehammer Mikrokraftverk II","NO","NO","nan","","2005.0","0.018","","","0.018"
"Meierifossen","NO","NO","nan","","2008.0","1.36","","","1.36"
"Meisal I","NO","NO","nan","","1936.0","0.9","","","0.9"
"Meisal II","NO","NO","nan","","1999.0","4.1","","","4.1"
"Mel","NO","NO","nan","","1989.0","52.0","","","52.0"
"Mela","NO","NO","nan","","2017.0","3.74","","","3.74"
"Melheim","NO","NO","nan","","2013.0","0.05","","","0.05"
"Melkefoss","NO","NO","nan","","1978.0","22.0","","","22.0"
"Mellomjord 2","NO","NO","nan","","2008.0","0.018","","","0.018"
"Memurubu","NO","NO","nan","","1972.0","0.06","","","0.06"
"Meråker","NO","NO","nan","","1994.0","86.8","","","86.8"
"Mesna","NO","NO","nan","","1985.0","37.5","","","37.5"
"Middagsbukt","NO","NO","nan","","2007.0","0.006","","","0.006"
"Middyr","NO","NO","nan","","1981.0","1.2999","","","1.2999"
"Middøla","NO","NO","nan","","2015.0","4.36","","","4.36"
"Midtlæger","NO","NO","nan","","2016.0","3.47","","","3.47"
"Midtre Tessa","NO","NO","nan","","1954.0","7.0","","","7.0"
"Midtun","NO","NO","nan","","2014.0","0.65","","","0.65"
"Milja","NO","NO","nan","","2019.0","0.12","","","0.12"
"Misfjord","NO","NO","nan","","2012.0","1.4","","","1.4"
"Mjeldeelva","NO","NO","nan","","2016.0","1.64","","","1.64"
"Mjella","NO","NO","nan","","2007.0","0.2","","","0.2"
"Mo","NO","NO","nan","","1908.0","2.3","","","2.3"
"Mo","NO","NO","nan","","2000.0","10.0","","","10.0"
"Mobæk Mølle","NO","NO","nan","","1942.0","0.025","","","0.025"
"Moe","NO","NO","nan","","1995.0","0.005","","","0.005"
"Moelv","NO","NO","nan","","2001.0","1.2","","","1.2"
"Mofjellet","NO","NO","nan","","2011.0","0.597","","","0.597"
"Moflåt","NO","NO","nan","","1954.0","30.0","","","30.0"
"Moi","NO","NO","nan","","1997.0","0.5","","","0.5"
"Moksa","NO","NO","nan","","1990.0","15.0","","","15.0"
"Molla","NO","NO","nan","","2003.0","0.44","","","0.44"
"Momrak","NO","NO","nan","","2011.0","1.0","","","1.0"
"Monabekken","NO","NO","nan","","1987.0","0.048","","","0.048"
"Mone","NO","NO","nan","","2006.0","0.05","","","0.05"
"Monge","NO","NO","nan","","1975.0","0.8","","","0.8"
"Morkenfoss","NO","NO","nan","","1986.0","2.1","","","2.1"
"Mortensdalelva","NO","NO","nan","","2012.0","2.1","","","2.1"
"Mosbakka","NO","NO","nan","","2010.0","4.05","","","4.05"
"Mosbekken","NO","NO","nan","","2005.0","0.006","","","0.006"
"Moskenes Fiskeindustri","NO","NO","nan","","1995.0","0.075","","","0.075"
"Mossefossen","NO","NO","nan","","1986.0","3.1","","","3.1"
"Mosvik","NO","NO","nan","","1984.0","37.0","","","37.0"
"Mulvik","NO","NO","nan","","2010.0","0.365","","","0.365"
"Muoidejohka","NO","NO","nan","","2014.0","5.49","","","5.49"
"Mydalen","NO","NO","nan","","1959.0","7.0","","","7.0"
"Mydland","NO","NO","nan","","1998.0","0.3","","","0.3"
"Myklebost","NO","NO","nan","","2018.0","5.32","","","5.32"
"Myklebust","NO","NO","nan","","2009.0","2.0","","","2.0"
"Myklebustdalen","NO","NO","nan","","2007.0","0.225","","","0.225"
"Mykstufoss","NO","NO","nan","","1964.0","48.0","","","48.0"
"Myra","NO","NO","nan","","1988.0","3.7","","","3.7"
"Myraelva","NO","NO","nan","","2007.0","0.075","","","0.075"
"Myrbekk","NO","NO","nan","","2005.0","0.2","","","0.2"
"Myster","NO","NO","nan","","1987.0","107.0","","","107.0"
"Mæl","NO","NO","nan","","1957.0","37.5","","","37.5"
"Mælafoss","NO","NO","nan","","1918.0","0.94","","","0.94"
"Mærdalsåi","NO","NO","nan","","2008.0","0.4","","","0.4"
"Mølleelva","NO","NO","nan","","2018.0","4.5","","","4.5"
"Møllefossen","NO","NO","nan","","1991.0","0.95","","","0.95"
"Møllen","NO","NO","nan","","1977.0","2.0","","","2.0"
"Mølnbekken","NO","NO","nan","","2015.0","1.55","","","1.55"
"Mølnelva","NO","NO","nan","","2008.0","1.2","","","1.2"
"Mørnbekken","NO","NO","nan","","1998.0","0.036","","","0.036"
"Mørre","NO","NO","nan","","1977.0","13.6","","","13.6"
"Møyskrev","NO","NO","nan","","1998.0","0.17","","","0.17"
"Måge","NO","NO","nan","","2009.0","0.55","","","0.55"
"Mågeli","NO","NO","nan","","1956.0","29.0","","","29.0"
"Målset","NO","NO","nan","","1967.0","20.0","","","20.0"
"Mår","NO","NO","nan","","1948.0","180.0","","","180.0"
"Måren","NO","NO","nan","","2010.0","5.0","","","5.0"
"Mårøyfjord","NO","NO","nan","","1956.0","4.4","","","4.4"
"Naddvik","NO","NO","nan","","1987.0","112.0","","","112.0"
"Nape","NO","NO","nan","","2013.0","1.925","","","1.925"
"Nasvatn","NO","NO","nan","","2008.0","0.99","","","0.99"
"Naurak","NO","NO","nan","","2000.0","0.445","","","0.445"
"Nea","NO","NO","nan","","1960.0","175.0","","","175.0"
"Nedalsfoss","NO","NO","nan","","1974.0","25.0","","","25.0"
"Nedre Bersåvatn","NO","NO","nan","","2004.0","4.1","","","4.1"
"Nedre Eiane","NO","NO","nan","","2002.0","0.04","","","0.04"
"Nedre Fiskumfoss","NO","NO","nan","","1946.0","41.5","","","41.5"
"Nedre Kivfallet","NO","NO","nan","","2003.0","0.93","","","0.93"
"Nedre Leirfoss","NO","NO","nan","","1910.0","2.4","","","2.4"
"Nedre Markevatn","NO","NO","nan","","1954.0","2.8","","","2.8"
