"name","country","zone","fuel","tech","commissioned","capacity_mw","eta","scale","scaled_capacity_mw"
"Djupfjord I","NO","NO","nan","","1952.0","5.1","","","5.1"
"Djupfjord II","NO","NO","nan","","1957.0","2.6","","","2.6"
"Djupvika","NO","NO","nan","","2001.0","0.038","","","0.038"
"Djupå","NO","NO","nan","","1998.0","0.008","","","0.008"
"Djuv","NO","NO","nan","","2009.0","0.045","","","0.045"
"Dokka","NO","NO","nan","","1989.0","44.6","","","44.6"
"Dokkelva","NO","NO","nan","","2012.0","5.49","","","5.49"
"Dragefossen","NO","NO","nan","","1987.0","3.3","","","3.3"
"Drarvik","NO","NO","nan","","2000.0","0.022","","","0.022"
"Draura","NO","NO","nan","","2013.0","2.5","","","2.5"
"Dravlaus","NO","NO","nan","","2016.0","4.18","","","4.18"
"Driva","NO","NO","nan","","1973.0","140.0","","","140.0"
"Drivdal","NO","NO","nan","","2008.0","2.3","","","2.3"
"Drivdalselva","NO","NO","nan","","2002.0","0.35","","","0.35"
"Duge","NO","NO","nan","","1979.0","200.0","","","200.0"
"Dvergsdalsdalen","NO","NO","nan","","2010.0","2.0","","","2.0"
"Dversetelva","NO","NO","nan","","2011.0","3.68","","","3.68"
"Dynjanfoss","NO","NO","nan","","1951.0","33.0","","","33.0"
"Dyrbakk","NO","NO","nan","","1913.0","0.57","","","0.57"
"Dyrhovden","NO","NO","nan","","1998.0","0.069","","","0.069"
"Dyrkorn","NO","NO","nan","","2011.0","2.8","","","2.8"
"Dyrnesli","NO","NO","nan","","1907.0","6.5","","","6.5"
"Dyrstad","NO","NO","nan","","1999.0","0.99","","","0.99"
"Døla","NO","NO","nan","","2011.0","2.1","","","2.1"
"Døsen","NO","NO","nan","","2004.0","0.09","","","0.09"
"Døvik","NO","NO","nan","","2004.0","0.8","","","0.8"
"Døvikfoss","NO","NO","nan","","1975.0","15.0","","","15.0"
"Eftestøl","NO","NO","nan","","2000.0","0.4","","","0.4"
"Egge","NO","NO","nan","","2007.0","5.0","","","5.0"
"Eid","NO","NO","nan","","2000.0","9.6","","","9.6"
"Eide","NO","NO","nan","","2008.0","0.09","","","0.09"
"Eidefossen","NO","NO","nan","","1983.0","13.2","","","13.2"
"Eidesfossen","NO","NO","nan","","1954.0","3.8","","","3.8"
"Eidet","NO","NO","nan","","1960.0","2.3","","","2.3"
"Eidsdal","NO","NO","nan","","2006.0","6.085","","","6.085"
"Eidsetelva","NO","NO","nan","","2011.0","1.8","","","1.8"
"Eidsfoss","NO","NO","nan","","1964.0","15.0","","","15.0"
"Eidsfoss","NO","NO","nan","","1956.0","4.1","","","4.1"
"Eidsfoss","NO","NO","nan","","1903.0","0.9","","","0.9"
"Eidsfossen","NO","NO","nan","","1917.0","7.0","","","7.0"
"Eidsfossen","NO","NO","nan","","1922.0","0.4","","","0.4"
"Eidsland 1","NO","NO","nan","","2015.0","0.48","","","0.48"
"Eidsland 2","NO","NO","nan","","2019.0","0.63","","","0.63"
"Eikedalsvatten","NO","NO","nan","","1986.0","0.032","","","0.032"
"Eikelandsosen","NO","NO","nan","","1986.0","30.0","","","30.0"
"Eimstad","NO","NO","nan","","2002.0","0.019","","","0.019"
"Einunna","NO","NO","nan","","1955.0","9.0","","","9.0"
"Eiriksdal","NO","NO","nan","","2013.0","80.0","","","80.0"
"Eitro","NO","NO","nan","","2013.0","4.1","","","4.1"
"Ekkjestølen","NO","NO","nan","","2009.0","4.0","","","4.0"
"Eldao","NO","NO","nan","","2018.0","9.8","","","9.8"
"Eldrevatn","NO","NO","nan","","2013.0","4.9","","","4.9"
"Ellenelva","NO","NO","nan","","2012.0","4.8","","","4.8"
"Ellingsbekken","NO","NO","nan","","2005.0","0.037","","","0.037"
"Embla","NO","NO","nan","","2012.0","4.9","","","4.9"
"Embretsfoss","NO","NO","nan","","1921.0","71.0","","","71.0"
"Engeset","NO","NO","nan","","2007.0","5.1","","","5.1"
"Epteland","NO","NO","nan","","2006.0","0.2","","","0.2"
"Erdal","NO","NO","nan","","2005.0","0.725","","","0.725"
"Erfjord","NO","NO","nan","","2008.0","0.045","","","0.045"
"Ervik","NO","NO","nan","","1997.0","0.012","","","0.012"
"Espeelvi","NO","NO","nan","","2018.0","4.56","","","4.56"
"Espeland","NO","NO","nan","","2012.0","0.965","","","0.965"
"Espeland","NO","NO","nan","","2015.0","0.27","","","0.27"
"Evanger","NO","NO","nan","","1969.0","330.0","","","330.0"
"Evebøfossen","NO","NO","nan","","1910.0","0.38","","","0.38"
"Evenset","NO","NO","nan","","2006.0","0.08","","","0.08"
"Evenstad","NO","NO","nan","","1904.0","23.5","","","23.5"
"Fagerdalen","NO","NO","nan","","2007.0","0.8","","","0.8"
"Fagerelva","NO","NO","nan","","2001.0","0.035","","","0.035"
"Fagerli","NO","NO","nan","","1975.0","48.0","","","48.0"
"Fagerlid","NO","NO","nan","","2008.0","0.32","","","0.32"
"Fagervollan","NO","NO","nan","","1990.0","21.0","","","21.0"
"Fall","NO","NO","nan","","2009.0","5.5","","","5.5"
"Faslefoss","NO","NO","nan","","1980.0","17.8","","","17.8"
"Fatland","NO","NO","nan","","2014.0","0.975","","","0.975"
"Fausa I","NO","NO","nan","","1929.0","0.78","","","0.78"
"Fausa II","NO","NO","nan","","1952.0","7.0","","","7.0"
"Fellesanlegget Kykkelsrud-Fossumfoss","NO","NO","nan","","1963.0","230.0","","","230.0"
"Finndøla","NO","NO","nan","","1972.0","108.0","","","108.0"
"Finnesetbekken","NO","NO","nan","","2011.0","1.428","","","1.428"
"Finså","NO","NO","nan","","1963.0","23.0","","","23.0"
"Fiskefjord","NO","NO","nan","","1979.0","1.5","","","1.5"
"Fiskløysa","NO","NO","nan","","2018.0","5.1","","","5.1"
"Fiskå Mølle","NO","NO","nan","","1984.0","0.1","","","0.1"
"Fivlemyr","NO","NO","nan","","1962.0","2.0","","","2.0"
"Fjellanger","NO","NO","nan","","2006.0","0.8","","","0.8"
"Fjellet","NO","NO","nan","","2015.0","4.3","","","4.3"
"Fjellhaugen","NO","NO","nan","","2008.0","0.16","","","0.16"
"Fjelna","NO","NO","nan","","2015.0","4.83","","","4.83"
"Fjone","NO","NO","nan","","1970.0","50.0","","","50.0"
"Fjæremsfoss","NO","NO","nan","","1957.0","18.8","","","18.8"
"Flaen Mølle","NO","NO","nan","","2006.0","0.021","","","0.021"
"Flatenfoss 2","NO","NO","nan","","1981.0","5.5","","","5.5"
"Flatenfoss 3","NO","NO","nan","","2009.0","7.1","","","7.1"
"Flatlandsåi","NO","NO","nan","","2006.0","1.3","","","1.3"
"Flatråker","NO","NO","nan","","2003.0","0.9","","","0.9"
"Flittig","NO","NO","nan","","2017.0","5.5","","","5.5"
"Flørli","NO","NO","nan","","1999.0","80.0","","","80.0"
"Fløtre","NO","NO","nan","","2000.0","0.05","","","0.05"
"Folkedal","NO","NO","nan","","2013.0","4.99","","","4.99"
"Folkestad","NO","NO","nan","","2006.0","1.85","","","1.85"
"Follafoss","NO","NO","nan","","2005.0","48.1","","","48.1"
"Follebu bruk","NO","NO","nan","","1950.0","0.4","","","0.4"
"Follsjå","NO","NO","nan","","2015.0","2.9","","","2.9"
"Forneselva","NO","NO","nan","","2014.0","5.2","","","5.2"
"Forsanvatn","NO","NO","nan","","2013.0","8.8","","","8.8"
"Forsanvatn minikraftverk","NO","NO","nan","","2013.0","0.723","","","0.723"
"Forsland","NO","NO","nan","","2003.0","7.0","","","7.0"
"Forså","NO","NO","nan","","1963.0","12.0","","","12.0"
"Foss","NO","NO","nan","","2003.0","0.113","","","0.113"
"Fossabekken","NO","NO","nan","","2011.0","0.45","","","0.45"
"Fossan","NO","NO","nan","","2000.0","2.5","","","2.5"
"Fossan","NO","NO","nan","","2013.0","4.95","","","4.95"
"Fossane","NO","NO","nan","","2001.0","0.18","","","0.18"
"Fossane","NO","NO","nan","","2013.0","3.6","","","3.6"
"Fossane - Molla","NO","NO","nan","","2006.0","0.325","","","0.325"
"Fossbråten","NO","NO","nan","","2014.0","2.9","","","2.9"
"Fossdal","NO","NO","nan","","1987.0","3.5","","","3.5"
"Fosse","NO","NO","nan","","1954.0","25.0","","","25.0"
"Fosseelvo Mikrokraftverk","NO","NO","nan","","2000.0","0.011","","","0.011"
"Fossekallen","NO","NO","nan","","1999.0","0.08","","","0.08"
"Fossekallen","NO","NO","nan","","2007.0","0.09","","","0.09"
"Fossekallen","NO","NO","nan","","2014.0","0.2","","","0.2"
"Fossen","NO","NO","nan","","1972.0","0.07","","","0.07"
"Fossheim","NO","NO","nan","","1995.0","8.32","","","8.32"
"Fossheimfoss","NO","NO","nan","","1994.0","1.9","","","1.9"
"Fossheimgardane","NO","NO","nan","","2013.0","0.075","","","0.075"
"Fossmark","NO","NO","nan","","1917.0","9.0","","","9.0"
"Fossmark","NO","NO","nan","","2007.0","2.04","","","2.04"
"Fosstun","NO","NO","nan","","2006.0","0.09","","","0.09"
"Fosstveit","NO","NO","nan","","2008.0","1.99","","","1.99"
"Fossum","NO","NO","nan","","1908.0","0.81","","","0.81"
"Fossum Mølle og elektrisitetsverk","NO","NO","nan","","2002.0","0.06","","","0.06"
"Fossåno","NO","NO","nan","","2006.0","1.85","","","1.85"
"Frammarsvik","NO","NO","nan","","2008.0","2.4","","","2.4"
"Framruste","NO","NO","nan","","2005.0","75.0","","","75.0"
"Freim","NO","NO","nan","","2013.0","0.7","","","0.7"
"Fremstedalen","NO","NO","nan","","2007.0","0.07","","","0.07"
"Friheim","NO","NO","nan","","2005.0","0.027","","","0.027"
"Frilsjøen","NO","NO","nan","","2003.0","0.07","","","0.07"
"Frisvold","NO","NO","nan","","1998.0","0.025","","","0.025"
"Fritzøe","NO","NO","nan","","1901.0","3.3","","","3.3"
"Frøland","NO","NO","nan","","1912.0","24.9","","","24.9"
"Frøvik Gård","NO","NO","nan","","1996.0","0.006","","","0.006"
"Frøystul","NO","NO","nan","","1995.0","45.6","","","45.6"
"Fuglestein","NO","NO","nan","","2009.0","0.025","","","0.025"
"Funna","NO","NO","nan","","1938.0","20.6","","","20.6"
"Funnefoss","NO","NO","nan","","1975.0","40.0","","","40.0"
"Furebø","NO","NO","nan","","2001.0","1.08","","","1.08"
"Furegardane","NO","NO","nan","","2014.0","5.49","","","5.49"
"Furset","NO","NO","nan","","2007.0","4.95","","","4.95"
"Fykanvannet","NO","NO","nan","","2013.0","2.35","","","2.35"
"Færåsen","NO","NO","nan","","2009.0","1.43","","","1.43"
"Fønhus","NO","NO","nan","","2004.0","0.62","","","0.62"
"Føssa","NO","NO","nan","","2011.0","1.769","","","1.769"
"Gamlebrofoss","NO","NO","nan","","1971.0","15.0","","","15.0"
"Gandvik","NO","NO","nan","","1952.0","4.8","","","4.8"
"Gangsbekken","NO","NO","nan","","2007.0","0.09","","","0.09"
"Gapestad","NO","NO","nan","","1987.0","1.5","","","1.5"
"Gaudøla","NO","NO","nan","","2004.0","2.0","","","2.0"
"Gaula","NO","NO","nan","","1905.0","3.0","","","3.0"
"Gausbu","NO","NO","nan","","1996.0","7.2","","","7.2"
"Gausvik I","NO","NO","nan","","1910.0","3.0","","","3.0"
"Gausvik III","NO","NO","nan","","1949.0","0.95","","","0.95"
"Gautvella","NO","NO","nan","","2007.0","1.72","","","1.72"
"Geisdøla","NO","NO","nan","","2005.0","1.275","","","1.275"
"Geithusfoss","NO","NO","nan","","1961.0","13.5","","","13.5"
"Geitåni","NO","NO","nan","","2018.0","4.62","","","4.62"
"Gilja","NO","NO","nan","","2001.0","1.44","","","1.44"
"Gire","NO","NO","nan","","2008.0","2.38","","","2.38"
"Gisnafallet","NO","NO","nan","","2009.0","2.9","","","2.9"
"Gjedrem & Holmen","NO","NO","nan","","1928.0","0.28","","","0.28"
"Gjerde","NO","NO","nan","","2007.0","1.7","","","1.7"
"Gjerdsvika","NO","NO","nan","","1954.0","4.0","","","4.0"
"Gjerland","NO","NO","nan","","2007.0","0.0166","","","0.0166"
"Gjersvik","NO","NO","nan","","2012.0","0.3","","","0.3"
"Gjesdal","NO","NO","nan","","2011.0","3.7","","","3.7"
"Gjetingsdalen","NO","NO","nan","","2007.0","2.2","","","2.2"
"Gjuva","NO","NO","nan","","1957.0","10.0","","","10.0"
"Gjønaelva","NO","NO","nan","","2018.0","3.2","","","3.2"
"Gjøv","NO","NO","nan","","2006.0","0.095","","","0.095"
"Glesåa","NO","NO","nan","","2009.0","2.1","","","2.1"
"Glisja","NO","NO","nan","","2000.0","0.075","","","0.075"
"Glomfjord","NO","NO","nan","","1920.0","20.0","","","20.0"
"Glomnes","NO","NO","nan","","2001.0","0.349","","","0.349"
"Glutra","NO","NO","nan","","2009.0","0.85","","","0.85"
"Godal","NO","NO","nan","","2015.0","0.52","","","0.52"
"Gosland","NO","NO","nan","","2016.0","4.04","","","4.04"
"Govddesåga","NO","NO","nan","","2016.0","26.8","","","26.8"
"Grana","NO","NO","nan","","1982.0","75.0","","","75.0"
"Grasbotntjørni","NO","NO","nan","","2016.0","0.3","","","0.3"
"Grasdalen","NO","NO","nan","","2000.0","0.642","","","0.642"
"Gravbrøtfoss","NO","NO","nan","","2009.0","2.1","","","2.1"
"Gravfoss I","NO","NO","nan","","1931.0","18.6","","","18.6"
"Gravfoss II","NO","NO","nan","","1996.0","30.2","","","30.2"
"Gravvold","NO","NO","nan","","2007.0","0.095","","","0.095"
"Gresslifoss","NO","NO","nan","","1966.0","25.0","","","25.0"
"Grimo","NO","NO","nan","","2011.0","0.99","","","0.99"
"Grislefoss","NO","NO","nan","","2001.0","0.72","","","0.72"
"Grovane","NO","NO","nan","","1998.0","0.5","","","0.5"
"Grove","NO","NO","nan","","2006.0","0.08","","","0.08"
"Grunnevatn","NO","NO","nan","","2016.0","1.13","","","1.13"
"Grunnåi","NO","NO","nan","","2006.0","25.32","","","25.32"
"Gryta","NO","NO","nan","","2009.0","1.49","","","1.49"
"Grytdalen","NO","NO","nan","","2012.0","1.3","","","1.3"
"Gryte I","NO","NO","nan","","2006.0","0.956","","","0.956"
"Gryte II","NO","NO","nan","","2018.0","0.5","","","0.5"
"Grytefoss","NO","NO","nan","","1907.0","0.86","","","0.86"
"Grytendal","NO","NO","nan","","2018.0","6.35","","","6.35"
"Grytfossen","NO","NO","nan","","2005.0","1.125","","","1.125"
"Grytneselva","NO","NO","nan","","2016.0","5.9","","","5.9"
"Gryto","NO","NO","nan","","2006.0","3.5","","","3.5"
"Grytten","NO","NO","nan","","1975.0","143.5","","","143.5"
"Grytten","NO","NO","nan","","2000.0","0.07","","","0.07"
"Grytåga","NO","NO","nan","","1963.0","48.0","","","48.0"
"Grytåga Småkraftverk","NO","NO","nan","","2008.0","1.3","","","1.3"
"Grytåi","NO","NO","nan","","2012.0","0.856","","","0.856"
"Grytåne","NO","NO","nan","","2017.0","0.012","","","0.012"
"Grøa","NO","NO","nan","","1999.0","34.7","","","34.7"
"Grødem","NO","NO","nan","","2001.0","0.015","","","0.015"
"Grødemfoss","NO","NO","nan","","1939.0","3.08","","","3.08"
"Grøndal","NO","NO","nan","","1999.0","0.022","","","0.022"
"Grøndalsvatn","NO","NO","nan","","1975.0","1.36","","","1.36"
"Grøneng","NO","NO","nan","","2006.0","0.95","","","0.95"
"Grønhaug","NO","NO","nan","","2000.0","1.0","","","1.0"
"Grønhovdelva","NO","NO","nan","","2004.0","0.065","","","0.065"
"Grønlielva","NO","NO","nan","","2015.0","2.4","","","2.4"
"Grønnedal","NO","NO","nan","","1947.0","1.76","","","1.76"
"Grønningselva","NO","NO","nan","","2019.0","0.95","","","0.95"
"Grønsdal","NO","NO","nan","","1948.0","36.0","","","36.0"
"Grønvollfoss","NO","NO","nan","","1933.0","33.0","","","33.0"
"Grøslandselva","NO","NO","nan","","2018.0","5.02","","","5.02"
"Grøtte","NO","NO","nan","","2004.0","0.038","","","0.038"
"Grøvla","NO","NO","nan","","2011.0","2.433","","","2.433"
"Gråklubben","NO","NO","nan","","2014.0","1.089","","","1.089"
"Gråsjø","NO","NO","nan","","1970.0","15.0","","","15.0"
"Gunnar Jan Gjerland","NO","NO","nan","","1995.0","0.182","","","0.182"
"Guolásjohka","NO","NO","nan","","1971.0","80.0","","","80.0"
"Gurebo","NO","NO","nan","","1998.0","0.178","","","0.178"
"Gursli","NO","NO","nan","","2009.0","0.215","","","0.215"
"Gyl","NO","NO","nan","","2007.0","1.38","","","1.38"
"Gåseflå","NO","NO","nan","","2016.0","0.24","","","0.24"
"Gåslonelva","NO","NO","nan","","2001.0","0.56","","","0.56"
"Gåsvasselva","NO","NO","nan","","2007.0","0.9","","","0.9"
"Haavard T, Lien Mikrokraftverk","NO","NO","nan","","2002.0","0.015","","","0.015"
"Hafslund","NO","NO","nan","","1899.0","31.85","","","31.85"
"Hagaelva","NO","NO","nan","","2005.0","0.84","","","0.84"
"Hakavik","NO","NO","nan","","1922.0","7.0","","","7.0"
"Hakkstabben","NO","NO","nan","","1994.0","0.8","","","0.8"
"Halle","NO","NO","nan","","2006.0","0.019","","","0.019"
"Halne","NO","NO","nan","","2007.0","0.01","","","0.01"
"Halvdagsåa","NO","NO","nan","","2014.0","0.591","","","0.591"
"Hammerbekken","NO","NO","nan","","2005.0","0.05","","","0.05"
"Hammeren","NO","NO","nan","","1901.0","4.7","","","4.7"
"Hammeren","NO","NO","nan","","2014.0","0.132","","","0.132"
"Hammerfest","NO","NO","nan","","1947.0","1.1","","","1.1"
"Hammerstrand","NO","NO","nan","","1920.0","0.72","","","0.72"
"Hamrabø","NO","NO","nan","","1997.0","0.07","","","0.07"
"Hanefoss","NO","NO","nan","","1961.0","22.0","","","22.0"
"Hanestadnea","NO","NO","nan","","2012.0","2.465","","","2.465"
"Hansfoss","NO","NO","nan","","1988.0","1.2999","","","1.2999"
"Harastølen I","NO","NO","nan","","2002.0","0.099","","","0.099"
"Harastølen II","NO","NO","nan","","2002.0","0.099","","","0.099"
"Hardeland H","NO","NO","nan","","1950.0","24.0","","","24.0"
"Hardeland K","NO","NO","nan","","1958.0","12.0","","","12.0"
"Harpefossen","NO","NO","nan","","1965.0","108.0","","","108.0"
"Harstveitbekken","NO","NO","nan","","2009.0","1.8","","","1.8"
"Hasselelva","NO","NO","nan","","1980.0","1.1","","","1.1"
"Hatlemark","NO","NO","nan","","2009.0","0.215","","","0.215"
"Hatlestad","NO","NO","nan","","2018.0","4.49","","","4.49"
"Hattebergsdalen","NO","NO","nan","","1954.0","4.96","","","4.96"
"Haugaelva","NO","NO","nan","","2010.0","2.0","","","2.0"
"Haugafossen","NO","NO","nan","","2018.0","5.43","","","5.43"
"Hauge","NO","NO","nan","","2010.0","0.48","","","0.48"
"Haugfoss","NO","NO","nan","","1938.0","3.6","","","3.6"
"Hauggard","NO","NO","nan","","1985.0","0.5","","","0.5"
"Haugsland","NO","NO","nan","","2012.0","0.022","","","0.022"
"Haukali","NO","NO","nan","","2001.0","1.65","","","1.65"
"Haukeli","NO","NO","nan","","1957.0","4.9","","","4.9"
"Haukland","NO","NO","nan","","1949.0","4.9","","","4.9"
"Haukrei","NO","NO","nan","","1992.0","16.0","","","16.0"
"Haukvik","NO","NO","nan","","1987.0","2.6","","","2.6"
"Hausken","NO","NO","nan","","2009.0","0.008","","","0.008"
"Hauskje","NO","NO","nan","","1990.0","0.76","","","0.76"
"Havdal","NO","NO","nan","","2009.0","2.3","","","2.3"
"Havrevoll","NO","NO","nan","","2010.0","0.065","","","0.065"
"Heggemselva","NO","NO","nan","","2019.0","0.075","","","0.075"
"Heggmoen","NO","NO","nan","","1981.0","10.0","","","10.0"
"Heggtveit","NO","NO","nan","","2015.0","1.66","","","1.66"
"Hegsetdammen","NO","NO","nan","","2015.0","0.28","","","0.28"
"Hegsetfoss","NO","NO","nan","","1962.0","32.0","","","32.0"
"Heidelva","NO","NO","nan","","1998.0","0.5","","","0.5"
"Heieren","NO","NO","nan","","1981.0","0.32","","","0.32"
"Heierenfossen","NO","NO","nan","","1981.0","0.6","","","0.6"
"Heimerdalen","NO","NO","nan","","2009.0","0.25","","","0.25"
"Heimseta","NO","NO","nan","","2008.0","1.0","","","1.0"
"Heina","NO","NO","nan","","2008.0","2.8","","","2.8"
"Heiåi","NO","NO","nan","","2008.0","0.4","","","0.4"
"Heiåi","NO","NO","nan","","2012.0","2.4","","","2.4"
"Hekni","NO","NO","nan","","1995.0","56.0","","","56.0"
"Heldøla","NO","NO","nan","","2004.0","0.31","","","0.31"
"Helganes","NO","NO","nan","","2003.0","3.47","","","3.47"
"Helgheim","NO","NO","nan","","2018.0","2.7","","","2.7"
"Helgøy","NO","NO","nan","","1997.0","0.4","","","0.4"
"Helgåa","NO","NO","nan","","2019.0","2.08","","","2.08"
"Hellandsfoss","NO","NO","nan","","1992.0","31.5","","","31.5"
"Hellandsfossen","NO","NO","nan","","1977.0","2.5","","","2.5"
"Helle","NO","NO","nan","","2007.0","1.3","","","1.3"
"Helle Bruk","NO","NO","nan","","1945.0","0.6","","","0.6"
"Hellefoss","NO","NO","nan","","1953.0","11.0","","","11.0"
"Helleren","NO","NO","nan","","1958.0","2.4","","","2.4"
"Hellevang","NO","NO","nan","","2003.0","0.176","","","0.176"
"Helveteskraft","NO","NO","nan","","2005.0","0.03","","","0.03"
"Hemsil I","NO","NO","nan","","1960.0","70.0","","","70.0"
"Hemsil II","NO","NO","nan","","1960.0","98.0","","","98.0"
"Hensfoss","NO","NO","nan","","1946.0","16.7","","","16.7"
"Herad","NO","NO","nan","","2008.0","0.085","","","0.085"
"Herje","NO","NO","nan","","2015.0","4.4","","","4.4"
"Herjåa","NO","NO","nan","","2012.0","0.328","","","0.328"
"Herlandsfoss","NO","NO","nan","","1919.0","13.8","","","13.8"
"Herva","NO","NO","nan","","1962.0","33.0","","","33.0"
"Hesjeberg","NO","NO","nan","","2016.0","6.14","","","6.14"
"Hestdal","NO","NO","nan","","2005.0","1.1","","","1.1"
"Hestenes","NO","NO","nan","","2016.0","1.88","","","1.88"
"Hetland","NO","NO","nan","","1915.0","1.48","","","1.48"
"Hetland","NO","NO","nan","","2008.0","0.275","","","0.275"
"Hindbergelva","NO","NO","nan","","2009.0","0.53","","","0.53"
"Hisvatn","NO","NO","nan","","2007.0","3.6","","","3.6"
"Hjartdøla","NO","NO","nan","","1958.0","120.0","","","120.0"
"Hjelle","NO","NO","nan","","2008.0","2.85","","","2.85"
"Hjelledøla","NO","NO","nan","","2006.0","1.1","","","1.1"
"Hjelmeland","NO","NO","nan","","1993.0","6.0","","","6.0"
"Hjertvatn","NO","NO","nan","","1957.0","2.5","","","2.5"
"Hjorteland","NO","NO","nan","","1986.0","6.6","","","6.6"
"Hjorteland (Fjellbergsåno)","NO","NO","nan","","2009.0","1.75","","","1.75"
"Hjorteland (Hjortelandsåno)","NO","NO","nan","","2009.0","0.48","","","0.48"
"Hodnaberg","NO","NO","nan","","1953.0","32.5","","","32.5"
"Hoelsfossen","NO","NO","nan","","2007.0","0.4","","","0.4"
"Hofkvern","NO","NO","nan","","2000.0","0.06","","","0.06"
"Hofsfoss","NO","NO","nan","","1978.0","27.0","","","27.0"
"Hogga","NO","NO","nan","","1987.0","17.0","","","17.0"
"Hogstad","NO","NO","nan","","1913.0","9.6","","","9.6"
"Hol I (Urunda)","NO","NO","nan","","1956.0","106.0","","","106.0"
"Hol I (Votna)","NO","NO","nan","","1949.0","114.0","","","114.0"
"Hol II","NO","NO","nan","","1957.0","26.0","","","26.0"
"Hol III","NO","NO","nan","","1958.0","60.0","","","60.0"
"Holdal","NO","NO","nan","","2012.0","1.24","","","1.24"
"Hole","NO","NO","nan","","2013.0","0.236","","","0.236"
"Holen","NO","NO","nan","","2019.0","8.2","","","8.2"
"Holen III","NO","NO","nan","","1987.0","160.0","","","160.0"
"Holen I-II","NO","NO","nan","","1981.0","230.0","","","230.0"
"Holmane","NO","NO","nan","","2005.0","0.08","","","0.08"
"Holmbekken","NO","NO","nan","","1997.0","0.0045","","","0.0045"
"Holmem","NO","NO","nan","","2009.0","0.65","","","0.65"
"Holmen","NO","NO","nan","","2016.0","25.0","","","25.0"
"Holsbru","NO","NO","nan","","2012.0","48.9","","","48.9"
"Holsen","NO","NO","nan","","2017.0","8.6","","","8.6"
"Holsfossen","NO","NO","nan","","1930.0","2.2","","","2.2"
"Hommafossen","NO","NO","nan","","2009.0","0.99","","","0.99"
"Hommelfoss","NO","NO","nan","","1944.0","2.8","","","2.8"
"Hommsåne","NO","NO","nan","","2016.0","1.8","","","1.8"
"Hongset Røye","NO","NO","nan","","2012.0","0.025","","","0.025"
"Honnefoss","NO","NO","nan","","1956.0","2.88","","","2.88"
"Hopla","NO","NO","nan","","2004.0","0.0095","","","0.0095"
"Hopland","NO","NO","nan","","2016.0","5.89","","","5.89"
"Hopselva","NO","NO","nan","","2010.0","4.62","","","4.62"
"Hopsfossen","NO","NO","nan","","1939.0","0.22","","","0.22"
"Horga","NO","NO","nan","","1990.0","7.2","","","7.2"
"Horka","NO","NO","nan","","1998.0","0.2","","","0.2"
"Horneelva","NO","NO","nan","","1999.0","0.1092","","","0.1092"
"Horpedal","NO","NO","nan","","2004.0","2.5","","","2.5"
"Hovatn","NO","NO","nan","","1971.0","45.0","","","45.0"
"Hove","NO","NO","nan","","1969.0","60.0","","","60.0"
"Hovland","NO","NO","nan","","2012.0","2.995","","","2.995"
"Hovuduk","NO","NO","nan","","2003.0","0.45","","","0.45"
"Hugla","NO","NO","nan","","2004.0","1.35","","","1.35"
"Hulbak","NO","NO","nan","","2001.0","0.048","","","0.048"
"Humberset","NO","NO","nan","","1998.0","0.011","","","0.011"
"Hunderfossen","NO","NO","nan","","1963.0","112.0","","","112.0"
"Hundseid","NO","NO","nan","","2007.0","0.08","","","0.08"
"Hundtjønnsbekken","NO","NO","nan","","2000.0","0.012","","","0.012"
"Hunnevatn","NO","NO","nan","","1983.0","2.0","","","2.0"
"Hunsfoss","NO","NO","nan","","1964.0","25.1","","","25.1"
"Hurunda","NO","NO","nan","","2006.0","0.25","","","0.25"
"Husbyelva","NO","NO","nan","","2002.0","0.04","","","0.04"
"Husefest","NO","NO","nan","","2014.0","0.06","","","0.06"
"Husstøl","NO","NO","nan","","2013.0","0.55","","","0.55"
"Hustveit","NO","NO","nan","","2014.0","0.037","","","0.037"
"Hyelva","NO","NO","nan","","2003.0","1.33","","","1.33"
"Hylen","NO","NO","nan","","1980.0","160.0","","","160.0"
"Hylla","NO","NO","nan","","1986.0","2.9","","","2.9"
"Hynna","NO","NO","nan","","2013.0","4.53","","","4.53"
"Høgefoss","NO","NO","nan","","1919.0","25.0","","","25.0"
"Høgfallet","NO","NO","nan","","1989.0","1.1","","","1.1"
"Høglielva Kraftverk","NO","NO","nan","","2004.0","0.018","","","0.018"
"Hølera","NO","NO","nan","","2013.0","0.88","","","0.88"
"Hølseter","NO","NO","nan","","1980.0","2.0","","","2.0"
"Hønefoss","NO","NO","nan","","1920.0","29.4","","","29.4"
"Høyanger K5A","NO","NO","nan","","1965.0","93.0","","","93.0"
"Høyanger K5B","NO","NO","nan","","1978.0","16.4","","","16.4"
"Høydal","NO","NO","nan","","1998.0","1.1","","","1.1"
"Høylandsfoss","NO","NO","nan","","1948.0","7.5","","","7.5"
"Håen","NO","NO","nan","","1966.0","25.0","","","25.0"
"Hågjøla","NO","NO","nan","","2007.0","0.1","","","0.1"
"Håkvik","NO","NO","nan","","1954.0","12.0","","","12.0"
"Hålandsfoss","NO","NO","nan","","1955.0","4.85","","","4.85"
"Håra","NO","NO","nan","","2014.0","4.9","","","4.9"
"Hårstadbekken","NO","NO","nan","","2001.0","0.005","","","0.005"
"Håvardsvatn","NO","NO","nan","","2006.0","5.0","","","5.0"
"Håverstad","NO","NO","nan","","1957.0","48.0","","","48.0"
"Håvik","NO","NO","nan","","2007.0","0.01","","","0.01"
