time,price_DE_LU,price_AT,price_BE,price_CH,price_CZ,price_DK_1,price_DK_2,price_FR,price_NL,price_NO_2,price_PL,price_SE_4
2024-02-15 14:00:00,70.0025,70.46000000000001,55.67,67.68,69.91,69.91,69.91,45.56,66.84,67.75,74.78,69.91
2024-02-15 15:00:00,75.21,75.8475,58.54,71.07,75.7,75.05,75.05,46.89,71.27,72.88,83.86,75.05
2024-02-15 16:00:00,78.8,82.0425,59.25,79.43,84.25,78.73,79.05,45.39,74.11,76.45,109.11,79.05
2024-02-15 17:00:00,87.5,86.865,67.14,84.29,90.92,84.89,87.0,53.24,82.44,82.01,110.74,87.0
2024-02-15 18:00:00,91.815,91.46,76.38,87.08,90.47,86.91,86.91,69.13,84.54,,110.62,86.91
2024-02-15 19:00:00,84.09,86.03750000000001,72.94,81.46,81.7,75.61,75.61,71.32,75.13,72.55,110.07,75.61
2024-02-15 20:00:00,77.4375,81.33,66.14,72.54,75.72,69.56,69.56,63.29,69.56,66.73,100.97,69.56
2024-02-15 21:00:00,70.30499999999999,73.4075,61.12,70.05,69.19,62.68,62.68,60.0,62.68,61.29,97.82,61.46
2024-02-15 22:00:00,67.7475,69.815,60.92,66.46,65.99,62.66,62.66,59.5,62.66,60.21,79.87,61.58
2024-02-15 23:00:00,63.302499999999995,61.19,56.97,64.23,60.87,58.91,58.91,55.68,58.64,58.01,70.51,57.5
2024-02-16 00:00:00,53.6175,55.7975,51.76,60.57,51.76,51.76,51.76,51.76,51.76,53.31,78.18,50.52
2024-02-16 01:00:00,52.1875,52.67,51.08,60.97,51.08,51.08,51.08,51.08,51.08,52.32,73.02,34.56
2024-02-16 02:00:00,50.3625,52.0975,49.92,60.78,49.92,49.92,49.92,49.92,49.92,51.41,71.8,32.5
2024-02-16 03:00:00,48.8175,50.5725,47.81,61.21,48.73,48.81,48.81,47.06,48.81,50.37,71.62,30.16
2024-02-16 04:00:00,49.245000000000005,51.175000000000004,46.02,61.57,50.94,51.38,51.38,42.0,51.38,51.82,72.08,29.89
2024-02-16 05:00:00,54.207499999999996,57.3,49.09,61.24,53.14,53.53,35.7,46.0,52.2,53.94,73.17,32.84
2024-02-16 06:00:00,61.76,66.60249999999999,55.22,68.01,75.79,55.66,35.81,53.48,57.5,55.24,90.16,35.81
2024-02-16 07:00:00,70.60249999999999,75.64,69.27,71.19,75.14,61.39,61.39,69.81,68.88,59.61,87.48,61.39
2024-02-16 08:00:00,73.08,75.92999999999999,70.5,72.75,70.5,63.13,63.13,70.5,70.5,61.3,89.88,63.13
2024-02-16 09:00:00,66.86,68.885,66.08,68.68,64.84,61.13,57.69,65.52,68.0,59.36,72.04,57.69
2024-02-16 10:00:00,58.8625,61.39,57.51,62.94,54.37,54.37,53.07,56.43,61.2,56.0,66.55,53.07
2024-02-16 11:00:00,57.870000000000005,57.4,59.0,63.15,53.0,53.0,35.21,56.99,68.8,54.47,64.15,35.21
2024-02-16 12:00:00,55.0775,54.1125,57.15,62.77,52.45,52.33,41.65,55.56,65.0,54.0,62.7,36.14
2024-02-16 13:00:00,52.6375,54.644999999999996,55.53,62.72,52.31,52.31,52.31,54.27,61.2,53.99,66.14,32.99
2024-02-16 14:00:00,54.8825,55.72,57.6,62.44,53.78,53.78,32.35,55.57,63.04,55.27,69.1,32.35
2024-02-16 15:00:00,59.397499999999994,61.199999999999996,63.21,63.66,62.71,58.98,31.29,62.58,64.96,57.49,73.59,31.29
2024-02-16 16:00:00,66.6525,70.9325,70.01,68.79,69.95,58.18,33.95,70.03,70.0,58.18,90.19,33.95
2024-02-16 17:00:00,73.1125,76.22,71.11,71.95,77.18,59.09,37.92,70.6,72.06,58.27,86.28,37.92
2024-02-16 18:00:00,75.66,77.58500000000001,78.32,73.75,77.42,58.0,36.14,78.13,79.73,57.87,81.24,36.14
2024-02-16 19:00:00,73.045,74.7875,78.37,72.54,76.99,56.58,29.99,77.93,80.75,56.34,80.09,29.99
2024-02-16 20:00:00,69.7775,73.3025,73.29,69.75,72.53,54.7,26.36,73.09,74.53,54.94,78.21,26.36
2024-02-16 21:00:00,65.4175,68.915,69.67,64.71,69.34,54.49,25.51,69.66,70.0,54.49,71.37,25.51
2024-02-16 22:00:00,62.9925,66.1,68.63,64.09,68.08,53.62,24.43,68.49,,53.62,71.3,24.43
2024-02-16 23:00:00,57.8925,60.26,62.22,60.36,60.15,53.59,19.56,61.6,65.7,53.59,65.53,19.56
2024-02-17 00:00:00,62.205,61.88,60.87,62.54,57.23,51.41,19.32,59.94,68.5,51.41,57.88,19.32
2024-02-17 01:00:00,59.79,57.535,59.38,61.86,57.0,48.54,18.88,58.74,62.64,49.99,56.68,18.88
2024-02-17 02:00:00,57.82,55.43,59.42,60.01,56.44,50.3,18.43,58.43,68.0,50.3,55.44,18.43
2024-02-17 03:00:00,56.4475,54.1,56.65,60.03,55.18,51.36,13.22,54.66,64.9,51.36,54.94,13.22
2024-02-17 04:00:00,56.1275,54.44,56.11,59.55,55.08,52.88,11.16,53.96,64.89,52.88,55.03,11.16
2024-02-17 05:00:00,56.8,57.017500000000005,59.3,58.72,55.77,53.76,9.99,56.26,73.28,53.76,56.95,9.99
2024-02-17 06:00:00,59.2025,62.00749999999999,56.94,61.93,55.21,54.14,11.11,56.46,60.6,54.14,64.56,11.11
2024-02-17 07:00:00,64.5325,66.9925,60.81,68.0,57.42,56.9,17.23,59.68,68.7,55.6,69.73,17.23
2024-02-17 08:00:00,67.06,68.5,68.4,69.89,64.93,64.27,22.08,67.31,75.3,58.93,70.6,19.78
2024-02-17 09:00:00,65.39,66.9975,70.86,68.68,63.29,63.29,30.08,67.08,84.52,61.33,71.02,21.43
2024-02-17 10:00:00,62.0975,63.002500000000005,63.57,64.21,62.33,62.02,30.06,63.08,67.0,60.09,70.66,20.78
2024-02-17 11:00:00,58.95,58.8025,60.69,62.09,60.93,60.69,30.03,60.61,60.83,58.81,69.97,16.91
2024-02-17 12:00:00,58.7525,60.086666666666666,58.22,62.08,58.44,58.26,30.07,58.18,58.24,56.45,67.03,13.2
2024-02-17 13:00:00,59.0575,53.71333333333333,55.24,58.84,55.3,55.25,41.61,55.24,55.25,54.76,66.83,12.22
2024-02-17 14:00:00,60.0,61.64666666666667,59.09,60.45,59.1,59.09,59.09,58.96,59.1,56.45,70.44,13.0
2024-02-17 15:00:00,65.595,66.83500000000001,59.03,67.63,68.05,67.07,67.07,52.44,67.07,59.07,71.07,67.07
2024-02-17 16:00:00,72.4275,74.5475,59.65,74.21,73.97,73.22,73.22,49.27,70.8,59.78,73.99,73.22
2024-02-17 17:00:00,86.06,83.4975,75.18,79.92,86.76,87.93,87.93,66.66,85.01,63.69,86.99,85.82
2024-02-17 18:00:00,94.3725,87.2,84.23,82.97,107.06,110.06,110.06,67.45,105.68,102.3,106.98,106.98
2024-02-17 19:00:00,88.0,85.28,85.81,86.18,89.92,90.28,90.28,82.93,89.51,86.65,89.98,88.11
2024-02-17 20:00:00,79.265,79.0025,77.36,77.68,80.64,80.93,80.93,75.03,80.15,77.59,80.68,78.99
2024-02-17 21:00:00,73.5675,73.7525,72.27,73.39,74.38,74.57,74.57,70.75,74.16,67.01,74.39,72.78
2024-02-17 22:00:00,70.4575,72.6075,69.91,71.84,72.27,72.44,72.44,68.2,72.06,61.19,72.31,70.7
2024-02-17 23:00:00,66.455,66.3775,69.11,68.61,69.11,69.11,69.11,69.11,69.11,59.11,70.6,65.62
2024-02-18 00:00:00,64.985,62.9425,60.93,61.06,62.28,62.38,62.38,59.98,62.13,57.44,66.71,60.88
2024-02-18 01:00:00,61.1225,58.295,54.81,59.62,54.81,54.81,54.81,54.81,54.81,53.44,68.14,53.49
2024-02-18 02:00:00,58.6275,55.015,51.2,58.19,51.42,51.44,51.44,51.05,51.4,51.39,69.22,50.2
2024-02-18 03:00:00,50.8175,52.1125,49.62,53.03,50.27,50.32,50.32,49.16,50.22,50.32,67.35,49.11
2024-02-18 04:00:00,50.8025,47.419999999999995,48.7,53.01,50.1,50.19,50.19,47.72,50.0,49.37,66.01,48.99
2024-02-18 05:00:00,49.5925,47.54666666666666,48.47,54.36,48.47,48.47,48.47,48.47,48.47,48.92,65.32,47.31
2024-02-18 06:00:00,50.325,53.292500000000004,46.02,52.72,46.02,46.02,46.02,46.02,46.02,47.4,63.25,44.92
2024-02-18 07:00:00,50.8875,60.075,48.97,53.3,48.97,48.97,48.97,48.97,48.97,48.97,63.26,47.8
2024-02-18 08:00:00,51.94,54.63333333333333,47.28,53.07,47.28,47.28,47.28,47.28,47.28,47.28,70.4,46.15
2024-02-18 09:00:00,53.07,51.0025,43.03,52.93,43.03,43.03,43.03,43.03,43.03,44.99,70.25,43.03
2024-02-18 10:00:00,48.72,50.0625,40.45,49.21,40.45,40.45,40.45,40.45,40.45,43.86,66.88,40.45
2024-02-18 11:00:00,42.3775,48.675,41.0,45.71,41.0,41.0,41.0,41.0,41.0,44.23,65.26,41.0
2024-02-18 12:00:00,40.2975,45.61,38.51,43.44,40.27,40.1,40.1,34.8,50.0,45.22,64.58,40.1
2024-02-18 13:00:00,40.2875,43.74,37.71,39.6,40.02,39.88,39.88,33.5,50.17,47.49,66.55,39.88
2024-02-18 14:00:00,46.1225,46.0025,40.36,48.02,43.27,42.87,42.87,33.2,64.6,50.16,69.43,42.87
2024-02-18 15:00:00,51.434999999999995,50.0025,42.53,56.07,53.95,54.29,46.66,30.18,66.93,51.78,71.01,46.66
2024-02-18 16:00:00,60.86,61.3725,45.44,59.33,61.85,62.87,46.12,32.2,62.87,53.63,71.62,46.12
2024-02-18 17:00:00,68.8125,72.0775,54.05,70.07,70.84,72.0,46.77,41.2,72.0,65.59,71.03,46.77
2024-02-18 18:00:00,73.50999999999999,75.9825,62.8,71.29,73.19,73.66,47.97,51.96,84.1,71.38,73.16,47.97
2024-02-18 19:00:00,72.0175,74.3475,68.48,70.07,70.44,70.59,43.14,66.99,70.59,68.4,70.46,43.14
2024-02-18 20:00:00,67.4875,68.87,64.71,65.38,64.71,64.71,40.36,64.71,64.71,62.64,66.68,40.36
2024-02-18 21:00:00,63.6725,63.2375,59.83,59.75,59.83,59.83,43.14,59.83,59.83,57.81,70.4,43.14
2024-02-18 22:00:00,62.8725,60.1175,57.33,59.47,57.33,57.33,44.73,57.33,57.33,55.59,68.77,44.73
2024-02-18 23:00:00,57.5275,55.0,53.94,57.43,53.94,53.94,53.94,53.94,53.94,52.44,61.65,43.69
2024-02-19 00:00:00,53.322500000000005,52.755,44.0,55.41,44.0,44.0,44.0,44.0,44.0,51.43,46.19,42.94
2024-02-19 01:00:00,50.5475,45.38,44.84,54.66,43.2,43.04,43.04,44.33,48.32,49.92,46.07,42.46
2024-02-19 02:00:00,45.1975,48.96666666666667,44.79,,44.24,44.21,44.21,44.63,46.46,48.0,46.22,44.21
2024-02-19 03:00:00,45.1925,47.843333333333334,43.91,55.14,43.91,43.91,43.91,43.91,43.91,46.68,46.84,43.91
2024-02-19 04:00:00,47.7075,48.362500000000004,44.92,55.61,44.92,44.92,44.92,44.92,44.92,48.27,50.49,44.92
2024-02-19 05:00:00,55.510000000000005,54.77,51.57,56.27,51.57,51.57,51.57,51.57,51.57,51.57,62.31,51.57
2024-02-19 06:00:00,67.1925,71.35,68.71,65.97,68.75,68.6,68.6,68.87,68.63,59.05,72.59,66.96
2024-02-19 07:00:00,76.17750000000001,80.0475,79.17,71.43,79.15,79.09,79.09,79.26,79.12,76.79,83.58,79.09
2024-02-19 08:00:00,79.95,83.1675,83.9,73.47,84.81,83.84,83.84,83.97,83.87,81.41,89.02,83.84
2024-02-19 09:00:00,74.605,75.9425,75.08,70.59,75.76,75.03,75.03,75.14,75.06,72.86,79.03,75.03
2024-02-19 10:00:00,67.15,71.305,70.93,67.83,72.52,70.83,70.83,71.05,70.88,69.09,79.65,70.83
2024-02-19 11:00:00,64.0775,66.435,69.3,66.58,71.82,69.13,69.13,69.5,69.22,67.01,83.39,69.13
2024-02-19 12:00:00,60.1675,63.06,61.28,64.5,71.6,62.47,62.47,60.55,62.47,60.47,83.53,62.47
2024-02-19 13:00:00,58.807500000000005,63.3,54.84,63.78,71.05,60.01,60.01,50.65,59.97,58.27,90.85,60.01
2024-02-19 14:00:00,59.375,61.93666666666667,54.68,64.01,69.44,64.38,64.38,46.73,64.18,61.91,90.4,64.38
2024-02-19 15:00:00,65.8125,69.58999999999999,57.14,66.1,74.15,66.6,67.62,49.08,66.8,64.66,87.66,67.62
2024-02-19 16:00:00,73.51,75.75750000000001,62.91,69.24,74.49,69.79,69.79,56.9,69.86,67.62,92.62,69.79
2024-02-19 17:00:00,81.2525,83.7375,72.04,72.74,78.83,76.25,76.25,64.07,76.15,74.18,93.44,76.25
2024-02-19 18:00:00,80.9175,85.0025,97.54,81.9,95.84,97.65,97.65,76.13,99.89,94.81,95.3,95.3
2024-02-19 19:00:00,74.325,82.79,80.07,76.49,81.52,79.98,79.98,80.24,80.02,77.66,88.07,79.98
2024-02-19 20:00:00,71.005,76.4825,72.04,70.02,73.4,68.92,68.92,72.26,71.92,60.76,79.77,68.92
2024-02-19 21:00:00,71.4,72.8225,67.51,68.1,68.03,56.15,56.15,67.57,67.49,56.15,70.41,56.15
2024-02-19 22:00:00,67.075,69.31,66.27,67.35,66.27,53.47,53.47,66.27,66.27,53.47,69.93,53.47
2024-02-19 23:00:00,64.75750000000001,64.0775,59.07,64.2,59.07,53.77,53.77,59.07,59.07,52.7,70.15,53.77
2024-02-20 00:00:00,,,58.06,57.69,58.06,58.06,58.06,58.06,58.06,53.52,61.49,56.67
2024-02-20 01:00:00,,,54.32,56.69,54.32,54.15,54.15,54.32,54.32,52.58,60.23,53.01
2024-02-20 02:00:00,,,53.96,56.63,53.96,53.79,53.79,53.96,53.96,52.23,60.16,52.67
2024-02-20 03:00:00,,,54.65,55.91,53.56,53.37,53.37,53.66,56.0,51.82,60.08,52.19
2024-02-20 04:00:00,,,53.02,55.75,52.95,51.72,51.72,53.05,53.0,51.35,63.35,51.72
2024-02-20 05:00:00,,,54.85,61.24,54.65,52.35,52.35,54.98,54.81,52.35,68.29,52.35
2024-02-20 06:00:00,,,70.89,71.3,70.11,66.59,66.59,66.58,71.05,59.93,69.15,66.59
2024-02-20 07:00:00,,,79.11,82.82,87.25,86.07,86.22,72.64,86.07,85.66,86.53,86.22
2024-02-20 08:00:00,,,85.29,84.76,90.0,89.63,88.71,81.47,89.63,87.03,88.4,88.71
2024-02-20 09:00:00,,,78.71,73.85,78.33,78.55,77.78,76.88,78.77,76.27,77.78,77.78
2024-02-20 10:00:00,,,69.86,70.39,69.82,69.84,69.84,69.89,69.85,67.81,70.28,69.25
2024-02-20 11:00:00,,,60.98,67.3,60.8,60.88,59.42,61.11,60.92,59.12,72.16,59.42
2024-02-20 12:00:00,,,53.63,63.07,53.88,53.52,53.52,53.81,53.52,53.52,70.9,53.52
2024-02-20 13:00:00,,,51.67,59.18,54.27,51.42,51.42,51.92,51.51,51.42,69.8,51.42
2024-02-20 14:00:00,,,52.04,58.98,54.01,51.79,51.79,52.34,51.86,51.79,69.09,51.79
2024-02-20 15:00:00,,,56.27,66.86,60.71,54.81,54.81,56.86,55.89,54.81,69.6,54.81
2024-02-20 16:00:00,,,61.5,68.49,69.14,57.6,57.6,61.0,62.28,55.93,81.85,57.6
2024-02-20 17:00:00,,,66.02,71.11,77.35,68.77,68.77,63.6,68.98,66.77,92.42,68.77
2024-02-20 18:00:00,,,71.59,78.36,78.31,67.49,67.49,72.64,70.86,65.53,92.27,67.49
2024-02-20 19:00:00,,,75.31,76.09,80.03,55.65,55.65,75.44,70.76,55.65,93.72,55.65
2024-02-20 20:00:00,,,68.44,72.06,75.77,52.57,52.57,69.36,67.76,52.57,92.38,52.57
2024-02-20 21:00:00,,,65.92,67.1,70.63,51.54,43.68,64.7,57.0,51.54,78.33,43.68
2024-02-20 22:00:00,,,65.73,65.04,73.99,49.06,39.01,63.16,48.44,50.53,68.87,39.01
2024-02-20 23:00:00,,,55.3,58.94,55.66,49.61,36.01,54.76,49.61,50.13,66.99,36.01
2024-02-21 00:00:00,,,53.95,54.87,52.2,48.58,37.37,52.84,48.58,48.58,68.26,37.37
2024-02-21 01:00:00,,,49.99,55.05,48.46,46.91,36.79,49.5,46.91,46.96,68.11,36.79
2024-02-21 02:00:00,,,46.9,55.06,46.71,46.84,36.82,46.99,46.86,46.84,68.09,36.82
2024-02-21 03:00:00,,,44.85,55.18,44.61,44.77,,44.95,44.8,44.77,67.92,
2024-02-21 04:00:00,,,45.51,54.99,45.14,44.66,37.95,45.68,45.43,44.66,68.12,37.95
2024-02-21 05:00:00,,,50.14,55.06,49.75,46.05,39.02,50.35,50.06,47.42,68.35,39.02
2024-02-21 06:00:00,,,63.1,65.9,70.09,49.32,42.74,61.69,65.01,49.32,79.38,42.74
2024-02-21 07:00:00,,,74.24,70.9,81.95,53.39,53.39,69.6,79.7,53.39,84.47,53.39
2024-02-21 08:00:00,,,80.1,74.76,84.68,55.3,55.3,76.7,84.05,55.3,85.45,55.3
2024-02-21 09:00:00,,,67.53,68.54,70.0,59.51,56.18,65.61,69.65,56.18,78.44,56.18
2024-02-21 10:00:00,,,64.1,65.94,64.1,57.22,55.56,64.1,64.1,55.56,71.02,55.56
2024-02-21 11:00:00,,,60.39,63.91,60.39,57.28,55.35,60.39,60.39,55.35,69.53,55.35
2024-02-21 12:00:00,,,53.01,60.59,53.01,53.01,51.74,53.01,53.01,51.74,68.98,51.74
2024-02-21 13:00:00,,,51.22,60.81,51.74,51.21,49.99,51.22,51.21,49.99,68.57,49.99
2024-02-21 14:00:00,,,53.79,62.96,56.73,53.76,53.76,53.79,53.76,51.62,68.92,51.62
2024-02-21 15:00:00,,,59.84,65.55,65.72,51.31,50.64,55.94,64.71,50.64,85.71,50.64
2024-02-21 16:00:00,,,58.6,66.83,70.09,54.93,59.99,50.59,67.1,52.82,87.98,59.99
2024-02-21 17:00:00,,,60.9,67.32,75.78,57.41,67.96,55.08,68.31,55.74,104.31,67.96
2024-02-21 18:00:00,,,66.93,67.52,74.67,64.62,66.93,66.19,68.38,54.85,103.8,66.93
2024-02-21 19:00:00,,,62.34,66.8,72.0,53.96,59.92,63.47,61.6,52.68,105.52,59.92
2024-02-21 20:00:00,,,53.41,66.07,70.0,50.86,50.86,54.76,52.52,49.48,99.46,50.86
2024-02-21 21:00:00,,,46.89,59.3,53.56,45.98,45.98,47.91,46.31,47.36,77.9,44.88
2024-02-21 22:00:00,,,42.72,57.49,53.35,41.71,40.71,43.76,42.04,44.36,68.59,40.71
2024-02-21 23:00:00,,,36.22,54.68,49.56,35.22,34.38,37.14,35.57,42.6,68.56,34.38
2024-02-22 00:00:00,,,31.69,56.86,49.44,30.47,30.98,32.79,30.87,38.68,67.81,30.98
2024-02-22 01:00:00,,,28.33,56.34,50.37,27.42,27.42,29.51,27.42,33.44,67.72,27.42
2024-02-22 02:00:00,,,28.37,56.46,52.25,27.07,27.07,,27.5,37.55,67.68,27.07
2024-02-22 03:00:00,,,27.34,56.27,49.59,27.95,27.95,26.78,29.44,38.66,67.64,27.95
2024-02-22 04:00:00,,,24.08,,49.21,37.0,30.93,15.17,35.51,44.11,67.71,30.93
2024-02-22 05:00:00,,,40.86,56.09,53.77,47.91,29.33,36.02,46.72,48.08,67.82,29.33
2024-02-22 06:00:00,,,57.22,64.47,70.0,63.07,63.07,51.57,64.26,50.98,76.9,59.93
2024-02-22 07:00:00,,,67.99,71.62,78.84,75.0,75.0,62.69,75.0,56.96,85.47,74.7
2024-02-22 08:00:00,,,77.07,73.26,81.08,81.91,81.91,65.43,81.91,79.29,82.27,79.94
2024-02-22 09:00:00,,,69.1,68.72,72.97,74.0,74.0,59.14,74.0,71.63,73.17,64.99
2024-02-22 10:00:00,,,56.83,66.52,70.35,69.44,69.44,46.5,69.44,67.21,70.64,59.97
2024-02-22 11:00:00,,,58.72,63.74,67.5,67.25,67.25,52.06,67.46,65.3,69.27,64.99
2024-02-22 12:00:00,,,54.23,60.08,67.23,59.57,59.57,44.25,66.9,57.85,68.98,59.57
2024-02-22 13:00:00,,,48.72,63.93,67.57,57.47,57.47,34.96,66.69,55.8,69.54,57.47
2024-02-22 14:00:00,,,55.78,62.64,66.44,56.4,56.4,50.0,63.49,54.77,72.53,56.4
2024-02-22 15:00:00,,,52.95,62.44,68.23,63.1,63.2,45.36,63.1,54.03,78.88,63.2
2024-02-22 16:00:00,,,47.03,64.55,68.72,60.93,61.73,36.61,60.93,53.56,85.0,61.73
2024-02-22 17:00:00,,,52.8,64.61,69.4,61.76,61.76,46.45,61.76,53.28,88.51,60.27
2024-02-22 18:00:00,,,60.43,66.67,67.94,59.91,59.91,61.42,59.95,52.41,85.47,58.47
2024-02-22 19:00:00,,,55.27,64.5,66.51,52.42,52.42,55.8,60.4,49.42,,51.16
2024-02-22 20:00:00,,,44.32,62.09,50.95,42.45,42.45,44.32,47.92,47.62,78.74,41.43
2024-02-22 21:00:00,,,29.99,57.66,30.72,24.48,24.44,28.9,43.81,45.4,67.85,24.44
2024-02-22 22:00:00,,,18.0,57.64,12.12,12.06,12.06,16.28,34.9,43.99,65.76,12.06
2024-02-22 23:00:00,,,7.05,55.03,5.61,1.95,1.95,5.67,20.1,42.16,53.28,1.95
2024-02-23 00:00:00,,,9.4,56.53,12.99,9.23,1.6,9.57,9.28,41.26,23.54,1.6
2024-02-23 01:00:00,,,2.6,56.67,33.9,1.5,1.04,4.09,1.5,40.67,17.52,1.04
2024-02-23 02:00:00,,,2.33,57.29,21.31,1.19,1.19,3.2,1.19,40.32,18.27,0.35
2024-02-23 03:00:00,,,1.07,55.69,17.41,0.1,0.09,1.83,0.1,40.0,16.31,0.0
2024-02-23 04:00:00,,,1.27,55.61,27.93,0.4,0.02,2.58,0.4,40.34,22.13,
2024-02-23 05:00:00,,,3.65,57.43,85.23,1.13,0.09,7.78,1.13,41.2,45.9,
2024-02-23 06:00:00,,,41.17,57.97,87.94,39.68,5.29,43.84,39.96,45.9,67.24,2.61
2024-02-23 07:00:00,,,59.07,66.1,95.57,57.06,17.07,60.73,57.96,49.55,68.11,14.36
2024-02-23 08:00:00,,,61.01,67.49,86.92,51.96,24.61,62.15,60.8,51.96,72.61,14.68
2024-02-23 09:00:00,,,53.81,59.52,86.84,50.5,16.38,55.21,53.54,50.5,68.76,12.44
2024-02-23 10:00:00,,,47.78,56.73,68.74,46.64,16.33,48.82,47.1,47.25,61.89,5.0
2024-02-23 11:00:00,,,42.89,57.08,65.0,41.65,16.39,44.03,42.04,45.18,61.36,4.92
2024-02-23 12:00:00,,,38.48,55.84,64.3,37.1,8.62,39.96,37.27,43.45,61.97,6.64
2024-02-23 13:00:00,,,34.53,55.76,58.08,33.6,5.0,36.33,32.9,43.86,68.52,3.48
2024-02-23 14:00:00,,,39.87,55.8,62.46,39.08,1.58,41.87,38.0,45.91,83.36,0.19
2024-02-23 15:00:00,,,50.1,56.73,58.11,48.57,9.59,50.97,49.64,48.15,92.17,0.01
2024-02-23 16:00:00,,,63.5,59.04,67.88,49.99,25.03,63.96,63.21,49.99,88.8,2.4
2024-02-23 17:00:00,,,73.03,70.96,76.43,53.28,53.28,72.61,73.7,53.28,87.99,6.0
2024-02-23 18:00:00,,,86.44,77.43,86.44,57.02,57.02,86.44,86.44,54.66,86.44,5.37
2024-02-23 19:00:00,,,84.01,77.12,84.01,55.21,29.64,84.01,84.01,53.61,84.01,1.98
2024-02-23 20:00:00,,,72.97,70.83,72.97,54.81,25.05,72.97,72.97,53.22,72.97,0.0
2024-02-23 21:00:00,,,69.26,68.52,69.26,53.16,25.04,69.26,69.26,53.16,69.26,-0.09
2024-02-23 22:00:00,,,67.98,65.98,67.98,54.05,25.03,67.98,67.98,53.28,67.98,-0.15
2024-02-23 23:00:00,,,65.1,63.46,65.1,57.24,25.1,65.1,65.1,53.25,65.1,-0.98
2024-02-24 00:00:00,,,66.47,64.07,66.47,66.47,66.47,66.47,66.47,53.97,66.47,0.0
2024-02-24 01:00:00,,,63.9,59.98,63.9,63.9,63.9,63.9,63.9,53.52,65.6,
2024-02-24 02:00:00,,,59.5,57.33,59.5,59.5,59.5,59.5,59.5,53.48,65.63,0.01
2024-02-24 03:00:00,,,55.2,56.61,55.2,55.2,55.2,55.2,55.2,53.43,65.49,3.42
2024-02-24 04:00:00,,,55.39,56.86,55.39,55.39,55.39,55.39,55.39,53.49,64.87,6.45
2024-02-24 05:00:00,,,57.1,58.14,57.1,57.1,57.1,57.1,57.1,53.92,65.16,14.18
2024-02-24 06:00:00,,,61.67,64.0,61.67,61.67,61.67,61.67,61.67,53.95,65.71,15.32
2024-02-24 07:00:00,,,66.11,69.19,66.11,66.11,66.11,66.11,66.11,54.61,66.11,21.37
2024-02-24 08:00:00,,,64.4,68.77,64.4,64.4,64.4,64.4,64.4,54.69,66.32,35.97
2024-02-24 09:00:00,,,57.6,59.29,57.6,57.6,57.6,57.6,57.6,52.66,66.35,45.47
2024-02-24 10:00:00,,,49.15,55.02,49.28,49.16,49.16,49.11,49.19,49.99,65.6,47.98
2024-02-24 11:00:00,,,45.77,52.03,46.08,45.84,45.84,45.71,45.81,47.61,61.1,42.91
2024-02-24 12:00:00,,,40.31,47.18,40.36,40.32,40.32,40.3,40.32,45.2,59.66,30.09
2024-02-24 13:00:00,,,32.22,38.09,32.22,32.22,32.22,32.22,32.22,43.38,60.04,30.45
2024-02-24 14:00:00,,,37.6,52.42,37.6,37.6,37.6,37.6,37.6,46.28,65.61,31.04
2024-02-24 15:00:00,,,45.0,54.16,45.0,45.0,45.0,45.0,45.0,49.14,67.72,33.9
2024-02-24 16:00:00,,,55.96,59.93,55.92,55.95,55.95,55.94,55.96,51.7,85.84,51.7
2024-02-24 17:00:00,,,72.56,72.5,71.16,71.67,71.67,63.83,72.96,56.58,87.77,56.58
2024-02-24 18:00:00,,,81.34,81.03,79.23,80.0,80.0,68.16,81.95,72.83,79.43,72.83
2024-02-24 19:00:00,,,74.13,78.1,74.13,74.13,74.13,74.13,74.13,58.98,74.13,49.55
2024-02-24 20:00:00,,,65.17,71.6,65.17,65.17,65.17,65.17,65.17,56.03,65.17,38.6
2024-02-24 21:00:00,,,59.94,63.92,59.94,59.94,59.94,59.94,59.94,54.99,63.51,41.87
2024-02-24 22:00:00,,,58.99,63.91,56.59,56.0,56.0,58.03,64.02,53.22,65.58,40.54
2024-02-24 23:00:00,,,56.39,59.11,52.74,52.2,52.2,54.98,63.51,51.85,65.59,36.58
2024-02-25 00:00:00,,,56.57,60.04,56.57,56.57,56.57,56.57,56.57,54.7,64.31,33.35
2024-02-25 01:00:00,,,55.44,58.77,55.44,55.44,55.44,55.44,55.44,53.72,62.05,33.51
2024-02-25 02:00:00,,,55.4,56.47,55.39,55.38,55.38,55.39,,53.67,62.17,31.74
2024-02-25 03:00:00,,,54.9,55.94,54.89,54.89,54.89,54.9,54.95,53.19,62.74,31.27
2024-02-25 04:00:00,,,55.2,55.57,55.19,55.19,55.19,55.2,55.25,53.48,63.32,30.88
2024-02-25 05:00:00,,,55.07,56.11,55.07,55.07,55.07,55.07,55.07,53.36,64.96,30.51
2024-02-25 06:00:00,,,57.19,56.81,56.76,56.71,56.71,57.02,58.6,54.95,65.02,30.72
2024-02-25 07:00:00,,,59.92,57.84,59.92,59.92,59.92,59.92,59.92,55.45,65.42,30.87
2024-02-25 08:00:00,,,65.04,58.35,62.01,61.58,61.58,63.82,75.0,56.87,61.79,33.76
2024-02-25 09:00:00,,,64.28,56.08,62.13,61.82,61.82,63.42,71.5,58.08,61.97,35.08
2024-02-25 10:00:00,,,56.67,54.9,56.27,56.31,56.31,56.69,56.68,55.02,56.3,35.2
