,Biomass,Fossil Brown coal/Lignite,Fossil Gas,Fossil Hard coal,Fossil Oil,Fossil Oil,Geothermal,Hydro Run-of-river and poundage,Hydro Water Reservoir,Hydro Water Reservoir,Nuclear,Other,Other renewable,Solar,Waste,Wind Onshore
,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Consumption,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Consumption,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated
timestamp_cec,,,,,,,,,,,,,,,,
2024-09-14 12:00:00+02:00,138.750,217.500,559.000,33.250,0.000,,0.000,9.000,5.000,,1399.000,60.250,17.750,506.750,11.000,256.750
2024-09-14 13:00:00+02:00,139.000,213.000,468.500,34.500,0.000,,0.000,9.000,5.000,,1398.500,58.000,17.000,445.500,12.500,252.750
2024-09-14 14:00:00+02:00,138.750,212.750,451.000,32.500,0.000,,0.000,9.000,5.000,,1398.500,50.250,17.500,330.500,11.500,244.500
2024-09-14 15:00:00+02:00,137.000,215.250,485.500,33.000,0.000,,0.000,9.000,5.000,,1397.750,40.500,18.000,253.500,11.750,219.250
2024-09-14 16:00:00+02:00,138.000,236.500,478.250,36.750,0.000,,0.000,9.000,5.000,,1398.000,36.250,18.000,157.250,11.250,213.500
2024-09-14 17:00:00+02:00,138.250,304.000,523.250,38.000,0.000,,0.000,9.000,5.000,,1397.500,36.000,19.750,80.000,12.250,214.750
2024-09-14 18:00:00+02:00,139.000,364.500,526.000,37.500,0.000,,0.000,9.000,5.000,,1399.500,36.500,20.500,10.250,12.000,219.500
2024-09-14 19:00:00+02:00,142.000,366.000,532.000,37.500,0.000,,0.000,9.000,5.000,,1400.000,36.000,20.000,0.750,11.750,257.250
2024-09-14 20:00:00+02:00,142.000,346.750,487.500,38.500,0.000,,0.000,9.000,5.500,,1399.250,35.250,20.750,0.250,12.500,245.250
2024-09-14 21:00:00+02:00,142.000,249.500,496.750,37.000,0.000,,0.000,9.000,7.750,,1401.000,35.500,20.000,0.000,12.500,256.750
2024-09-14 22:00:00+02:00,143.750,218.750,495.250,37.750,0.000,,0.000,9.000,8.250,,1401.500,35.500,17.000,0.250,12.000,245.500
2024-09-14 23:00:00+02:00,143.500,220.000,444.000,37.250,0.000,,0.000,8.500,9.000,,1400.750,34.250,14.250,0.250,12.750,236.250
2024-09-15 00:00:00+02:00,138.750,219.500,413.250,36.000,0.000,,0.000,8.500,10.000,,1399.500,35.750,13.000,0.000,12.500,224.000
2024-09-15 01:00:00+02:00,137.750,219.250,398.000,36.750,0.000,,0.000,8.000,10.250,,1392.250,36.000,12.000,0.000,12.750,221.250
2024-09-15 02:00:00+02:00,138.000,209.750,422.250,36.000,0.000,,0.000,8.000,11.000,,1394.750,35.000,12.000,0.000,12.000,212.250
2024-09-15 03:00:00+02:00,129.500,214.500,463.250,35.750,0.000,,0.000,7.500,11.000,,1397.750,35.250,12.000,0.000,12.500,213.500
2024-09-15 04:00:00+02:00,128.000,215.250,470.500,35.750,0.000,,0.000,7.000,11.000,,1397.250,34.250,13.000,0.000,12.000,165.750
2024-09-15 05:00:00+02:00,128.000,219.250,472.250,35.750,0.000,,0.000,7.000,11.000,,1396.750,34.500,13.000,0.000,11.250,144.000
2024-09-15 06:00:00+02:00,130.750,223.500,477.250,35.500,0.000,,0.000,7.000,11.000,,1396.750,35.500,13.000,16.500,11.750,137.250
2024-09-15 07:00:00+02:00,138.000,236.000,549.500,36.000,0.000,,0.000,7.000,11.250,,1398.000,36.000,13.750,141.500,10.750,149.000
2024-09-15 08:00:00+02:00,138.500,230.000,534.750,37.250,0.000,,0.000,7.000,12.000,,1397.750,39.250,13.250,343.250,12.000,161.750
2024-09-15 09:00:00+02:00,138.000,214.250,525.000,37.250,0.000,,0.000,7.000,12.000,,1402.500,46.250,13.500,533.750,12.000,139.250
2024-09-15 10:00:00+02:00,138.750,213.500,465.250,34.000,0.000,,0.000,7.000,12.000,,1408.000,50.750,12.000,731.000,11.750,147.500
2024-09-15 11:00:00+02:00,138.000,213.000,508.500,30.500,0.000,,0.000,7.000,12.000,,1412.500,56.750,11.500,777.500,11.750,153.500
2024-09-15 12:00:00+02:00,138.000,212.250,397.750,31.250,0.000,,0.000,7.000,12.500,,1412.250,59.500,11.500,773.750,11.000,173.000
2024-09-15 13:00:00+02:00,138.000,213.750,484.250,30.500,0.000,,0.000,7.000,13.000,,1412.250,58.500,12.000,787.500,11.250,200.500
2024-09-15 14:00:00+02:00,138.000,212.500,468.750,31.500,0.000,,0.000,6.250,13.000,,1413.000,50.250,10.500,734.750,12.500,200.000
2024-09-15 15:00:00+02:00,135.250,214.000,453.250,32.500,0.000,,0.000,6.500,13.000,,1411.750,40.500,12.000,597.750,13.250,197.500
2024-09-15 16:00:00+02:00,137.750,243.500,539.750,37.250,0.000,,0.000,7.000,13.000,,1411.000,36.000,13.000,439.750,11.250,173.750
2024-09-15 17:00:00+02:00,138.000,312.250,600.000,37.500,0.000,,0.000,8.000,13.000,,1410.500,35.750,14.500,214.250,11.000,147.250
2024-09-15 18:00:00+02:00,138.000,363.500,632.250,38.750,0.000,,0.000,8.000,13.000,,1411.750,36.750,15.000,31.000,11.500,152.750
2024-09-15 19:00:00+02:00,140.500,375.750,671.000,38.000,0.000,,0.000,8.000,13.000,,1410.500,36.250,16.000,0.000,11.750,165.250
2024-09-15 20:00:00+02:00,141.000,354.500,600.000,38.250,0.000,,0.000,7.750,13.000,,1409.750,35.000,16.000,0.000,12.000,184.750
2024-09-15 21:00:00+02:00,142.000,288.250,535.750,38.250,0.000,,0.000,8.000,13.000,,1410.750,35.750,15.000,0.000,13.750,170.750
2024-09-15 22:00:00+02:00,143.000,227.250,533.000,39.000,0.000,,0.000,8.000,13.000,,1411.750,35.250,14.250,1.000,13.500,177.250
2024-09-15 23:00:00+02:00,142.750,226.250,467.000,38.000,0.000,,0.000,8.000,13.000,,1414.000,35.500,13.250,0.000,12.000,195.250
2024-09-16 00:00:00+02:00,142.250,240.000,377.500,38.500,0.000,,0.000,8.000,13.000,,1414.250,35.500,12.750,0.000,12.000,193.000
2024-09-16 01:00:00+02:00,142.000,234.750,317.750,37.750,0.000,,0.000,8.000,13.000,,1414.000,35.250,13.000,0.000,11.750,194.500
2024-09-16 02:00:00+02:00,137.750,223.000,328.000,38.250,0.000,,0.000,8.000,13.000,,1414.000,34.250,12.250,0.000,12.750,207.500
2024-09-16 03:00:00+02:00,130.750,223.000,341.250,39.000,0.000,,0.000,8.000,13.000,,1414.500,35.500,12.000,0.000,12.000,214.000
2024-09-16 04:00:00+02:00,131.500,224.250,347.000,38.000,0.000,,1.000,8.000,13.000,,1414.000,34.000,12.250,0.000,11.000,213.500
2024-09-16 05:00:00+02:00,134.000,247.750,375.500,38.500,0.000,,1.000,8.000,13.000,,1415.750,35.000,12.250,0.000,10.500,226.000
2024-09-16 06:00:00+02:00,142.000,265.500,612.000,39.000,0.000,,1.000,8.000,13.000,,1417.000,38.500,13.250,6.500,13.250,209.250
2024-09-16 07:00:00+02:00,140.250,343.250,670.750,39.000,0.000,,1.000,7.250,13.000,,1415.500,37.000,12.000,72.250,12.500,206.750
2024-09-16 08:00:00+02:00,91.750,358.750,632.250,40.000,0.000,,0.250,8.000,13.000,,1413.500,38.000,12.500,186.000,11.750,203.250
2024-09-16 09:00:00+02:00,90.000,325.000,524.000,38.250,0.000,,0.000,7.500,13.000,,1412.500,46.250,12.500,305.000,12.000,205.000
2024-09-16 10:00:00+02:00,90.000,299.750,529.250,39.750,0.000,,0.000,8.000,13.000,,1414.000,51.250,12.000,439.500,10.250,181.500
2024-09-16 11:00:00+02:00,90.250,287.500,511.000,39.250,0.000,,0.000,7.750,13.000,,1416.000,56.250,12.750,541.500,10.250,153.500
2024-09-16 12:00:00+02:00,90.000,267.250,523.000,38.750,0.500,,0.000,8.000,13.250,,1416.500,59.500,12.000,591.000,11.000,107.500
2024-09-16 13:00:00+02:00,90.000,242.500,596.250,39.000,0.000,,0.500,8.000,14.000,,1414.750,58.000,12.000,585.000,12.000,48.750
2024-09-16 14:00:00+02:00,89.250,268.250,505.750,38.750,0.000,,0.250,8.000,14.000,,1417.750,51.000,12.500,596.000,11.500,35.500
2024-09-16 15:00:00+02:00,88.000,328.750,551.000,38.250,0.000,0.000,0.000,8.000,14.000,,1418.750,41.250,13.000,534.250,12.250,30.750
2024-09-16 16:00:00+02:00,87.500,360.750,569.000,38.750,0.000,,0.000,8.000,14.000,,1418.750,36.000,13.750,426.750,12.250,23.750
2024-09-16 17:00:00+02:00,85.750,372.500,695.250,38.250,0.000,,0.000,8.000,14.000,,1419.000,36.750,15.750,214.250,12.250,9.000
2024-09-16 18:00:00+02:00,88.250,375.000,758.500,37.500,0.000,,0.000,8.000,14.000,,1421.000,37.000,16.000,37.500,11.000,7.250
2024-09-16 19:00:00+02:00,89.750,373.750,784.750,38.000,0.000,,0.000,8.000,14.000,,1419.750,35.500,16.000,6.000,11.000,10.500
2024-09-16 20:00:00+02:00,90.000,364.500,621.250,37.500,0.000,,0.000,8.000,14.000,,1419.500,35.000,16.000,0.750,9.750,24.250
2024-09-16 21:00:00+02:00,89.000,352.500,486.000,37.000,0.000,,0.000,8.000,14.000,,1418.500,35.000,14.500,0.000,10.000,28.750
2024-09-16 22:00:00+02:00,89.000,291.500,501.000,37.750,0.000,,0.000,8.000,14.000,,1413.750,35.250,14.250,0.000,11.250,26.250
2024-09-16 23:00:00+02:00,89.250,239.000,522.000,36.750,0.000,,0.000,7.500,14.000,,1415.500,35.000,14.000,0.000,12.000,25.500
2024-09-17 00:00:00+02:00,89.250,261.750,442.250,38.250,0.000,,0.000,7.250,14.000,,1423.750,36.000,11.750,0.000,12.500,28.000
2024-09-17 01:00:00+02:00,88.250,266.500,377.750,37.750,0.000,,0.000,7.250,14.000,,1425.750,35.250,12.000,0.000,12.000,33.500
2024-09-17 02:00:00+02:00,100.500,254.500,406.750,37.250,0.000,,0.000,7.000,14.000,,1428.250,34.500,11.750,0.000,12.000,35.000
2024-09-17 03:00:00+02:00,110.250,247.500,418.500,38.750,0.000,,0.000,7.500,14.000,,1428.250,35.250,11.750,0.000,10.500,21.000
2024-09-17 04:00:00+02:00,125.250,258.250,411.250,38.250,0.000,,0.000,8.000,14.000,,1428.750,34.250,11.000,0.000,11.000,16.000
2024-09-17 05:00:00+02:00,133.750,276.250,539.750,36.500,0.000,,0.000,8.000,14.000,,1430.500,34.750,12.250,0.000,10.750,8.500
2024-09-17 06:00:00+02:00,139.750,341.000,581.750,36.000,0.000,,0.000,8.000,14.000,,1427.750,36.500,13.000,23.500,11.250,11.750
2024-09-17 07:00:00+02:00,140.750,356.750,647.500,36.250,0.000,,0.000,7.250,14.000,,1428.000,36.500,13.500,279.750,10.500,10.500
2024-09-17 08:00:00+02:00,141.000,356.750,645.000,36.000,0.000,,0.000,7.500,14.000,,1428.000,39.000,14.250,774.750,11.000,6.000
2024-09-17 09:00:00+02:00,139.000,326.750,672.250,36.250,0.000,,0.000,7.500,14.000,,1429.000,46.750,14.000,1194.750,11.750,2.750
2024-09-17 10:00:00+02:00,139.000,268.500,689.000,36.250,0.000,,0.000,7.750,14.000,,1428.500,50.750,14.000,1525.000,10.500,3.500
2024-09-17 11:00:00+02:00,139.000,255.750,506.250,36.000,0.000,0.000,0.000,8.000,14.000,,1426.000,56.000,13.000,1722.500,10.250,3.250
2024-09-17 12:00:00+02:00,139.000,243.750,368.000,36.750,0.000,,0.000,8.000,14.000,,1424.750,59.250,12.000,1906.500,11.000,2.000
2024-09-17 13:00:00+02:00,139.000,242.000,395.500,37.000,0.000,,0.000,8.000,14.000,,1425.250,58.000,12.250,1892.000,9.750,2.500
2024-09-17 14:00:00+02:00,139.750,243.250,478.500,36.250,0.000,,0.000,8.000,14.000,,1424.000,50.750,12.000,1864.250,10.250,6.000
2024-09-17 15:00:00+02:00,141.250,268.750,507.000,38.250,0.000,,0.000,7.750,14.000,,1424.500,40.500,13.500,1654.750,12.000,5.500
2024-09-17 16:00:00+02:00,141.500,343.000,702.500,36.750,0.000,0.000,0.000,7.000,14.000,,1426.000,36.000,14.000,1155.500,12.000,7.000
2024-09-17 17:00:00+02:00,140.250,370.750,809.000,37.250,0.000,,0.000,7.000,14.000,,1427.750,36.250,14.500,520.500,12.000,8.250
2024-09-17 18:00:00+02:00,142.000,379.000,960.500,37.250,0.000,,0.000,7.500,14.000,,1429.000,36.000,15.250,72.250,10.000,8.000
2024-09-17 19:00:00+02:00,141.250,379.250,1083.250,37.500,0.000,,0.000,8.000,14.000,,1430.750,35.500,17.000,1.500,9.500,16.250
2024-09-17 20:00:00+02:00,142.500,369.750,955.500,37.750,0.000,,0.000,8.000,14.000,,1431.000,35.250,16.000,0.000,9.750,16.000
2024-09-17 21:00:00+02:00,142.000,345.750,654.750,36.750,0.000,,0.000,8.000,14.000,,1431.250,35.250,15.250,0.000,10.000,8.250
2024-09-17 22:00:00+02:00,142.750,277.750,562.250,37.250,0.000,,0.000,8.000,14.000,,1432.500,35.250,15.750,0.000,11.250,8.250
2024-09-17 23:00:00+02:00,143.000,250.250,526.500,38.250,0.000,0.000,0.000,8.000,14.000,,1432.000,34.500,15.250,0.000,11.750,8.000
2024-09-18 00:00:00+02:00,142.500,257.250,475.750,38.500,0.000,,0.000,8.000,14.000,,1431.750,34.500,14.000,0.000,12.000,7.750
2024-09-18 01:00:00+02:00,141.500,259.000,411.250,37.000,0.000,,0.000,8.000,14.000,,1431.750,34.750,14.750,0.000,12.000,9.000
2024-09-18 02:00:00+02:00,139.000,242.500,407.750,36.500,0.000,,0.000,8.000,14.000,,1433.250,33.000,13.500,0.000,12.250,10.500
2024-09-18 03:00:00+02:00,130.000,241.500,415.750,37.500,0.000,,0.000,8.000,14.000,,1433.000,34.000,13.500,0.000,12.750,18.250
2024-09-18 04:00:00+02:00,129.750,281.000,418.250,38.250,0.000,,0.000,8.000,14.000,,1432.250,34.000,12.250,0.000,10.750,20.750
2024-09-18 05:00:00+02:00,133.750,333.500,574.500,38.500,0.000,0.000,0.000,8.000,14.000,,1429.750,33.750,12.500,0.000,11.500,25.500
2024-09-18 06:00:00+02:00,140.500,367.750,618.250,37.500,0.000,,0.000,8.000,14.000,,1429.250,36.000,12.500,36.250,12.250,35.000
2024-09-18 07:00:00+02:00,140.250,370.750,705.250,35.500,0.000,,0.000,8.000,14.000,,1430.750,35.500,13.000,425.250,9.750,30.750
2024-09-18 08:00:00+02:00,141.000,372.250,580.750,35.500,0.000,,0.000,8.000,14.000,,1431.250,37.750,13.750,1175.000,7.500,19.750
2024-09-18 09:00:00+02:00,138.250,309.750,545.000,35.000,0.000,0.000,0.000,7.750,14.000,,1430.500,45.750,14.000,1875.250,7.500,7.500
2024-09-18 10:00:00+02:00,137.500,255.500,536.250,35.250,,0.000,0.000,8.000,14.000,,1432.250,51.250,9.250,2384.500,7.750,3.250
2024-09-18 11:00:00+02:00,138.000,240.750,445.000,35.500,,0.000,0.000,8.000,14.000,,1434.000,55.750,12.250,2629.250,7.500,5.000
2024-09-18 12:00:00+02:00,138.000,226.750,396.000,33.750,0.000,,0.000,8.000,13.750,,1435.000,58.750,11.250,2628.750,9.000,10.750
2024-09-18 13:00:00+02:00,138.000,216.250,311.500,34.750,0.000,,0.000,8.000,14.000,,1434.000,57.000,12.000,2487.250,9.500,16.750
2024-09-18 14:00:00+02:00,138.000,209.250,389.000,34.500,0.000,,0.000,8.000,14.000,,1435.000,49.000,12.000,2306.750,10.000,28.750
2024-09-18 15:00:00+02:00,138.000,253.000,501.500,35.500,0.000,,0.000,8.000,14.000,,1435.500,39.500,12.000,1893.250,10.500,40.000
2024-09-18 16:00:00+02:00,137.250,322.250,548.000,35.750,0.000,,0.000,8.000,14.000,,1432.250,35.500,12.250,1246.000,11.250,57.000
2024-09-18 17:00:00+02:00,138.500,369.750,705.250,36.000,0.000,0.000,0.000,8.000,14.000,,1433.000,34.750,15.000,512.500,11.000,40.750
2024-09-18 18:00:00+02:00,139.000,371.250,725.750,35.500,0.000,,0.000,8.000,14.000,,1429.250,35.250,15.250,65.750,11.000,19.000
2024-09-18 19:00:00+02:00,141.000,373.250,933.000,35.000,0.000,,0.000,8.000,14.000,,1430.250,35.750,16.750,4.750,10.750,34.750
2024-09-18 20:00:00+02:00,141.000,363.750,761.000,34.750,0.000,,0.000,8.000,14.000,,1432.000,34.250,15.750,0.000,11.500,38.000
2024-09-18 21:00:00+02:00,141.750,329.500,614.000,35.250,0.000,,0.000,8.000,14.000,,1434.000,34.500,15.000,0.000,11.000,51.250
2024-09-18 22:00:00+02:00,142.250,281.500,519.500,35.250,0.000,,0.000,8.000,14.000,,1434.750,34.250,14.250,0.000,11.500,43.250
2024-09-18 23:00:00+02:00,143.000,264.750,514.250,36.000,0.000,,0.000,8.000,14.000,,1433.500,34.000,14.000,0.000,12.000,72.750
2024-09-19 00:00:00+02:00,140.000,267.000,342.250,37.250,0.000,0.000,0.000,8.000,14.000,,1429.500,38.250,13.500,0.000,12.000,103.500
2024-09-19 01:00:00+02:00,138.000,233.250,332.250,36.750,0.000,,0.000,8.000,14.000,,1430.000,38.750,13.000,0.000,12.000,78.250
2024-09-19 02:00:00+02:00,135.500,233.750,279.250,38.000,0.000,,0.000,8.000,14.000,,1429.500,37.250,13.000,0.000,11.500,62.250
2024-09-19 03:00:00+02:00,96.250,229.500,326.750,37.750,0.000,,0.000,8.000,14.000,,1429.500,38.000,13.000,0.000,12.000,65.500
2024-09-19 04:00:00+02:00,87.250,227.000,363.500,38.000,0.000,,0.000,8.000,14.000,,1430.500,37.000,13.000,0.000,11.500,61.500
2024-09-19 05:00:00+02:00,117.500,268.250,365.000,38.000,0.000,,0.000,8.000,14.000,,1429.750,37.750,12.500,0.000,12.000,55.250
2024-09-19 06:00:00+02:00,139.250,324.500,552.000,37.500,0.000,0.000,0.000,8.000,14.000,,1429.750,39.250,13.000,36.750,12.000,76.000
2024-09-19 07:00:00+02:00,139.000,363.750,555.000,37.500,0.000,,0.000,8.000,14.000,,1428.500,39.000,13.000,480.750,11.250,83.750
2024-09-19 08:00:00+02:00,139.000,351.250,479.250,38.750,0.000,,0.000,8.000,14.000,,1429.250,41.500,13.750,1384.000,11.750,45.500
2024-09-19 09:00:00+02:00,138.250,283.250,410.250,38.500,0.000,,0.000,8.000,14.000,,1429.500,49.750,12.750,2259.250,11.500,27.250
2024-09-19 10:00:00+02:00,138.750,234.500,422.000,38.500,0.000,,0.000,8.000,14.000,,1430.000,54.000,12.250,2847.750,12.000,28.250
2024-09-19 11:00:00+02:00,138.000,219.500,401.000,38.500,0.000,,0.000,8.000,14.000,,1430.250,59.250,12.500,3110.250,12.250,18.250
2024-09-19 12:00:00+02:00,138.000,222.750,281.750,38.000,0.000,0.000,0.000,8.000,14.000,,1427.000,62.000,12.000,3057.500,11.750,19.250
2024-09-19 13:00:00+02:00,138.000,219.500,235.750,35.750,,0.000,0.000,8.000,14.000,,1430.750,61.250,12.000,2942.250,10.750,23.750
2024-09-19 14:00:00+02:00,138.000,212.000,280.750,34.000,0.000,0.000,0.000,8.000,14.000,,1431.750,53.750,12.250,2579.500,11.250,26.250
2024-09-19 15:00:00+02:00,137.500,231.750,447.250,37.250,0.000,0.000,0.000,8.000,14.000,,1433.000,43.250,12.750,2137.250,10.250,34.500
2024-09-19 16:00:00+02:00,137.250,298.750,506.000,37.250,0.000,,0.000,8.000,14.000,,1435.000,39.000,13.000,1354.500,10.500,47.250
2024-09-19 17:00:00+02:00,138.000,362.500,504.500,38.000,2.500,0.000,0.000,8.000,14.000,,1436.750,38.750,14.500,535.750,11.500,45.000
2024-09-19 18:00:00+02:00,138.250,370.500,529.250,36.750,0.000,,0.000,8.000,14.000,,1434.750,38.250,14.500,63.750,11.500,56.500
2024-09-19 19:00:00+02:00,140.000,373.750,526.250,37.500,0.000,,0.000,8.000,14.000,,1435.000,38.000,15.750,0.250,12.250,93.750
2024-09-19 20:00:00+02:00,141.000,363.250,491.000,37.250,0.000,,0.000,8.750,14.000,,1435.500,38.000,16.000,0.750,11.750,105.500
2024-09-19 21:00:00+02:00,141.500,302.000,523.750,37.250,0.000,,0.000,9.000,14.000,,1437.250,38.250,15.250,0.000,11.500,102.250
2024-09-19 22:00:00+02:00,142.750,243.250,408.500,38.250,0.000,,0.000,9.000,14.000,,1438.250,38.000,15.000,0.000,12.000,89.000
2024-09-19 23:00:00+02:00,143.000,245.250,403.250,37.000,0.000,,0.000,9.000,14.000,,1438.000,37.250,15.000,0.000,12.250,80.250
2024-09-20 00:00:00+02:00,139.500,239.750,355.750,37.000,0.000,0.000,0.000,9.000,14.000,,1440.000,38.750,13.000,0.000,12.000,71.000
2024-09-20 01:00:00+02:00,139.000,221.750,346.750,37.000,0.000,0.000,0.000,9.000,14.000,,1439.500,38.750,13.000,0.000,11.750,73.000
2024-09-20 02:00:00+02:00,136.250,214.000,349.000,36.500,0.000,,0.000,9.000,14.000,,1440.000,37.250,13.000,0.000,12.000,48.000
2024-09-20 03:00:00+02:00,128.000,212.250,338.500,38.250,0.000,,0.000,9.000,14.000,,1440.000,38.000,12.500,0.000,11.500,53.000
2024-09-20 04:00:00+02:00,128.500,214.000,344.750,36.750,0.000,,0.000,9.000,14.000,,1440.500,37.250,12.250,0.000,12.000,42.000
2024-09-20 05:00:00+02:00,130.250,258.000,430.000,37.250,0.000,,0.000,9.000,14.000,,1439.000,38.000,14.000,0.000,12.000,44.750
2024-09-20 06:00:00+02:00,138.500,319.000,515.750,37.750,0.000,,0.000,9.000,14.000,,1439.000,39.250,14.000,31.750,11.750,51.500
2024-09-20 07:00:00+02:00,139.000,370.750,539.750,36.750,0.000,0.000,0.000,8.500,14.000,,1439.000,39.000,14.000,404.250,12.500,56.750
2024-09-20 08:00:00+02:00,138.750,356.250,535.500,37.500,0.000,,0.000,9.000,14.000,,1437.750,42.000,14.000,1203.250,11.750,40.250
2024-09-20 09:00:00+02:00,138.500,286.000,433.500,37.250,0.000,0.000,0.000,9.000,14.000,,1436.000,50.000,13.000,2125.000,11.250,44.500
2024-09-20 10:00:00+02:00,138.250,230.750,312.500,37.000,0.000,,0.000,9.000,14.000,,1437.500,53.500,11.000,2648.750,11.250,30.000
2024-09-20 11:00:00+02:00,138.250,224.750,310.500,36.250,0.000,0.000,0.000,9.750,14.000,,1436.750,58.750,10.500,3045.000,10.750,13.500
2024-09-20 12:00:00+02:00,138.000,221.500,243.500,36.250,0.000,0.000,0.000,10.000,14.000,,1433.750,62.500,11.000,3171.500,14.500,4.750
2024-09-20 13:00:00+02:00,138.000,217.250,355.250,31.500,0.000,0.000,0.000,10.000,14.000,,1439.000,61.500,10.250,2902.000,15.500,2.750
2024-09-20 14:00:00+02:00,138.000,218.750,364.250,30.750,0.000,,0.000,10.000,13.000,,1438.750,53.500,11.000,2627.750,15.000,3.500
2024-09-20 15:00:00+02:00,136.750,227.000,383.500,30.750,0.000,,0.000,10.000,13.000,,1438.250,43.500,12.000,2236.750,14.500,4.250
2024-09-20 16:00:00+02:00,136.250,299.000,398.000,32.750,0.000,0.000,0.000,10.000,13.000,,1439.750,39.750,12.750,1492.000,14.750,5.500
2024-09-20 17:00:00+02:00,138.250,346.250,503.000,35.250,,0.000,0.000,9.500,13.000,,1441.750,40.000,14.000,634.250,15.000,5.750
2024-09-20 18:00:00+02:00,138.250,347.000,589.250,35.250,0.000,0.000,0.000,9.000,13.000,,1443.500,39.000,14.000,69.000,13.750,10.750
2024-09-20 19:00:00+02:00,140.750,347.250,660.500,35.000,0.000,0.000,0.000,9.500,13.000,,1443.000,38.500,14.000,5.000,14.500,19.000
2024-09-20 20:00:00+02:00,141.250,340.750,579.750,34.750,0.000,,0.000,9.000,13.000,,1442.000,38.250,14.750,0.750,13.500,14.500
2024-09-20 21:00:00+02:00,141.250,291.000,482.250,35.500,0.000,,0.000,9.250,13.000,,1442.000,38.250,14.000,0.000,13.750,14.500
2024-09-20 22:00:00+02:00,141.750,244.500,500.750,37.000,0.000,,0.000,9.000,13.000,,1442.000,38.000,14.750,0.000,14.000,16.000
2024-09-20 23:00:00+02:00,141.750,249.500,357.250,36.750,0.000,,0.000,9.000,13.000,,1441.500,38.250,17.000,0.000,13.000,9.250
2024-09-21 00:00:00+02:00,139.000,239.500,462.500,37.000,0.000,,0.000,9.000,13.000,,1441.500,35.500,18.750,0.000,13.000,4.500
2024-09-21 01:00:00+02:00,139.000,234.000,418.000,37.750,0.000,0.000,0.000,9.000,13.000,,1441.250,35.500,18.250,0.000,12.750,9.500
2024-09-21 02:00:00+02:00,137.000,226.750,416.750,36.750,0.000,0.000,0.000,9.000,12.000,,1440.750,34.500,18.000,0.000,11.500,15.500
2024-09-21 03:00:00+02:00,128.000,220.500,412.500,36.750,0.000,,0.000,9.000,12.000,,1441.250,35.250,17.750,0.000,11.750,14.500
2024-09-21 04:00:00+02:00,128.250,232.250,411.500,38.000,0.000,,0.000,9.000,12.000,,1441.500,34.750,17.000,0.000,11.750,15.500
2024-09-21 05:00:00+02:00,129.000,233.250,418.250,36.750,0.000,,0.000,9.000,11.000,,1442.000,34.250,17.750,0.000,12.000,12.750
2024-09-21 06:00:00+02:00,130.750,236.750,496.750,37.500,0.000,,0.000,9.000,11.000,,1442.250,36.000,19.000,35.000,11.750,12.250
2024-09-21 07:00:00+02:00,138.750,233.000,496.750,38.500,0.000,,0.000,9.000,11.000,,1442.500,36.000,19.000,530.000,13.000,9.750
2024-09-21 08:00:00+02:00,138.750,229.000,400.250,39.500,0.000,0.000,0.000,9.000,11.000,,1443.250,38.750,19.250,1563.000,11.500,3.250
2024-09-21 09:00:00+02:00,138.750,217.750,416.000,39.500,0.000,,0.000,9.000,11.000,,1443.750,46.500,19.750,2481.750,11.500,0.750
2024-09-21 10:00:00+02:00,138.750,224.500,375.750,33.750,0.000,0.000,0.000,9.000,11.000,,1444.000,50.500,19.000,2982.500,12.750,0.000
2024-09-21 11:00:00+02:00,138.000,217.750,275.750,33.250,0.000,,0.000,9.000,11.000,,1444.000,56.000,17.000,3157.250,12.250,0.000
2024-09-21 12:00:00+02:00,138.000,217.250,218.250,30.000,0.000,,0.000,9.000,11.000,,1444.750,59.750,17.000,2974.250,12.500,0.000
2024-09-21 13:00:00+02:00,138.000,210.750,194.500,31.500,0.000,,0.000,9.000,11.000,,1339.250,58.250,12.750,2693.000,9.500,0.000
2024-09-21 14:00:00+02:00,138.000,186.750,238.750,33.000,0.000,0.000,0.000,9.000,11.000,,1343.750,52.500,13.250,2498.000,9.750,0.250
2024-09-21 15:00:00+02:00,138.000,215.000,364.250,31.000,0.000,,0.000,9.000,11.000,,1442.500,41.500,15.750,2249.750,13.750,0.250
2024-09-21 16:00:00+02:00,138.000,248.250,390.500,31.000,0.000,,0.000,9.000,11.000,,1445.000,36.500,16.000,1599.000,13.750,0.500
2024-09-21 17:00:00+02:00,138.250,318.000,472.500,36.500,0.000,,0.000,9.000,11.000,,1445.000,36.500,18.750,621.500,12.000,1.250
2024-09-21 18:00:00+02:00,140.250,348.250,597.250,36.500,0.000,,0.000,9.000,11.000,,1446.000,36.000,19.000,58.500,11.250,3.750
2024-09-21 19:00:00+02:00,140.500,346.000,636.750,36.750,0.000,,0.000,9.000,11.000,,1445.000,35.750,20.000,0.000,12.250,4.500
2024-09-21 20:00:00+02:00,141.000,333.500,491.500,36.500,0.000,,0.000,8.500,11.000,,1444.500,35.250,19.500,0.000,17.250,11.000
2024-09-21 21:00:00+02:00,141.250,267.500,540.000,36.500,0.000,,0.000,8.500,11.000,,1442.500,35.250,19.500,0.000,18.000,12.750
