,Biomass,Fossil Gas,Fossil Hard coal,Fossil Hard coal,Fossil Oil,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Nuclear,Solar,Waste,Wind Onshore,Hydro Water Reservoir
2021-01-01 16:00:00+01:00,362.000,4974.000,9.000,,206.000,,349.000,4762.000,1025.000,50531.000,437.000,248.000,1299.000,
2021-01-01 17:00:00+01:00,363.000,5428.000,9.000,,207.000,586.000,,4835.000,1389.000,50698.000,166.000,249.000,1434.000,
2021-01-01 18:00:00+01:00,363.000,5664.000,9.000,,207.000,1082.000,,5402.000,2228.000,50772.000,0.000,249.000,1608.000,
2021-01-01 19:00:00+01:00,369.000,5636.000,9.000,,206.000,1028.000,,5482.000,1953.000,50758.000,0.000,248.000,1645.000,
2021-01-01 20:00:00+01:00,370.000,5688.000,9.000,,206.000,634.000,,5217.000,2076.000,51125.000,0.000,250.000,1632.000,
2021-01-01 21:00:00+01:00,370.000,5565.000,9.000,,206.000,258.000,,4934.000,1283.000,51158.000,0.000,250.000,1570.000,
2021-01-01 22:00:00+01:00,370.000,5451.000,9.000,,206.000,254.000,,4619.000,748.000,50927.000,0.000,248.000,1502.000,
2021-01-01 23:00:00+01:00,369.000,5467.000,9.000,,206.000,466.000,,4614.000,687.000,50872.000,0.000,251.000,1486.000,
2021-01-02 00:00:00+01:00,370.000,4808.000,9.000,,206.000,341.000,,4516.000,838.000,50587.000,0.000,254.000,1485.000,
2021-01-02 01:00:00+01:00,370.000,4060.000,9.000,,206.000,,333.000,4418.000,470.000,50274.000,0.000,258.000,1505.000,
2021-01-02 02:00:00+01:00,369.000,4103.000,9.000,,206.000,,1167.000,4251.000,335.000,50348.000,0.000,255.000,1527.000,
2021-01-02 03:00:00+01:00,370.000,3778.000,9.000,,207.000,,2578.000,4144.000,663.000,50308.000,0.000,257.000,1560.000,
2021-01-02 04:00:00+01:00,368.000,3819.000,9.000,,207.000,,2880.000,4115.000,1100.000,50237.000,0.000,254.000,1647.000,
2021-01-02 05:00:00+01:00,368.000,3873.000,9.000,,207.000,,2781.000,4047.000,659.000,50350.000,0.000,252.000,1767.000,
2021-01-02 06:00:00+01:00,368.000,3772.000,9.000,,207.000,,1478.000,4246.000,723.000,50421.000,0.000,248.000,1800.000,
2021-01-02 07:00:00+01:00,369.000,4530.000,9.000,,207.000,,322.000,4297.000,426.000,50320.000,0.000,249.000,1888.000,
2021-01-02 08:00:00+01:00,369.000,5001.000,9.000,,206.000,301.000,,4483.000,707.000,50750.000,177.000,248.000,1924.000,
2021-01-02 09:00:00+01:00,369.000,5738.000,9.000,,207.000,398.000,,4851.000,1072.000,50845.000,362.000,245.000,1865.000,
2021-01-02 10:00:00+01:00,369.000,6232.000,8.000,,207.000,642.000,,4997.000,1796.000,50981.000,856.000,246.000,1839.000,
2021-01-02 11:00:00+01:00,369.000,6437.000,6.000,,206.000,839.000,,5137.000,2055.000,51106.000,1431.000,245.000,1820.000,
2021-01-02 12:00:00+01:00,370.000,6621.000,8.000,,206.000,929.000,,5289.000,2840.000,51132.000,1740.000,246.000,1851.000,
2021-01-02 13:00:00+01:00,369.000,6608.000,10.000,,207.000,1017.000,,5252.000,2887.000,51104.000,1734.000,247.000,1905.000,
2021-01-02 14:00:00+01:00,370.000,6570.000,9.000,,207.000,737.000,,5023.000,2144.000,50982.000,1482.000,250.000,1969.000,
2021-01-02 15:00:00+01:00,369.000,6622.000,9.000,,207.000,665.000,,5069.000,2135.000,50847.000,978.000,248.000,1988.000,
2021-01-02 16:00:00+01:00,369.000,6722.000,9.000,,207.000,1103.000,,5125.000,2037.000,50705.000,412.000,249.000,1944.000,
2021-01-02 17:00:00+01:00,368.000,6767.000,8.000,,207.000,1373.000,,5229.000,1972.000,50986.000,177.000,253.000,1938.000,
2021-01-02 18:00:00+01:00,367.000,6785.000,8.000,,207.000,1503.000,,5644.000,2670.000,51135.000,0.000,253.000,2018.000,
2021-01-02 19:00:00+01:00,366.000,6782.000,8.000,,207.000,1502.000,,5695.000,2653.000,51157.000,0.000,251.000,1965.000,
2021-01-02 20:00:00+01:00,367.000,6774.000,7.000,,206.000,1045.000,,5310.000,2730.000,51254.000,0.000,256.000,1874.000,
2021-01-02 21:00:00+01:00,367.000,6641.000,7.000,,207.000,678.000,,5171.000,1611.000,51278.000,0.000,248.000,1840.000,
2021-01-02 22:00:00+01:00,366.000,6489.000,7.000,,207.000,572.000,,4897.000,1215.000,51187.000,0.000,245.000,1759.000,
2021-01-02 23:00:00+01:00,360.000,6343.000,7.000,,206.000,399.000,,4707.000,940.000,51156.000,0.000,248.000,1753.000,
2021-01-03 00:00:00+01:00,356.000,5002.000,7.000,,205.000,,653.000,4430.000,1513.000,50414.000,0.000,246.000,1706.000,
2021-01-03 01:00:00+01:00,362.000,3901.000,7.000,,206.000,,1377.000,4375.000,879.000,49672.000,0.000,241.000,1739.000,
2021-01-03 02:00:00+01:00,367.000,3825.000,6.000,,206.000,,1954.000,4201.000,670.000,49808.000,0.000,238.000,1747.000,
2021-01-03 03:00:00+01:00,364.000,3608.000,5.000,,206.000,,2531.000,4074.000,665.000,49709.000,0.000,239.000,1766.000,
2021-01-03 04:00:00+01:00,366.000,3436.000,5.000,,206.000,,3090.000,4041.000,521.000,49474.000,0.000,239.000,1734.000,
2021-01-03 05:00:00+01:00,367.000,3451.000,1.000,,206.000,,3081.000,3937.000,388.000,49600.000,0.000,242.000,1691.000,
2021-01-03 06:00:00+01:00,367.000,3560.000,,1.000,207.000,,2925.000,3821.000,573.000,49903.000,0.000,239.000,1683.000,
2021-01-03 07:00:00+01:00,368.000,3586.000,,1.000,206.000,,2549.000,3906.000,748.000,50136.000,0.000,241.000,1698.000,
2021-01-03 08:00:00+01:00,365.000,3872.000,,3.000,206.000,,2513.000,4080.000,563.000,50048.000,190.000,239.000,1696.000,
2021-01-03 09:00:00+01:00,364.000,4231.000,0.000,,207.000,,1320.000,4325.000,857.000,50495.000,527.000,240.000,1702.000,
2021-01-03 10:00:00+01:00,364.000,4523.000,110.000,,207.000,,222.000,4399.000,853.000,50665.000,1339.000,239.000,1663.000,
2021-01-03 11:00:00+01:00,365.000,4652.000,173.000,,207.000,118.000,,4435.000,783.000,50867.000,2177.000,242.000,1552.000,
2021-01-03 12:00:00+01:00,362.000,4714.000,255.000,,206.000,305.000,,4450.000,1320.000,50941.000,2571.000,241.000,1529.000,
2021-01-03 13:00:00+01:00,365.000,4819.000,311.000,,206.000,,603.000,4512.000,1229.000,50980.000,2442.000,241.000,1580.000,
2021-01-03 14:00:00+01:00,364.000,4785.000,469.000,,207.000,,1706.000,4478.000,755.000,50914.000,1928.000,241.000,1708.000,
2021-01-03 15:00:00+01:00,364.000,4908.000,389.000,,207.000,,2032.000,4451.000,713.000,50782.000,1220.000,242.000,1830.000,
2021-01-03 16:00:00+01:00,364.000,5471.000,413.000,,207.000,,1265.000,4440.000,863.000,51038.000,455.000,240.000,1924.000,
2021-01-03 17:00:00+01:00,364.000,6076.000,545.000,,207.000,291.000,,4685.000,1004.000,51026.000,169.000,241.000,1993.000,
2021-01-03 18:00:00+01:00,363.000,6462.000,573.000,,206.000,1113.000,,4850.000,1966.000,51105.000,0.000,240.000,2055.000,
2021-01-03 19:00:00+01:00,364.000,6534.000,548.000,,207.000,1807.000,,4963.000,3219.000,51208.000,0.000,240.000,2130.000,
2021-01-03 20:00:00+01:00,363.000,6506.000,508.000,,206.000,2319.000,,4948.000,2762.000,51203.000,0.000,239.000,2183.000,
2021-01-03 21:00:00+01:00,364.000,6475.000,553.000,,206.000,1569.000,,4834.000,1794.000,51206.000,0.000,239.000,2227.000,
2021-01-03 22:00:00+01:00,365.000,6445.000,575.000,,206.000,1039.000,,4577.000,1322.000,51179.000,0.000,241.000,2187.000,
2021-01-03 23:00:00+01:00,365.000,6064.000,547.000,,206.000,851.000,,4346.000,1203.000,51025.000,0.000,242.000,2109.000,
2021-01-04 00:00:00+01:00,365.000,5682.000,518.000,,206.000,662.000,,4114.000,1083.000,50870.000,0.000,243.000,2031.000,
2021-01-04 01:00:00+01:00,366.000,5857.000,488.000,,206.000,,985.000,3758.000,557.000,50676.000,0.000,243.000,1998.000,
2021-01-04 02:00:00+01:00,366.000,6058.000,472.000,,206.000,,2221.000,3787.000,311.000,50552.000,0.000,246.000,2004.000,
2021-01-04 03:00:00+01:00,365.000,5603.000,504.000,,206.000,,3022.000,3788.000,437.000,50448.000,0.000,242.000,1836.000,
2021-01-04 04:00:00+01:00,365.000,5631.000,693.000,,206.000,,3123.000,3820.000,508.000,50550.000,0.000,244.000,1686.000,
2021-01-04 05:00:00+01:00,365.000,6220.000,786.000,,206.000,,2292.000,3901.000,615.000,50698.000,0.000,243.000,1616.000,
2021-01-04 06:00:00+01:00,364.000,6931.000,803.000,,206.000,,227.000,4165.000,958.000,50798.000,0.000,242.000,1621.000,
2021-01-04 07:00:00+01:00,367.000,7610.000,902.000,,206.000,515.000,,4657.000,2411.000,51020.000,0.000,241.000,1627.000,
2021-01-04 08:00:00+01:00,367.000,7825.000,1046.000,,206.000,955.000,,5266.000,3081.000,51091.000,199.000,238.000,1712.000,
2021-01-04 09:00:00+01:00,367.000,7908.000,1161.000,,206.000,1391.000,,5453.000,2939.000,51275.000,450.000,242.000,1694.000,
2021-01-04 10:00:00+01:00,367.000,7932.000,1286.000,,206.000,1318.000,,5449.000,3260.000,51400.000,1024.000,238.000,1601.000,
2021-01-04 11:00:00+01:00,367.000,7989.000,1296.000,,206.000,1770.000,,5352.000,4021.000,51433.000,1631.000,237.000,1659.000,
2021-01-04 12:00:00+01:00,367.000,7984.000,1030.000,,206.000,1668.000,,5494.000,4503.000,51436.000,1884.000,238.000,1667.000,
2021-01-04 13:00:00+01:00,369.000,7923.000,1051.000,,206.000,540.000,,5651.000,4112.000,51430.000,1778.000,240.000,1735.000,
2021-01-04 14:00:00+01:00,368.000,7930.000,1057.000,,206.000,254.000,,5645.000,4388.000,51464.000,1529.000,240.000,1888.000,
2021-01-04 15:00:00+01:00,366.000,7564.000,1097.000,,206.000,275.000,,5704.000,3481.000,51509.000,998.000,238.000,2170.000,
2021-01-04 16:00:00+01:00,367.000,7902.000,1077.000,,206.000,266.000,,5759.000,3276.000,51547.000,441.000,238.000,2428.000,
2021-01-04 17:00:00+01:00,367.000,7934.000,1085.000,,206.000,1497.000,,5894.000,4318.000,51594.000,180.000,242.000,2478.000,
2021-01-04 18:00:00+01:00,368.000,8125.000,1069.000,,282.000,2736.000,,6429.000,4906.000,51632.000,0.000,240.000,2596.000,
2021-01-04 19:00:00+01:00,366.000,8254.000,1185.000,,815.000,2617.000,,6417.000,5162.000,51683.000,0.000,241.000,2790.000,
2021-01-04 20:00:00+01:00,368.000,8043.000,1155.000,,807.000,711.000,,5624.000,3096.000,51616.000,0.000,243.000,2922.000,
2021-01-04 21:00:00+01:00,369.000,7866.000,1005.000,,426.000,47.000,,5124.000,1930.000,51368.000,0.000,242.000,2906.000,
2021-01-04 22:00:00+01:00,368.000,7843.000,899.000,,206.000,22.000,,4906.000,1697.000,51448.000,0.000,246.000,2786.000,
2021-01-04 23:00:00+01:00,367.000,7649.000,945.000,,206.000,,4.000,4707.000,1399.000,51277.000,0.000,248.000,2757.000,
2021-01-05 00:00:00+01:00,364.000,7767.000,988.000,,206.000,500.000,,4677.000,1577.000,51130.000,0.000,248.000,2570.000,
2021-01-05 01:00:00+01:00,362.000,7850.000,1144.000,,206.000,30.000,,4175.000,1354.000,51051.000,0.000,248.000,2431.000,
2021-01-05 02:00:00+01:00,362.000,7825.000,1093.000,,206.000,,572.000,4024.000,1239.000,50901.000,0.000,252.000,2309.000,
2021-01-05 03:00:00+01:00,363.000,7360.000,1039.000,,206.000,,1337.000,4127.000,1047.000,50509.000,0.000,254.000,2211.000,
2021-01-05 04:00:00+01:00,364.000,6882.000,992.000,,206.000,,2326.000,4236.000,917.000,51076.000,0.000,255.000,2074.000,
2021-01-05 05:00:00+01:00,363.000,7568.000,855.000,,206.000,,705.000,4395.000,1109.000,51151.000,0.000,250.000,2000.000,
2021-01-05 06:00:00+01:00,364.000,7933.000,859.000,,205.000,260.000,,4772.000,2231.000,51162.000,0.000,249.000,1984.000,
2021-01-05 07:00:00+01:00,364.000,8201.000,899.000,,206.000,1139.000,,5259.000,4240.000,51200.000,0.000,251.000,1984.000,
2021-01-05 08:00:00+01:00,362.000,8199.000,883.000,,205.000,1710.000,,5595.000,4428.000,51194.000,198.000,248.000,2029.000,
2021-01-05 09:00:00+01:00,366.000,8204.000,829.000,,205.000,2827.000,,6206.000,4900.000,51257.000,421.000,246.000,2011.000,
2021-01-05 10:00:00+01:00,366.000,8264.000,858.000,,205.000,2754.000,,6255.000,4851.000,51259.000,922.000,244.000,1832.000,
2021-01-05 11:00:00+01:00,367.000,8312.000,893.000,,205.000,3025.000,,6172.000,4847.000,51270.000,1342.000,242.000,1676.000,
2021-01-05 12:00:00+01:00,367.000,8349.000,851.000,,358.000,3068.000,,6359.000,5236.000,51259.000,1623.000,246.000,1601.000,
2021-01-05 13:00:00+01:00,369.000,8372.000,838.000,,576.000,2898.000,,6279.000,4929.000,51269.000,1609.000,236.000,1725.000,
2021-01-05 14:00:00+01:00,368.000,8366.000,907.000,,552.000,1769.000,,6111.000,5196.000,51267.000,1276.000,244.000,1892.000,
2021-01-05 15:00:00+01:00,367.000,8296.000,1147.000,,549.000,782.000,,6076.000,4949.000,51224.000,807.000,249.000,2131.000,
2021-01-05 16:00:00+01:00,367.000,8281.000,1241.000,,546.000,437.000,,6091.000,4769.000,51158.000,342.000,249.000,2144.000,
2021-01-05 17:00:00+01:00,367.000,8325.000,1261.000,,545.000,1385.000,,6432.000,5373.000,51219.000,158.000,247.000,2056.000,
2021-01-05 18:00:00+01:00,368.000,8386.000,1396.000,,616.000,2969.000,,6827.000,5872.000,51238.000,0.000,247.000,2005.000,
2021-01-05 19:00:00+01:00,367.000,8399.000,1550.000,,632.000,3763.000,,6854.000,5946.000,51243.000,0.000,247.000,1866.000,
2021-01-05 20:00:00+01:00,364.000,8163.000,1562.000,,366.000,1471.000,,6352.000,4055.000,51248.000,0.000,248.000,1775.000,
2021-01-05 21:00:00+01:00,368.000,8084.000,1605.000,,206.000,108.000,,5432.000,2562.000,51234.000,0.000,251.000,1745.000,
2021-01-05 22:00:00+01:00,367.000,7803.000,1580.000,,206.000,40.000,,5147.000,2348.000,51278.000,0.000,253.000,1693.000,
2021-01-05 23:00:00+01:00,366.000,7813.000,1525.000,,205.000,152.000,,4841.000,2339.000,51281.000,0.000,254.000,1623.000,
2021-01-06 00:00:00+01:00,367.000,7774.000,1527.000,,205.000,183.000,,4423.000,1673.000,51175.000,0.000,256.000,1594.000,
2021-01-06 01:00:00+01:00,368.000,7791.000,1416.000,,205.000,,867.000,4310.000,1323.000,51084.000,0.000,257.000,1582.000,
2021-01-06 02:00:00+01:00,367.000,7883.000,1392.000,,205.000,,1499.000,4233.000,1254.000,51320.000,0.000,257.000,1586.000,
2021-01-06 03:00:00+01:00,366.000,7695.000,1161.000,,206.000,,2426.000,4172.000,1271.000,51464.000,0.000,256.000,1483.000,
2021-01-06 04:00:00+01:00,367.000,7008.000,1123.000,,206.000,,2646.000,4266.000,1193.000,51486.000,0.000,256.000,1476.000,
2021-01-06 05:00:00+01:00,368.000,7576.000,1160.000,,205.000,,2529.000,4306.000,1237.000,51486.000,0.000,254.000,1444.000,
2021-01-06 06:00:00+01:00,368.000,7906.000,1359.000,,206.000,,761.000,4578.000,2180.000,51416.000,0.000,241.000,1374.000,
2021-01-06 07:00:00+01:00,368.000,8306.000,1662.000,,205.000,82.000,,5078.000,2894.000,51349.000,0.000,250.000,1309.000,
2021-01-06 08:00:00+01:00,368.000,8314.000,1757.000,,205.000,389.000,,5582.000,4069.000,51487.000,189.000,248.000,1182.000,
2021-01-06 09:00:00+01:00,370.000,8341.000,1761.000,,205.000,1015.000,,6062.000,4859.000,51492.000,549.000,249.000,1141.000,
2021-01-06 10:00:00+01:00,368.000,8265.000,1666.000,,206.000,2087.000,,6337.000,5141.000,51539.000,1254.000,248.000,1115.000,
2021-01-06 11:00:00+01:00,368.000,8519.000,1663.000,,206.000,2469.000,,6337.000,5157.000,51557.000,2024.000,243.000,1047.000,
2021-01-06 12:00:00+01:00,367.000,8604.000,1648.000,,205.000,2804.000,,6258.000,5138.000,51606.000,2460.000,241.000,994.000,
2021-01-06 13:00:00+01:00,367.000,8660.000,1632.000,,206.000,2417.000,,6120.000,5440.000,51600.000,2405.000,240.000,1014.000,
2021-01-06 14:00:00+01:00,368.000,8823.000,1702.000,,236.000,2090.000,,6033.000,5172.000,51596.000,1905.000,237.000,1062.000,
2021-01-06 15:00:00+01:00,368.000,8964.000,1704.000,,672.000,1166.000,,5813.000,4555.000,51628.000,1190.000,238.000,1070.000,
2021-01-06 16:00:00+01:00,368.000,8805.000,1725.000,,674.000,660.000,,5952.000,4622.000,51610.000,477.000,240.000,1030.000,
2021-01-06 17:00:00+01:00,369.000,8704.000,1676.000,,276.000,1161.000,,6344.000,5552.000,51594.000,167.000,260.000,1024.000,
2021-01-06 18:00:00+01:00,369.000,8712.000,1656.000,,205.000,3263.000,,6937.000,6346.000,51611.000,0.000,249.000,934.000,
2021-01-06 19:00:00+01:00,371.000,8730.000,1662.000,,205.000,3437.000,,6955.000,6306.000,51638.000,0.000,252.000,891.000,
2021-01-06 20:00:00+01:00,369.000,8653.000,1619.000,,205.000,1922.000,,6504.000,5109.000,51671.000,0.000,253.000,872.000,
2021-01-06 21:00:00+01:00,368.000,8505.000,1613.000,,205.000,321.000,,5788.000,3339.000,51688.000,0.000,254.000,834.000,
2021-01-06 22:00:00+01:00,369.000,8483.000,1626.000,,205.000,298.000,,5136.000,2441.000,51718.000,0.000,253.000,798.000,
2021-01-06 23:00:00+01:00,369.000,8443.000,1564.000,,205.000,705.000,,4961.000,2389.000,51701.000,0.000,253.000,802.000,
2021-01-07 00:00:00+01:00,364.000,8199.000,1466.000,,206.000,,120.000,4779.000,1552.000,51636.000,0.000,257.000,809.000,
2021-01-07 01:00:00+01:00,367.000,8432.000,1547.000,,207.000,,1095.000,4382.000,1487.000,51364.000,0.000,258.000,837.000,
2021-01-07 02:00:00+01:00,364.000,8436.000,1558.000,,206.000,,1419.000,4224.000,1231.000,51433.000,0.000,257.000,856.000,
2021-01-07 03:00:00+01:00,367.000,8295.000,1643.000,,206.000,,2305.000,4075.000,1228.000,51244.000,0.000,256.000,864.000,
2021-01-07 04:00:00+01:00,367.000,8123.000,1777.000,,206.000,,2386.000,4139.000,1921.000,51500.000,0.000,256.000,863.000,
2021-01-07 05:00:00+01:00,367.000,8134.000,2004.000,,206.000,,2182.000,4277.000,1048.000,51581.000,0.000,255.000,841.000,
2021-01-07 06:00:00+01:00,367.000,8468.000,2157.000,,206.000,,754.000,4752.000,2434.000,51659.000,0.000,252.000,831.000,
2021-01-07 07:00:00+01:00,366.000,8636.000,2136.000,,206.000,775.000,,5508.000,4344.000,51646.000,0.000,251.000,897.000,
2021-01-07 08:00:00+01:00,355.000,8464.000,2121.000,,205.000,2008.000,,6081.000,5802.000,51664.000,196.000,252.000,980.000,
2021-01-07 09:00:00+01:00,358.000,8371.000,2208.000,,205.000,3124.000,,6309.000,6184.000,51808.000,662.000,252.000,948.000,
2021-01-07 10:00:00+01:00,367.000,8514.000,2114.000,,205.000,2462.000,,6367.000,6082.000,51816.000,1787.000,252.000,901.000,
2021-01-07 11:00:00+01:00,370.000,8751.000,2048.000,,205.000,1838.000,,6233.000,5693.000,51797.000,2797.000,249.000,797.000,
2021-01-07 12:00:00+01:00,366.000,8760.000,2111.000,,205.000,1355.000,,6352.000,5796.000,51814.000,3249.000,252.000,827.000,
2021-01-07 13:00:00+01:00,368.000,8940.000,2119.000,,206.000,832.000,,6318.000,5785.000,51812.000,3042.000,253.000,922.000,
2021-01-07 14:00:00+01:00,368.000,8915.000,2118.000,,206.000,555.000,,6015.000,5164.000,51813.000,2401.000,254.000,982.000,
2021-01-07 15:00:00+01:00,364.000,8856.000,2200.000,,206.000,627.000,,5906.000,5073.000,51784.000,1556.000,254.000,1056.000,
2021-01-07 16:00:00+01:00,352.000,8897.000,2182.000,,206.000,1425.000,,5993.000,5312.000,51806.000,621.000,251.000,1100.000,
2021-01-07 17:00:00+01:00,351.000,8913.000,2172.000,,206.000,2893.000,,6482.000,6026.000,51818.000,180.000,249.000,1194.000,
2021-01-07 18:00:00+01:00,352.000,8975.000,2139.000,,706.000,3713.000,,6927.000,6804.000,51822.000,0.000,251.000,1366.000,
2021-01-07 19:00:00+01:00,352.000,8959.000,2135.000,,1024.000,3720.000,,6955.000,6639.000,51832.000,0.000,251.000,1460.000,
2021-01-07 20:00:00+01:00,356.000,8778.000,2151.000,,219.000,1778.000,,6351.000,6009.000,51837.000,0.000,254.000,1524.000,
2021-01-07 21:00:00+01:00,368.000,8655.000,2241.000,,206.000,,60.000,5691.000,4296.000,51842.000,0.000,254.000,1569.000,
2021-01-07 22:00:00+01:00,368.000,8341.000,2092.000,,206.000,,76.000,5251.000,2894.000,51829.000,0.000,254.000,1592.000,
2021-01-07 23:00:00+01:00,368.000,8572.000,2103.000,,206.000,,302.000,4890.000,2520.000,51777.000,0.000,258.000,1606.000,
2021-01-08 00:00:00+01:00,368.000,8367.000,2122.000,,205.000,,132.000,4657.000,2744.000,51782.000,0.000,257.000,1553.000,
2021-01-08 01:00:00+01:00,368.000,8378.000,2165.000,,205.000,,758.000,4546.000,2897.000,51791.000,0.000,258.000,1558.000,
2021-01-08 02:00:00+01:00,367.000,8458.000,2272.000,,205.000,,1705.000,4412.000,2824.000,51814.000,0.000,256.000,1493.000,
2021-01-08 03:00:00+01:00,368.000,8374.000,2219.000,,205.000,,2441.000,4289.000,2410.000,51850.000,0.000,255.000,1397.000,
2021-01-08 04:00:00+01:00,368.000,8244.000,2104.000,,211.000,,2252.000,4158.000,1874.000,51785.000,0.000,258.000,1337.000,
2021-01-08 05:00:00+01:00,370.000,8245.000,2100.000,,294.000,,2020.000,4245.000,2084.000,51726.000,0.000,257.000,1326.000,
2021-01-08 06:00:00+01:00,370.000,8474.000,2060.000,,694.000,,849.000,4851.000,3243.000,51749.000,0.000,251.000,1334.000,
2021-01-08 07:00:00+01:00,371.000,8770.000,2192.000,,822.000,540.000,,5906.000,4828.000,51872.000,0.000,246.000,1304.000,
2021-01-08 08:00:00+01:00,371.000,9197.000,2315.000,,831.000,2045.000,,6383.000,5632.000,51871.000,206.000,246.000,1257.000,
2021-01-08 09:00:00+01:00,370.000,9207.000,2244.000,,831.000,3052.000,,6778.000,6282.000,51863.000,837.000,248.000,1134.000,
2021-01-08 10:00:00+01:00,367.000,9165.000,2115.000,,829.000,2469.000,,6693.000,6245.000,51877.000,2217.000,245.000,1092.000,
2021-01-08 11:00:00+01:00,369.000,9144.000,2114.000,,444.000,2469.000,,6714.000,5628.000,51875.000,3267.000,247.000,1095.000,
2021-01-08 12:00:00+01:00,374.000,9088.000,2059.000,,205.000,2479.000,,6625.000,5633.000,51769.000,3754.000,250.000,1045.000,
2021-01-08 13:00:00+01:00,373.000,9076.000,2022.000,,205.000,2061.000,,6410.000,5477.000,51727.000,3626.000,252.000,983.000,
2021-01-08 14:00:00+01:00,376.000,8898.000,1987.000,,205.000,2125.000,,6379.000,5606.000,51599.000,2967.000,251.000,932.000,
2021-01-08 15:00:00+01:00,385.000,8718.000,1981.000,,450.000,1260.000,,6190.000,4806.000,50661.000,1884.000,251.000,923.000,
2021-01-08 16:00:00+01:00,376.000,8719.000,2020.000,,551.000,974.000,,6177.000,4743.000,50694.000,666.000,253.000,944.000,
2021-01-08 17:00:00+01:00,367.000,9025.000,2232.000,,485.000,1914.000,,6502.000,5498.000,51418.000,188.000,254.000,975.000,
2021-01-08 18:00:00+01:00,368.000,9159.000,2118.000,,279.000,2829.000,,6971.000,6378.000,51699.000,0.000,255.000,1056.000,
2021-01-08 19:00:00+01:00,367.000,9182.000,2110.000,,205.000,3458.000,,7149.000,6594.000,51827.000,0.000,255.000,1165.000,
2021-01-08 20:00:00+01:00,366.000,9038.000,1973.000,,205.000,1795.000,,6791.000,5612.000,51858.000,0.000,255.000,1198.000,
2021-01-08 21:00:00+01:00,367.000,8725.000,1772.000,,205.000,84.000,,6371.000,4938.000,51857.000,0.000,257.000,1181.000,
2021-01-08 22:00:00+01:00,369.000,8582.000,1669.000,,205.000,732.000,,5704.000,3801.000,51763.000,0.000,258.000,1234.000,
2021-01-08 23:00:00+01:00,369.000,8558.000,1703.000,,205.000,16.000,,5258.000,3931.000,51710.000,0.000,259.000,1377.000,
2021-01-09 00:00:00+01:00,369.000,8412.000,1708.000,,205.000,355.000,,5068.000,3418.000,51665.000,0.000,256.000,1478.000,
2021-01-09 01:00:00+01:00,369.000,8398.000,1581.000,,205.000,,14.000,4711.000,2643.000,51481.000,0.000,258.000,1694.000,
