,Biomass,Fossil Brown coal/Lignite,Fossil Gas,Fossil Hard coal,Fossil Oil,Fossil Oil,Geothermal,Hydro Run-of-river and poundage,Hydro Water Reservoir,Nuclear,Other,Other renewable,Solar,Waste,Wind Onshore,Hydro Water Reservoir
,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Consumption,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Consumption
timestamp_cec,,,,,,,,,,,,,,,,
2022-09-26 17:00:00+02:00,93.250,0.000,756.750,0.000,,0.000,0.000,10.000,10.000,1426.500,61.250,12.000,116.500,14.000,0.000,
2022-09-26 18:00:00+02:00,92.000,0.000,776.500,0.000,,0.000,0.000,10.000,10.000,1428.000,53.500,11.750,11.000,15.750,1.000,
2022-09-26 19:00:00+02:00,96.500,0.000,883.250,0.000,,0.000,0.000,10.000,10.000,1427.000,50.750,11.750,0.000,17.000,2.500,
2022-09-26 20:00:00+02:00,96.250,0.000,816.500,0.000,,0.000,0.000,10.000,10.000,1423.750,51.000,11.750,0.000,16.000,8.750,
2022-09-26 21:00:00+02:00,96.250,0.000,738.500,0.000,,0.000,0.000,10.500,10.000,1423.750,51.250,12.000,0.000,15.250,16.250,
2022-09-26 22:00:00+02:00,97.250,0.000,713.000,0.000,,0.000,0.000,10.000,10.000,1425.750,51.500,11.750,0.000,15.250,6.000,
2022-09-26 23:00:00+02:00,96.750,0.000,654.250,0.000,,0.000,0.000,10.000,10.000,1425.500,50.500,11.250,0.000,14.750,2.500,
2022-09-27 00:00:00+02:00,95.500,0.000,591.750,0.000,,0.000,0.000,10.000,10.000,1426.500,30.750,11.250,0.000,14.750,1.750,
2022-09-27 01:00:00+02:00,98.000,0.000,576.750,0.000,,0.000,0.000,10.000,10.000,1427.000,30.250,11.000,0.000,15.250,1.750,
2022-09-27 02:00:00+02:00,94.500,0.000,584.500,0.000,,0.000,0.000,10.000,10.000,1427.000,29.250,10.500,0.000,15.750,1.250,
2022-09-27 03:00:00+02:00,92.750,0.000,580.250,0.000,,0.000,0.000,10.000,10.000,1426.750,30.000,10.000,0.000,16.000,6.250,
2022-09-27 04:00:00+02:00,93.500,25.500,568.750,0.000,,0.000,0.000,10.000,10.000,1427.750,29.250,10.000,0.000,15.250,16.500,
2022-09-27 05:00:00+02:00,95.250,65.250,555.750,0.000,,0.000,0.000,10.000,10.000,1428.250,29.750,10.000,0.000,15.750,29.000,
2022-09-27 06:00:00+02:00,97.250,93.500,757.750,0.000,,0.000,0.000,10.000,10.000,1428.250,32.750,10.750,4.750,16.000,28.500,
2022-09-27 07:00:00+02:00,97.750,116.000,805.500,0.000,,0.000,0.000,10.000,8.500,1427.250,35.250,11.250,89.250,15.750,33.750,
2022-09-27 08:00:00+02:00,98.750,160.250,897.250,0.000,,0.000,0.000,10.000,6.000,1429.000,42.250,12.250,218.000,14.250,27.500,
2022-09-27 09:00:00+02:00,98.500,186.250,843.250,0.000,,0.000,0.000,10.750,5.750,1428.500,48.250,12.000,347.250,14.500,17.750,
2022-09-27 10:00:00+02:00,98.750,216.250,809.750,0.000,,0.000,0.000,11.000,3.250,1427.500,50.250,12.000,408.500,10.000,43.750,
2022-09-27 11:00:00+02:00,97.750,266.000,778.500,0.000,,0.000,0.000,11.000,3.000,1427.750,53.500,11.750,581.500,12.750,36.000,
2022-09-27 12:00:00+02:00,94.000,307.750,719.750,0.000,,0.000,0.000,11.000,5.500,1427.250,54.000,11.750,703.000,14.750,60.000,
2022-09-27 13:00:00+02:00,95.000,342.500,743.500,0.000,,0.000,0.000,11.000,8.250,1427.750,54.500,12.000,732.750,14.750,59.750,
2022-09-27 14:00:00+02:00,95.250,350.750,684.750,0.000,,0.000,0.000,11.000,10.000,1428.000,53.750,11.750,692.750,16.250,68.250,
2022-09-27 15:00:00+02:00,97.250,354.250,773.250,0.000,0.000,0.000,0.000,11.500,10.000,1429.250,53.500,11.500,573.750,16.500,35.500,
2022-09-27 16:00:00+02:00,97.500,352.250,777.000,0.000,0.000,,0.000,12.000,10.000,1430.250,49.250,12.000,373.500,16.750,12.000,
2022-09-27 17:00:00+02:00,97.500,354.500,798.500,0.000,0.000,,0.000,12.000,10.000,1430.750,40.250,12.000,108.750,15.750,27.500,
2022-09-27 18:00:00+02:00,95.250,352.000,790.250,0.000,0.000,,0.000,11.250,10.000,1431.000,32.250,12.000,4.750,16.000,39.250,
2022-09-27 19:00:00+02:00,97.750,350.000,821.750,0.000,0.000,,0.000,12.000,10.000,1429.500,30.000,11.000,0.000,14.750,65.500,
2022-09-27 20:00:00+02:00,96.500,352.750,763.500,0.000,0.000,,0.000,12.000,10.000,1429.000,30.000,11.000,0.000,14.000,100.500,
2022-09-27 21:00:00+02:00,97.500,350.750,723.000,0.000,0.000,0.000,0.000,12.000,10.000,1429.250,30.500,11.000,0.000,14.500,114.500,
2022-09-27 22:00:00+02:00,98.000,353.500,706.750,0.000,0.000,,0.000,12.000,10.000,1429.500,30.000,11.000,0.000,13.750,113.750,
2022-09-27 23:00:00+02:00,99.250,349.750,679.500,0.000,0.000,,0.000,12.000,11.000,1428.500,29.000,10.500,0.000,14.750,109.750,
2022-09-28 00:00:00+02:00,98.250,342.250,636.000,0.000,0.000,,0.000,12.500,11.000,1427.500,29.250,10.000,0.000,15.750,117.250,
2022-09-28 01:00:00+02:00,98.000,338.000,635.250,0.000,0.000,,0.000,12.000,11.000,1430.250,29.750,10.000,0.000,16.250,79.750,
2022-09-28 02:00:00+02:00,94.500,337.750,669.250,0.000,0.000,0.000,0.000,12.000,11.000,1430.000,29.000,10.250,0.000,16.500,71.500,
2022-09-28 03:00:00+02:00,93.500,347.750,707.750,0.000,0.000,0.000,0.000,12.000,11.000,1430.000,29.000,9.250,0.000,15.500,39.000,
2022-09-28 04:00:00+02:00,94.000,331.500,778.500,0.000,0.000,,0.000,12.000,11.000,1430.250,28.500,9.000,0.000,15.250,17.750,
2022-09-28 05:00:00+02:00,96.750,340.750,881.750,0.000,0.000,0.000,0.000,12.000,11.000,1430.500,28.500,9.250,0.000,15.500,7.500,
2022-09-28 06:00:00+02:00,96.500,341.500,1116.000,0.000,0.000,,0.000,12.000,11.000,1432.250,31.500,10.750,4.000,14.250,8.000,
2022-09-28 07:00:00+02:00,98.500,351.750,1172.750,0.000,0.000,,0.000,12.000,11.000,1432.500,34.250,11.250,133.000,14.500,12.250,
2022-09-28 08:00:00+02:00,95.500,319.000,1206.750,0.000,0.000,0.000,0.000,12.000,11.000,1432.000,41.000,12.000,554.250,14.500,20.750,
2022-09-28 09:00:00+02:00,96.250,324.750,1092.250,0.000,,0.000,0.000,12.000,11.000,1432.750,48.000,12.000,1132.000,15.500,33.750,
2022-09-28 10:00:00+02:00,96.000,344.500,895.250,0.000,0.000,0.000,0.000,12.000,11.000,1432.750,48.500,11.750,1561.500,16.250,87.000,
2022-09-28 11:00:00+02:00,95.250,348.750,814.250,0.000,0.000,,0.000,12.000,11.000,1433.500,52.250,11.500,1715.000,14.250,166.250,
2022-09-28 12:00:00+02:00,92.000,340.750,996.750,0.000,0.000,,0.000,12.000,11.000,1434.000,53.250,12.750,1680.000,15.500,223.250,
2022-09-28 13:00:00+02:00,92.000,351.500,948.750,0.000,0.000,,0.000,12.000,11.000,1433.500,52.750,12.750,1605.750,16.500,235.000,
2022-09-28 14:00:00+02:00,91.000,346.250,850.750,0.000,0.000,,0.000,12.000,11.000,1434.250,53.250,11.250,1397.500,16.000,238.750,
2022-09-28 15:00:00+02:00,92.250,343.500,969.000,0.000,0.000,,0.000,12.000,11.000,1433.500,52.500,12.750,968.750,17.000,202.250,
2022-09-28 16:00:00+02:00,93.000,350.250,1128.250,0.000,0.000,0.000,0.000,12.000,11.000,1433.750,47.000,12.000,487.000,15.250,157.500,
2022-09-28 17:00:00+02:00,93.000,348.500,1192.000,0.000,97.500,,0.000,12.000,11.000,1433.750,39.500,12.750,133.750,10.750,84.000,
2022-09-28 18:00:00+02:00,93.750,348.750,1203.500,0.000,0.000,,0.000,12.000,12.000,1433.750,31.500,12.000,4.000,11.250,60.250,
2022-09-28 19:00:00+02:00,92.500,352.000,1183.250,0.000,0.000,,0.000,12.000,12.000,1434.000,29.250,12.250,0.000,12.000,52.500,
2022-09-28 20:00:00+02:00,92.750,352.250,1138.500,0.000,0.000,,0.000,12.000,12.000,1432.500,29.000,12.250,0.000,12.250,68.250,
2022-09-28 21:00:00+02:00,93.250,341.250,1063.000,0.000,0.000,,0.000,12.000,12.000,1432.750,29.250,12.500,0.000,12.750,73.250,
2022-09-28 22:00:00+02:00,94.250,351.500,1019.250,0.000,0.000,0.000,0.000,12.000,11.250,1433.250,29.250,11.750,0.000,14.000,50.000,
2022-09-28 23:00:00+02:00,95.000,356.000,1025.500,0.000,,0.000,0.000,12.000,11.500,1433.250,28.250,11.750,0.000,13.750,34.000,
2022-09-29 00:00:00+02:00,95.000,334.000,837.000,0.000,0.000,0.000,0.000,11.000,11.250,1433.000,31.750,10.250,0.000,13.750,32.000,
2022-09-29 01:00:00+02:00,93.250,328.500,781.500,0.000,0.000,,0.000,11.000,11.000,1431.750,31.500,10.000,0.000,13.250,36.250,
2022-09-29 02:00:00+02:00,89.500,324.500,799.500,0.000,0.000,,0.000,11.000,11.000,1431.000,30.000,9.750,0.000,12.750,35.750,
2022-09-29 03:00:00+02:00,89.250,355.750,810.750,0.000,0.000,,0.000,11.000,11.000,1431.500,31.250,9.250,0.000,12.750,39.500,
2022-09-29 04:00:00+02:00,89.750,408.250,809.750,0.000,0.000,0.000,0.000,11.250,11.000,1431.750,30.000,10.000,0.000,12.500,45.250,
2022-09-29 05:00:00+02:00,91.500,489.250,833.500,0.000,0.000,,0.000,11.250,11.000,1434.000,30.500,10.000,0.000,11.750,55.750,
2022-09-29 06:00:00+02:00,94.500,539.500,1075.000,0.000,,0.000,0.000,12.000,11.000,1433.750,33.000,12.000,1.750,10.500,52.000,
2022-09-29 07:00:00+02:00,97.250,542.750,1172.750,0.000,0.000,,0.000,12.000,11.000,1434.000,36.250,14.500,53.250,11.000,21.500,
2022-09-29 08:00:00+02:00,99.000,553.750,1186.500,0.000,0.000,0.000,0.000,12.000,11.000,1434.500,43.000,15.000,174.000,11.500,13.500,
2022-09-29 09:00:00+02:00,98.250,549.000,1110.750,0.000,0.000,0.000,0.000,12.000,11.000,1432.500,49.500,13.000,383.000,11.000,12.250,
2022-09-29 10:00:00+02:00,96.250,552.500,934.750,0.000,0.000,0.000,0.000,11.750,11.000,1432.500,50.000,13.000,605.500,10.500,7.500,
2022-09-29 11:00:00+02:00,99.000,550.000,893.000,0.000,0.000,0.000,0.000,12.000,10.750,1432.750,54.000,13.250,740.250,10.250,1.750,
2022-09-29 12:00:00+02:00,95.500,543.250,891.000,0.000,0.000,0.000,0.000,12.000,6.500,1434.500,54.000,12.250,856.750,10.250,0.500,
2022-09-29 13:00:00+02:00,95.000,545.500,991.750,0.000,0.000,,0.000,12.000,4.750,1433.500,54.250,11.500,861.250,10.750,0.000,
2022-09-29 14:00:00+02:00,93.000,548.750,1005.500,0.000,0.000,0.000,0.000,12.000,6.500,1434.750,54.500,11.750,715.750,9.500,0.000,
2022-09-29 15:00:00+02:00,93.250,541.750,898.250,0.000,0.000,0.000,0.000,12.000,10.000,1433.250,53.750,11.750,576.750,9.500,0.000,
2022-09-29 16:00:00+02:00,91.500,547.250,953.250,0.000,0.000,,0.000,12.000,11.000,1434.500,49.250,12.000,355.500,9.750,0.000,
2022-09-29 17:00:00+02:00,92.000,547.500,1068.000,0.000,,0.000,0.000,12.000,11.000,1433.750,42.000,12.000,137.000,11.500,0.000,
2022-09-29 18:00:00+02:00,92.250,547.250,1094.250,0.000,,0.000,0.000,12.000,11.000,1434.000,33.500,12.000,5.500,10.250,0.000,
2022-09-29 19:00:00+02:00,93.750,549.500,1187.250,0.000,0.000,,0.000,12.000,11.000,1433.000,31.000,11.250,0.000,10.250,0.000,
2022-09-29 20:00:00+02:00,94.250,546.000,1060.750,0.000,0.000,0.000,0.000,12.000,11.000,1430.750,31.000,11.500,0.000,10.750,0.000,
2022-09-29 21:00:00+02:00,94.000,544.000,1060.250,0.000,,0.000,0.000,12.000,11.000,1427.750,31.500,11.250,0.000,10.250,0.250,
2022-09-29 22:00:00+02:00,96.000,535.000,1044.000,0.000,0.000,0.000,0.000,12.000,11.000,1427.500,31.000,11.250,0.000,10.750,1.000,
2022-09-29 23:00:00+02:00,96.750,528.000,1029.250,0.000,0.000,0.000,0.000,12.000,11.000,1427.750,30.000,11.000,0.000,16.750,1.500,
2022-09-30 00:00:00+02:00,95.250,523.250,853.250,0.000,0.000,,0.000,12.000,11.000,1430.250,32.250,11.000,0.000,20.000,8.750,
2022-09-30 01:00:00+02:00,94.000,540.750,735.250,0.000,0.000,0.000,0.000,12.000,11.000,1432.000,32.250,10.750,0.000,18.000,19.250,
2022-09-30 02:00:00+02:00,88.250,528.250,738.250,0.000,0.000,,0.000,11.750,11.000,1431.250,31.000,11.000,0.000,16.750,23.250,
2022-09-30 03:00:00+02:00,77.250,538.500,728.000,0.000,0.000,,0.000,11.000,11.000,1431.750,32.000,10.000,0.000,15.500,18.500,
2022-09-30 04:00:00+02:00,73.250,546.750,761.500,0.000,0.000,,0.000,11.000,11.000,1432.750,31.750,9.000,0.000,16.500,12.000,
2022-09-30 05:00:00+02:00,82.000,551.500,787.500,0.000,0.000,0.000,0.000,11.000,11.000,1431.250,31.000,9.000,0.000,19.500,4.000,
2022-09-30 06:00:00+02:00,96.750,537.750,1019.250,0.000,0.000,0.000,0.000,12.000,11.000,1431.250,34.250,9.750,1.000,17.250,5.500,
2022-09-30 07:00:00+02:00,98.250,534.500,1102.250,0.000,0.000,,0.000,12.000,11.000,1431.250,37.250,10.250,40.000,15.000,4.250,
2022-09-30 08:00:00+02:00,100.250,538.500,1194.000,0.000,0.000,0.000,0.000,11.750,10.750,1431.000,44.250,11.000,143.000,15.000,12.250,
2022-09-30 09:00:00+02:00,101.750,551.500,1154.750,0.000,0.000,0.000,0.000,12.000,8.250,1431.500,50.500,11.000,373.000,15.000,24.500,
2022-09-30 10:00:00+02:00,97.250,546.500,1021.750,0.000,0.000,0.000,0.000,12.000,7.750,1432.000,51.750,11.000,690.250,14.000,19.750,
2022-09-30 11:00:00+02:00,100.750,543.000,950.250,0.000,0.000,0.000,0.000,12.000,6.000,1430.500,55.250,10.250,853.000,14.750,36.500,
2022-09-30 12:00:00+02:00,99.500,533.500,968.250,0.000,,0.000,0.000,12.000,4.750,1431.250,56.000,10.000,919.000,15.750,26.000,
2022-09-30 13:00:00+02:00,97.250,532.000,948.500,0.000,,0.000,0.000,12.000,4.000,1433.750,56.000,10.250,885.250,16.000,31.250,
2022-09-30 14:00:00+02:00,95.250,537.250,860.500,0.000,0.000,,0.000,12.000,6.500,1434.500,55.750,11.500,878.750,18.000,14.500,
2022-09-30 15:00:00+02:00,94.000,541.750,777.750,0.000,0.000,0.000,0.000,12.000,9.250,1433.750,54.750,11.000,811.000,17.750,9.500,
2022-09-30 16:00:00+02:00,92.000,550.500,836.500,0.000,0.000,0.000,0.000,12.000,11.000,1434.250,50.250,11.000,539.250,18.750,3.250,
2022-09-30 17:00:00+02:00,95.000,547.000,1021.000,0.000,0.000,0.000,0.000,11.500,11.000,1435.000,42.250,12.000,160.000,17.000,0.250,
2022-09-30 18:00:00+02:00,93.000,542.000,1048.500,0.000,0.000,0.000,0.000,11.000,11.000,1435.000,33.750,12.000,4.000,15.250,0.000,
2022-09-30 19:00:00+02:00,91.000,541.000,1099.250,0.000,0.000,0.000,0.000,11.000,11.000,1433.750,32.000,12.000,0.000,15.000,0.500,
2022-09-30 20:00:00+02:00,95.000,535.750,956.000,0.000,0.000,0.000,0.000,11.000,11.000,1432.250,32.000,12.000,0.000,16.250,5.000,
2022-09-30 21:00:00+02:00,96.000,526.500,978.750,0.000,0.000,0.000,0.000,11.000,11.000,1432.750,32.250,13.000,0.000,15.750,11.500,
2022-09-30 22:00:00+02:00,97.250,529.750,903.500,0.000,,0.000,0.000,11.000,11.000,1431.500,31.500,13.000,0.000,16.000,15.750,
2022-09-30 23:00:00+02:00,97.750,493.500,881.500,0.000,,0.000,0.000,11.000,11.000,1430.750,31.250,12.000,0.000,15.750,18.500,
2022-10-01 00:00:00+02:00,98.750,529.000,415.250,0.000,,0.000,0.000,11.000,11.000,1432.000,31.250,10.250,0.000,15.500,18.500,
2022-10-01 01:00:00+02:00,100.000,536.250,211.750,0.000,,0.000,0.000,11.000,11.000,1432.750,31.500,11.000,0.000,16.000,12.500,
2022-10-01 02:00:00+02:00,98.000,522.250,196.500,0.000,0.000,0.000,0.000,11.000,11.000,1432.000,30.250,11.000,0.000,15.500,13.000,
2022-10-01 03:00:00+02:00,97.250,514.250,166.750,0.000,0.000,0.000,0.000,11.000,11.000,1432.250,31.000,10.000,0.000,16.000,6.500,
2022-10-01 04:00:00+02:00,97.250,483.250,239.750,0.000,0.000,,0.000,11.000,11.000,1430.500,30.000,10.000,0.000,16.000,1.500,
2022-10-01 05:00:00+02:00,97.250,520.500,209.750,0.000,0.000,,0.000,11.000,11.000,1429.000,30.250,9.000,0.000,16.000,2.750,
2022-10-01 06:00:00+02:00,99.250,396.250,220.750,0.000,0.000,0.000,0.000,11.000,11.000,1426.750,33.250,10.000,2.250,16.000,3.750,
2022-10-01 07:00:00+02:00,100.250,413.500,270.500,0.000,,0.000,0.000,11.000,11.000,1423.500,36.250,11.500,41.500,15.250,6.500,
2022-10-01 08:00:00+02:00,101.250,544.750,306.500,0.000,47.500,0.000,0.000,11.000,11.000,1423.250,43.250,12.000,156.500,16.750,6.000,
2022-10-01 09:00:00+02:00,100.500,545.500,344.000,0.000,97.000,,0.000,11.000,11.000,1422.000,49.500,12.250,338.500,15.750,4.000,
2022-10-01 10:00:00+02:00,102.250,540.750,312.250,0.000,243.250,,0.000,11.000,7.500,1421.500,50.000,12.000,407.500,17.000,1.000,
2022-10-01 11:00:00+02:00,101.250,534.250,265.500,0.000,266.750,,0.000,11.000,5.750,1422.750,53.750,12.000,498.500,16.000,0.750,
2022-10-01 12:00:00+02:00,100.750,539.000,249.250,0.000,126.750,,0.000,11.000,4.750,1425.000,54.000,12.000,630.500,16.000,2.750,
2022-10-01 13:00:00+02:00,102.000,532.750,258.000,0.000,16.000,0.000,0.000,11.000,8.000,1425.250,54.250,11.500,608.250,15.000,11.250,
2022-10-01 14:00:00+02:00,102.750,543.500,278.500,0.000,,0.000,0.000,11.000,9.750,1424.750,54.000,11.500,519.750,15.750,5.750,
2022-10-01 15:00:00+02:00,101.250,535.750,266.750,0.000,,0.000,0.000,10.500,10.750,1425.500,54.500,11.000,500.750,15.000,2.000,
2022-10-01 16:00:00+02:00,110.250,539.500,221.250,0.000,,0.000,0.000,11.000,11.000,1426.500,49.250,11.500,332.250,15.000,1.500,
2022-10-01 17:00:00+02:00,125.000,540.500,259.500,0.000,,0.000,0.000,11.000,11.000,1428.750,42.000,11.750,98.750,16.750,1.750,
2022-10-01 18:00:00+02:00,137.250,536.250,250.250,0.000,,0.000,0.000,11.000,10.250,1433.750,32.500,12.000,3.250,16.250,4.000,
2022-10-01 19:00:00+02:00,141.000,552.000,215.250,0.000,,0.000,0.000,11.000,10.000,1431.750,30.750,11.000,0.000,17.750,16.000,
2022-10-01 20:00:00+02:00,142.500,500.000,179.250,0.000,,0.000,0.000,11.000,10.000,1432.250,31.000,11.500,0.000,18.000,40.500,
2022-10-01 21:00:00+02:00,143.000,506.000,260.250,0.000,,0.000,0.000,10.750,10.000,1433.000,31.250,12.000,0.000,18.250,60.500,
2022-10-01 22:00:00+02:00,146.000,534.500,214.000,0.000,,0.000,0.000,11.000,10.000,1432.500,30.750,12.000,0.000,18.000,120.000,
2022-10-01 23:00:00+02:00,146.750,477.000,170.000,0.000,,0.000,0.000,11.000,10.000,1433.000,30.250,11.750,0.000,17.750,127.000,
2022-10-02 00:00:00+02:00,147.500,448.250,218.500,0.000,,0.000,0.000,11.000,10.000,1433.000,31.000,11.000,0.000,16.750,128.250,
2022-10-02 01:00:00+02:00,146.000,446.500,249.250,0.000,,0.000,0.000,11.000,10.000,1431.250,31.500,11.000,0.000,18.000,107.500,
2022-10-02 02:00:00+02:00,145.000,448.500,256.000,0.000,,0.000,0.000,11.000,10.000,1432.750,30.500,10.000,0.000,17.250,125.250,
2022-10-02 03:00:00+02:00,145.250,435.750,252.500,0.000,,0.000,0.000,11.000,10.000,1432.500,31.000,10.000,0.000,17.000,135.250,
2022-10-02 04:00:00+02:00,145.250,436.000,210.250,0.000,,0.000,0.000,11.000,10.000,1432.750,30.000,10.000,0.000,14.750,144.750,
2022-10-02 05:00:00+02:00,143.500,449.750,195.500,0.000,,0.000,0.000,10.500,10.000,1432.500,30.000,10.000,0.000,15.750,133.000,
2022-10-02 06:00:00+02:00,143.750,447.250,239.750,0.000,,0.000,0.000,10.000,10.000,1432.250,33.500,10.750,4.750,14.750,100.000,
2022-10-02 07:00:00+02:00,134.750,447.750,191.000,0.000,,0.000,0.000,10.000,10.000,1433.000,36.250,11.250,213.000,15.500,83.250,
2022-10-02 08:00:00+02:00,101.250,464.750,125.250,0.000,,0.000,0.000,10.000,10.750,1434.000,43.250,11.750,680.000,16.250,50.250,
2022-10-02 09:00:00+02:00,102.500,415.500,208.750,0.000,,0.000,0.000,10.000,11.000,1432.250,48.750,12.500,1084.500,14.500,77.000,
2022-10-02 10:00:00+02:00,106.000,512.500,146.500,0.000,,0.000,0.000,10.000,11.000,1431.000,50.250,12.250,1331.500,15.000,75.250,
2022-10-02 11:00:00+02:00,135.250,491.500,292.750,0.000,,0.000,0.000,10.000,11.000,1432.250,54.250,12.750,1293.000,15.000,42.250,
2022-10-02 12:00:00+02:00,147.750,448.250,259.250,0.000,,0.000,0.000,10.000,11.000,1432.750,54.500,12.250,1211.000,14.250,58.250,
2022-10-02 13:00:00+02:00,148.000,444.750,177.250,0.000,,0.000,0.000,10.000,11.000,1432.750,54.250,12.000,1014.000,14.750,63.250,
2022-10-02 14:00:00+02:00,146.500,423.500,136.000,0.000,0.000,0.000,0.000,10.000,11.000,1433.750,54.500,11.750,853.000,15.500,71.250,
2022-10-02 15:00:00+02:00,145.750,321.000,184.250,0.000,0.000,0.000,0.000,10.000,11.000,1433.000,54.500,12.000,616.000,15.750,58.000,
2022-10-02 16:00:00+02:00,143.750,412.500,309.250,0.000,0.000,0.000,0.000,10.000,10.000,1433.250,49.000,12.000,371.750,15.750,57.000,
2022-10-02 17:00:00+02:00,144.000,543.250,259.500,0.000,0.000,0.000,0.000,10.000,10.000,1434.750,42.250,12.500,119.000,15.750,69.500,
2022-10-02 18:00:00+02:00,144.750,549.250,227.000,0.000,0.000,0.000,0.000,10.000,10.000,1434.000,32.750,12.750,3.250,15.500,96.250,
2022-10-02 19:00:00+02:00,143.250,506.500,212.750,0.000,0.000,,0.000,10.000,10.000,1433.500,30.750,12.750,0.000,16.500,108.250,
2022-10-02 20:00:00+02:00,145.250,541.750,223.500,0.000,0.000,0.000,0.000,10.000,10.000,1433.000,31.000,12.000,0.000,16.750,65.750,
2022-10-02 21:00:00+02:00,146.000,535.000,258.750,0.000,0.000,0.000,0.000,10.000,10.000,1433.750,31.250,12.750,0.000,17.000,36.500,
2022-10-02 22:00:00+02:00,143.750,533.000,242.250,0.000,,0.000,0.000,10.000,10.000,1434.750,30.500,12.500,0.000,18.250,89.000,
2022-10-02 23:00:00+02:00,144.250,542.750,284.500,0.000,,0.000,0.000,10.000,10.000,1433.500,30.250,11.750,0.000,18.500,144.250,
2022-10-03 00:00:00+02:00,145.750,472.000,443.250,0.000,0.000,0.000,0.000,10.000,10.000,1434.250,31.500,11.000,0.000,15.500,164.250,
2022-10-03 01:00:00+02:00,144.750,449.250,501.000,0.000,0.000,0.000,0.000,10.000,10.000,1433.000,31.250,11.500,0.000,11.750,162.000,
2022-10-03 02:00:00+02:00,144.500,439.000,530.250,0.000,0.000,0.000,0.000,10.000,10.000,1432.250,30.250,11.000,0.000,12.250,169.500,
2022-10-03 03:00:00+02:00,142.750,437.750,547.000,0.000,0.000,,0.000,10.000,10.000,1434.250,31.000,11.000,0.000,12.250,163.250,
2022-10-03 04:00:00+02:00,144.000,441.750,589.500,0.000,0.000,,0.000,10.000,10.000,1434.750,30.250,10.750,0.000,12.250,140.750,
2022-10-03 05:00:00+02:00,143.500,516.500,586.000,0.000,0.000,,0.000,10.000,10.000,1434.000,30.750,10.500,0.000,11.750,154.750,
2022-10-03 06:00:00+02:00,144.000,537.250,647.250,0.000,0.000,,0.000,10.000,10.000,1434.750,33.750,11.500,3.750,11.000,186.500,
2022-10-03 07:00:00+02:00,145.500,548.750,646.750,0.000,0.000,,0.000,10.000,10.000,1435.500,36.750,12.000,189.750,12.250,158.000,
2022-10-03 08:00:00+02:00,144.500,547.500,522.500,0.000,0.000,0.000,0.000,10.000,10.000,1434.000,43.000,12.500,701.000,11.250,166.750,
2022-10-03 09:00:00+02:00,144.250,541.000,472.250,0.000,,0.000,0.000,9.000,10.000,1434.000,48.500,12.750,1128.500,9.750,192.250,
2022-10-03 10:00:00+02:00,148.500,530.000,560.500,0.000,,0.000,0.000,9.000,10.000,1433.750,50.000,12.750,1323.000,9.250,218.500,
2022-10-03 11:00:00+02:00,150.750,544.250,625.250,0.000,,0.000,0.000,9.250,9.250,1434.000,54.000,12.750,1340.000,8.000,217.500,
2022-10-03 12:00:00+02:00,149.500,547.750,635.500,0.000,2.000,0.000,0.000,9.250,3.500,1434.000,54.250,12.000,1267.000,11.000,239.250,
2022-10-03 13:00:00+02:00,149.750,536.750,577.000,0.000,,0.000,0.000,9.000,4.000,1433.750,54.000,11.250,1234.500,10.500,247.500,
2022-10-03 14:00:00+02:00,148.750,539.500,520.500,0.000,2.000,0.000,0.000,8.000,5.500,1434.750,54.250,12.750,1119.500,10.250,261.500,
2022-10-03 15:00:00+02:00,147.750,531.000,379.500,0.000,,0.000,0.000,9.000,8.500,1434.250,54.500,12.000,949.750,10.500,247.500,
2022-10-03 16:00:00+02:00,145.000,527.250,475.500,0.000,,0.000,0.000,9.000,9.000,1432.000,49.500,12.750,592.750,10.000,240.250,
2022-10-03 17:00:00+02:00,143.750,536.500,610.000,0.000,,0.000,0.000,9.000,9.000,1432.750,41.750,12.250,189.750,11.250,244.000,
2022-10-03 18:00:00+02:00,143.000,531.000,684.500,0.000,,0.000,0.000,9.000,9.000,1431.000,32.750,12.500,5.000,13.000,195.500,
2022-10-03 19:00:00+02:00,140.750,540.500,740.000,0.000,,0.000,0.000,9.000,9.000,1429.250,30.750,12.000,0.000,12.250,155.000,
2022-10-03 20:00:00+02:00,142.500,531.250,639.250,0.000,,0.000,0.000,9.000,9.000,1428.250,31.000,12.500,0.000,11.500,178.500,
2022-10-03 21:00:00+02:00,142.000,535.000,638.250,0.000,,0.000,0.000,9.000,9.000,1427.000,31.250,13.000,0.000,11.750,178.750,
2022-10-03 22:00:00+02:00,142.750,535.500,573.750,0.000,,0.000,0.000,9.000,9.000,1428.000,31.000,12.750,0.000,11.500,211.500,
2022-10-03 23:00:00+02:00,143.250,534.250,536.500,0.000,,0.000,0.000,9.000,9.000,1427.750,30.250,12.000,0.000,10.500,192.750,
2022-10-04 00:00:00+02:00,154.000,535.250,546.500,0.000,,0.000,0.000,9.000,9.000,1429.250,32.500,11.000,0.000,11.000,153.000,
2022-10-04 01:00:00+02:00,155.000,537.000,540.000,0.000,,0.000,0.000,9.000,9.000,1428.500,32.500,11.000,0.000,10.000,113.000,
